ConfigurationId;StrongDefenseWeight;RecentFormWeight;RestartWeight;MaxTotalPenalty;StrongAttackBonusWeight;RecentFormBonusWeight;RestartBonusWeight;BaselineAltaOK;BaselineAltaKO;BaselineAltaTotal;BaselineAltaPrecision;SimulatedAltaOK;SimulatedAltaKO;SimulatedAltaTotal;SimulatedAltaPrecision;AltaCoverage;AltaKOAvoided;AltaOKLost;ProtectiveBalance;AltaOKPromoted;AltaKOPromoted;PromotionBalance;ObjectiveScore
339;1.0;1.5;1.0;5.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
340;1.0;1.5;1.0;6.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
341;1.0;1.5;1.5;2.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
342;1.0;1.5;1.5;3.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
343;1.0;1.5;1.5;4.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
344;1.0;1.5;1.5;5.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
345;1.0;1.5;1.5;6.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
351;1.0;2.0;0.0;2.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
352;1.0;2.0;0.0;3.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
353;1.0;2.0;0.0;4.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
354;1.0;2.0;0.0;5.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
355;1.0;2.0;0.0;6.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
356;1.0;2.0;0.5;2.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
357;1.0;2.0;0.5;3.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
358;1.0;2.0;0.5;4.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
359;1.0;2.0;0.5;5.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
360;1.0;2.0;0.5;6.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
361;1.0;2.0;1.0;2.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
362;1.0;2.0;1.0;3.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
363;1.0;2.0;1.0;4.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
364;1.0;2.0;1.0;5.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
365;1.0;2.0;1.0;6.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
366;1.0;2.0;1.5;2.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
367;1.0;2.0;1.5;3.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
368;1.0;2.0;1.5;4.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
369;1.0;2.0;1.5;5.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
370;1.0;2.0;1.5;6.0;0.0;0.0;0.0;48;23;71;67.6056;48;22;70;68.5714;98.5915;1;0;1;0;0;0;1784.3058
