MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-07-12;Iceland_Division_2;Kari;KFA;100;ALTA;23;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.18;13.0;13.0;6.61;9.09;9.6;9.6;6.0;6.0;8.73;2.4.0
2026-07-12;USA_USLLeagueTwo_GreatLakes;Ann Arbor;Kalamazoo FC;100;ALTA;23;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.0;10.74;13.0;8.0;7.85;10.8;8.4;8.0;8.0;7.64;2.4.0
2026-07-12;USA_USLLeagueTwo_GreatLakes;Flint City;Union FC Macomb;100;ALTA;23;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;5.0;13.0;10.64;3.64;10.0;9.6;12.0;8.0;10.0;9.6;2.4.0
2026-07-12;USA_USLLeagueTwo_Chesapeake;Loudoun 2;Northern Virginia;100;ALTA;27;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.4;13.0;13.0;8.0;9.47;10.8;9.6;10.0;8.33;8.12;2.4.0
2026-07-12;USA_USLLeagueTwo_Metropolitan;Ironbound SC;Manhattan;100;ALTA;26;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.67;13.0;13.0;4.73;9.5;8.4;10.8;5.0;8.0;8.02;2.4.0
2026-07-12;USA_USLLeagueTwo_LoneStar;AHFC Royals;Houston FC;100;ALTA;26;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;0.75;13.0;12.89;4.3;9.92;8.4;10.8;10.0;10.0;8.73;2.4.0
2026-07-12;USA_USLLeagueTwo_MidSouth;Red River;Mississippi Brilla;100;ALTA;19;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.0;11.82;13.0;5.62;7.85;9.6;9.6;10.0;8.0;9.27;2.4.0
2026-07-12;Australia_NSWLeagueOne;Central Coast Mariners U23;Blacktown Spartans;99.64;ALTA;24;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;3.6;10.48;13.0;7.11;6.2;9.6;8.4;7.78;6.67;9.82;2.4.0
2026-07-12;Australia_NPLQueenslandU23;Gold Coast Blaze U23;Olympic FC U23;99.46;ALTA;19;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;0.55;12.56;10.43;8.0;8.82;9.6;9.6;7.14;7.78;7.99;2.4.0
2026-07-12;USA_USLLeagueTwo_Heartland;Edgewater Castle;Minneapolis City;98.99;ALTA;24;2026-07-12;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;6.0;8.06;13.0;8.0;2.73;12.0;10.8;10.0;7.5;7.91;2.4.0
2026-07-12;Iceland_Division_2;Dalvik/Reynir;Fjolnir;97.69;ALTA;23;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.18;11.28;13.0;4.96;9.09;8.4;9.6;4.0;10.0;8.18;2.4.0
2026-07-12;Iceland_Division_2;Magni;Haukar;97.56;ALTA;23;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;5.45;8.6;13.0;8.0;5.79;8.4;9.6;5.0;8.0;8.73;2.4.0
2026-07-12;USA_USLLeagueTwo_MidAtlantic;Reading;LVU Rush;97.45;ALTA;29;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.25;10.83;13.0;5.76;6.29;8.4;10.8;5.0;10.0;8.12;2.4.0
2026-07-12;USA_USLLeagueTwo_Chesapeake;Annapolis Blues;Bethesda SC;97.34;ALTA;27;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.8;13.0;13.0;5.31;9.44;8.4;10.8;6.67;10.0;6.92;2.4.0
2026-07-12;Sweden_Allsvenskan;Brommapojkarna;Sirius;97.15;ALTA;17;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.8;8.86;13.0;5.82;5.79;9.6;9.6;6.67;10.0;8.02;2.4.0
2026-07-12;USA_USLLeagueTwo_Northeast;Black Rock;Boston City;96.85;ALTA;30;2026-07-12;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;4.67;9.55;7.73;4.48;10.0;8.4;10.8;6.67;8.33;9.23;2.4.0
2026-07-12;Iceland_Division_2;Kormakur/Hvot;Olafsvik;96.8;ALTA;23;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.09;13.0;8.6;4.63;9.5;8.4;8.4;10.0;8.0;8.18;2.4.0
2026-07-12;USA_USLLeagueTwo_SouthAtlantic;Salem City;Wake FC;96.69;ALTA;37;2026-07-12;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.2;10.45;7.27;8.0;10.0;9.6;10.8;8.33;8.33;9.69;2.4.0
2026-07-12;Australia_NPLQueenslandU23;Queensland Lions U23;Eastern Suburbs U23;96.39;ALTA;19;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;2.18;13.0;12.86;3.85;5.88;10.8;10.8;7.5;8.75;7.76;2.4.0
2026-07-12;USA_USLLeagueTwo_Northwest;West Seattle Junction;Portland Bangers;96.36;ALTA;34;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.57;10.83;9.85;6.97;6.44;12.0;7.2;8.0;8.0;7.5;2.4.0
2026-07-12;USA_USLLeagueTwo_GreatPlains;Peoria;Springfield FC;96.29;ALTA;20;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;6.0;13.0;9.45;3.64;10.0;7.2;10.8;6.0;10.0;7.2;2.4.0
2026-07-12;Australia_NPLNorthernNSW;Broadmeadow;Newcastle Olympic;96.12;ALTA;19;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over esterno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;3.82;13.0;11.12;4.49;8.02;9.6;7.2;8.75;5.0;8.12;2.4.0
2026-07-12;USA_MLSNextPro_EasternConference_NortheastDivision;Chicago Fire II;New York Red Bulls II;95.26;ALTA;19;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;5.14;8.86;13.0;5.45;5.79;12.0;9.6;0.0;7.5;10.91;2.4.0
2026-07-12;Australia_NPLQueensland;Gold Coast;Olympic FC;95.22;ALTA;19;2026-07-12;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.18;6.65;10.78;8.0;9.36;8.4;9.6;7.14;7.78;8.34;2.4.0
2026-07-12;Australia_NPL_NSW_U20;Sydney Utd U20;Rockdale Ilinden U20;94.75;ALTA;24;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;3.2;13.0;8.6;5.29;7.85;8.4;9.6;7.27;6.36;8.18;2.4.0
2026-07-12;Finland_Kakkonen_GroupA;Lahden Reipas;HIFK;94.51;ALTA;13;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: profilo over esterno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.67;13.0;12.41;6.18;5.45;10.8;7.2;8.0;4.0;7.8;2.4.0
2026-07-12;Finland_Kakkonen_GroupC;SJK Akatemia 2;TP-47;92.47;ALTA;14;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;0.67;10.21;11.82;7.27;8.68;10.8;9.6;8.33;6.0;7.09;2.4.0
2026-07-12;USA_USLLeagueTwo_NorCal;Almaden;Davis Legacy;92.35;ALTA;28;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;2.57;11.82;9.09;3.36;10.0;7.2;10.8;10.0;6.67;7.85;2.4.0
2026-07-12;Australia_NorthernNSWStateLeague;Toronto Awaba Stags;Wallsend Red Devils;92.15;ALTA;14;2026-07-12;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;6.0;7.27;13.0;8.0;5.94;9.6;9.6;7.14;6.67;6.92;2.4.0
2026-07-12;Iceland_BestaDeildKarla;Fram;Thor Akureyri;91.7;ALTA;19;2026-07-12;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: entrambe concedono gol;4.91;13.0;6.36;7.27;10.0;8.4;8.4;10.0;6.67;7.69;2.4.0
2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;91.5;ALTA;23;2026-07-12;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.09;8.06;8.6;7.6;10.0;7.2;9.6;6.67;7.5;8.18;2.4.0
2026-07-12;USA_USLLeagueTwo_Heartland;St. Croix;Rockford Raptors;91.49;ALTA;24;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.5;11.82;10.21;8.0;9.09;10.8;7.2;10.0;4.0;6.87;2.4.0
2026-07-12;USA_USLLeagueTwo_Mountain;Atletico Union;Flatirons;91.05;ALTA;26;2026-07-12;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.0;9.13;7.09;6.61;10.0;8.4;10.8;8.0;8.0;8.02;2.4.0
2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;90.91;ALTA;16;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;0.35;9.71;12.24;5.45;5.84;10.8;8.4;6.25;7.14;7.71;2.4.0
2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;90.57;ALTA;19;2026-07-12;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole | profilo over esterno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;3.27;8.18;10.13;8.0;8.77;8.4;7.2;5.0;5.71;8.9;2.4.0
2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;90.08;ALTA;26;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | alta tendenza BTTS || CONTRO: trend over trasferta non forte | profilo over esterno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;0.67;13.0;9.45;8.0;5.45;10.8;4.8;8.0;5.0;7.91;2.4.0
2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;89.93;ALTA;29;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over trasferta non forte || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;3.0;9.85;8.86;8.0;6.82;8.4;6.0;6.0;8.0;8.0;2.4.0
2026-07-12;Australia_NPLQueensland;Queensland Lions;Eastern Suburbs;89.86;ALTA;19;2026-07-12;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;1.64;13.0;11.12;4.28;6.95;8.4;9.6;6.25;7.5;8.12;2.4.0
