Baseline;Last10_OK;Last10_KO;Last10_Total;Last10_HitRate;Last7_OK;Last7_KO;Last7_Total;Last7_HitRate;DeltaHitRate
RECOMPUTED_LAST10;92;30;122;75.4098;94;34;128;73.4375;-1.9723
