MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-16;USA_USLLeagueTwo_PlayOff;Little Rock Rangers;GFI Woodlands;70.57;MEDIA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo;3.45;10.83;13.0;1.82;7.58;6.0;8.4;3.33;6.67;5.5;2.4.0;USA_USLLeagueTwo_MidSouth;USA_USLLeagueTwo_LoneStar;USA_USLLeagueTwo
2026-07-16;Norway_Eliteserien;Bodo/Glimt;Fredrikstad;70.42;MEDIA;20;2026-07-16;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;2.8;13.0;7.39;3.33;8.33;7.2;7.2;8.0;6.67;6.5;2.4.0;Norway_Eliteserien;Norway_Eliteserien;
2026-07-16;Kazakhstan_FirstLeague;Kairat Almaty 2;Kaspij Aktau 2;69.63;MEDIA;23;2026-07-16;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole | BTTS basso: possibile partita a senso unico;4.62;13.0;7.27;1.96;7.69;9.6;7.2;5.71;7.5;5.08;2.4.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Kazakhstan_FirstLeague;FC Astana 2;Jaiyq;68.59;MEDIA;23;2026-07-16;PRO: attacco casa positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;0.92;10.91;5.0;6.15;5.94;10.8;6.0;8.57;4.29;6.0;2.4.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Iceland_Division_1;Fylkir;Njardvik;67.05;MEDIA;22;2026-07-16;PRO: attacco casa positivo | difesa casa vulnerabile | trend over recente casa || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol;2.18;11.82;8.02;5.45;5.52;7.2;6.0;5.71;2.86;4.29;2.4.0;Iceland_Division_1;Iceland_Division_1;
2026-07-16;USA_USLLeagueTwo_PlayOff;Charlotte Independ. 2;Appalachian;66.64;MEDIA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | profilo over interno positivo || CONTRO: trend over casa non forte | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo;1.15;12.66;12.21;2.34;3.94;6.0;6.0;7.14;5.0;6.2;2.4.0;USA_USLLeagueTwo_SouthAtlantic;USA_USLLeagueTwo_PlayIn;USA_USLLeagueTwo
2026-07-16;USA_USLLeagueTwo_PlayOff;Steel City;Northern Indiana;65.96;MEDIA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo || CONTRO: trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo;0.89;9.85;11.82;0.91;6.29;4.8;9.6;5.0;7.14;5.65;2.4.0;USA_USLLeagueTwo_GreatLakes;USA_USLLeagueTwo_Valley;USA_USLLeagueTwo
2026-07-16;Australia_NPLVictoria;Green Gully;Dandenong Thunder;63.91;MEDIA;23;2026-07-16;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;0.46;4.14;6.5;7.64;9.77;7.2;7.2;5.0;6.0;6.0;2.4.0;Australia_NPLVictoria;Australia_NPLVictoria;
2026-07-16;Australia_NPLVictoria;Bentleigh;Dandenong City;61.87;MEDIA;23;2026-07-16;PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;1.38;5.32;7.32;8.0;5.84;9.6;4.8;6.36;4.0;5.24;2.4.0;Australia_NPLVictoria;Australia_NPLVictoria;
2026-07-16;Somalia_NationalLeague;Elman;Gaadiidka;60.99;MEDIA;23;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | profilo over esterno positivo || CONTRO: trend over casa non forte | trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo;1.64;10.51;13.0;2.22;3.74;3.6;6.0;4.44;6.67;5.18;2.4.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;Australia_VictoriaPremierLeague2;Box Hill;Altona City;60.24;MEDIA;21;2026-07-16;PRO: attacco casa positivo | trend over recente casa | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;2.77;8.71;5.02;4.78;6.36;8.4;2.4;5.0;6.0;6.79;2.4.0;Australia_VictoriaPremierLeague2;Australia_VictoriaPremierLeague2;
2026-07-16;Australia_VictoriaPremierLeague2;Springvale;Nunawading City;59.49;BASSA;21;2026-07-16;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;0.92;7.39;5.6;6.36;7.18;6.0;3.6;7.0;5.0;6.44;2.4.0;Australia_VictoriaPremierLeague2;Australia_VictoriaPremierLeague2;
2026-07-16;Australia_NSWLeagueOne;Prospect United;Macarthur Rams;54.71;BASSA;26;2026-07-16;PRO: difesa casa vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo;4.8;5.65;8.12;6.48;4.92;6.0;3.6;2.73;2.0;6.4;2.4.0;Australia_NSWLeagueOne;Australia_NSWLeagueOne;
2026-07-16;Australia_NPLNSW;Sydney FC U23;Manly Utd;54.64;BASSA;25;2026-07-16;PRO: difesa casa vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;0.8;8.37;6.4;5.61;5.49;6.0;3.6;4.17;5.45;4.75;2.4.0;Australia_NPLNSW;Australia_NPLNSW;
2026-07-16;Finland_Ykkosliiga;KaPa;SJK Akatemia;49.81;BASSA;16;2026-07-16;PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;1.33;6.82;2.27;5.59;5.59;8.4;1.2;6.67;2.86;5.08;2.4.0;Finland_Ykkosliiga;Finland_Ykkosliiga;
2026-07-16;Finland_Ykkosliiga;Klubi 04;Haka;48.48;BASSA;16;2026-07-16;PRO: attacco trasferta positivo || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo;3.33;4.55;10.34;4.48;4.92;1.2;6.0;1.43;2.0;6.23;2.4.0;Finland_Ykkosliiga;Finland_Ykkosliiga;
2026-07-16;Lebanon_PremierLeague;Tadamon;Al Riyadi Abbasiyah;47.75;BASSA;24;2026-07-16;PRO: profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;1.09;3.38;5.37;4.5;6.2;3.6;6.0;3.33;6.36;3.91;2.4.0;Lebanon_PremierLeague;Lebanon_PremierLeague;
