MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-16;Estonia_Meistriliiga;Flora;Nomme Utd;100;ALTA;21;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;4.0;12.51;11.51;3.85;10.0;10.8;12.0;7.5;8.89;7.49;2.4.0;Estonia_Meistriliiga;Estonia_Meistriliiga;
2026-07-16;Finland_Kakkonen_GroupC;Vaajakoski;Huima / Urho;100;ALTA;15;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;3.33;12.31;13.0;8.0;8.71;9.6;9.6;8.33;6.67;8.5;2.4.0;Finland_Kakkonen_GroupC;Finland_Kakkonen_GroupC;
2026-07-16;Iceland_Division_2;KFG Gardabaer;Kari;100;ALTA;24;2026-07-16;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;3.82;8.37;13.0;8.0;8.33;9.6;9.6;8.57;10.0;9.0;2.4.0;Iceland_Division_2;Iceland_Division_2;
2026-07-16;Iceland_Division_2;Haukar;Throttur Vogar;98.13;ALTA;24;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;4.36;13.0;9.85;5.03;9.09;9.6;7.2;8.33;6.0;8.65;2.4.0;Iceland_Division_2;Iceland_Division_2;
2026-07-16;Australia_NPLWesternAustralia;Perth Azzurri;Western Knights;96.52;ALTA;20;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over esterno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.64;13.0;10.78;7.06;8.02;8.4;8.4;7.14;5.56;9.53;2.4.0;Australia_NPLWesternAustralia;Australia_NPLWesternAustralia;
2026-07-16;Kazakhstan_FirstLeague;Tobol 2;Akademiya Ontustik;95.1;ALTA;23;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;3.69;9.55;8.64;8.0;5.94;10.8;8.4;8.57;6.67;7.85;2.4.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Australia_NPL_NSW_U20;Sydney FC U20;Manly Utd U20;93.49;ALTA;25;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;0.8;12.85;12.33;6.01;6.13;8.4;8.4;5.83;8.18;7.57;2.4.0;Australia_NPL_NSW_U20;Australia_NPL_NSW_U20;
2026-07-16;USA_USLLeagueTwo_PlayOff;Peoria;Sueno;93.35;ALTA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;3.45;13.0;13.0;4.42;4.13;8.4;10.8;7.14;8.33;7.68;2.4.0;USA_USLLeagueTwo_GreatPlains;USA_USLLeagueTwo_Heartland;USA_USLLeagueTwo
2026-07-16;Somalia_NationalLeague;Badbaado;Dekedaha;86.65;ALTA;23;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: trend over trasferta non forte || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;2.18;10.08;13.0;5.99;5.26;10.8;6.0;6.67;6.0;7.67;2.4.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;Sweden_Allsvenskan;Göteborg;Brommapojkarna;84.83;ALTA;18;2026-07-16;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.2;6.89;8.37;8.0;7.2;7.2;8.4;4.0;8.57;8.0;2.4.0;Sweden_Allsvenskan;Sweden_Allsvenskan;
2026-07-16;Australia_VictoriaPremierLeague2;Eastern Lions;Bayside Argonauts;82.5;ALTA;21;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;2.31;9.33;11.82;4.98;6.7;6.0;6.0;3.33;7.78;7.26;2.4.0;Australia_VictoriaPremierLeague2;Australia_VictoriaPremierLeague2;
2026-07-16;USA_USLLeagueTwo_PlayOff;Laredo Heat;Texoma;82.4;ALTA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;1.53;13.0;13.0;1.82;4.9;8.4;9.6;6.67;8.33;7.15;2.4.0;USA_USLLeagueTwo_LoneStar;USA_USLLeagueTwo_Ranger;USA_USLLeagueTwo
2026-07-16;Australia_VictoriaPremierLeague;Northcote City;Manningham United Blues;82.2;ALTA;22;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;1.85;10.05;10.13;3.64;8.66;4.8;9.6;5.0;8.18;7.3;2.4.0;Australia_VictoriaPremierLeague;Australia_VictoriaPremierLeague;
2026-07-16;Sweden_Allsvenskan;Mjallby;Västerås SK;80.59;ALTA;18;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;0.8;9.36;10.83;5.15;8.71;6.0;8.4;4.0;8.33;7.0;2.4.0;Sweden_Allsvenskan;Sweden_Allsvenskan;
2026-07-16;Finland_Kakkonen_GroupB;GrIFK;Abo;79.92;ALTA;14;2026-07-16;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | profilo over interno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;2.67;7.88;13.0;6.97;4.17;7.2;7.2;3.33;6.0;8.5;2.4.0;Finland_Kakkonen_GroupB;Finland_Kakkonen_GroupB;
2026-07-16;Australia_VictoriaPremierLeague;Melbourne Knights;Brunswick City;78.82;ALTA;22;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;4.15;10.34;11.52;2.91;9.09;6.0;7.2;6.0;7.0;6.6;2.4.0;Australia_VictoriaPremierLeague;Australia_VictoriaPremierLeague;
2026-07-16;Australia_NPLSouthAustralia;West Torrens;Para;78.66;ALTA;20;2026-07-16;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;6.0;11.82;3.13;5.56;10.0;8.4;8.4;6.25;8.75;6.35;2.4.0;Australia_NPLSouthAustralia;Australia_NPLSouthAustralia;
2026-07-16;Australia_VictoriaPremierLeague2;Whittlesea United;Essendon Royals SC;77.39;ALTA;21;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | profilo over esterno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;1.38;9.16;13.0;4.18;6.82;4.8;8.4;4.44;5.0;7.2;2.4.0;Australia_VictoriaPremierLeague2;Australia_VictoriaPremierLeague2;
2026-07-16;Iceland_Division_2;Hviti;Olafsvik;75.83;ALTA;24;2026-07-16;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: entrambe concedono gol | v24 bonus: profilo partita aperta;1.64;8.37;7.88;6.36;8.71;4.8;8.4;4.0;6.67;7.0;2.4.0;Iceland_Division_2;Iceland_Division_2;
2026-07-16;USA_USLLeagueTwo_PlayOff;Colorado Storm;Snohomish United;74.62;MEDIA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo;0.13;13.0;13.0;0.91;5.84;7.2;10.8;6.67;8.57;4.5;2.4.0;USA_USLLeagueTwo_Mountain;USA_USLLeagueTwo_Northwest;USA_USLLeagueTwo
2026-07-16;Australia_NSWLeagueOne;Hurstville Zagreb;Dulwich Hill;74.04;MEDIA;26;2026-07-16;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole | profilo over esterno debole || PRO V24: v24 bonus: BTTS alto | v24 bonus: entrambe concedono gol;1.6;8.74;6.68;6.01;8.7;7.2;7.2;5.38;5.45;8.09;2.4.0;Australia_NSWLeagueOne;Australia_NSWLeagueOne;
2026-07-16;USA_USLLeagueTwo_PlayOff;Ocean City;Motown 2;73.47;MEDIA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo;1.79;13.0;13.0;1.82;3.41;8.4;9.6;7.14;6.67;4.64;2.4.0;USA_USLLeagueTwo_Metropolitan;USA_USLLeagueTwo_Metropolitan;USA_USLLeagueTwo
2026-07-16;USA_USLLeagueTwo_PlayOff;Dothan United;Brave SC;72.1;MEDIA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over interno positivo || CONTRO: trend over casa non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: ospite offensivo | v24 bonus: profilo partita aperta;0.26;13.0;11.82;2.42;3.85;6.0;8.4;6.67;5.0;6.69;2.4.0;USA_USLLeagueTwo_Southeast;USA_USLLeagueTwo_Southeast;USA_USLLeagueTwo
2026-07-16;Australia_NPLSouthAustralia;Campbelltown City;Adelaide Comets;71.72;MEDIA;20;2026-07-16;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || PRO V24: v24 bonus: entrambe concedono gol;1.09;8.86;6.6;5.86;9.09;7.2;8.4;6.25;7.5;6.86;2.4.0;Australia_NPLSouthAustralia;Australia_NPLSouthAustralia;
