LeagueId;Season;MatchDate;Home;Away;ActualHomeXG;ActualAwayXG;HomeGoals;AwayGoals;Goals;Over25;Source;HomeXGPlayed;HomeXGFAvg;HomeXGAAvg;HomeXGFLast3Avg;HomeXGALast3Avg;HomeXGFLast5Avg;HomeXGALast5Avg;HomeXGFLast10Avg;HomeXGALast10Avg;AwayXGPlayed;AwayXGFAvg;AwayXGAAvg;AwayXGFLast3Avg;AwayXGALast3Avg;AwayXGFLast5Avg;AwayXGALast5Avg;AwayXGFLast10Avg;AwayXGALast10Avg;ProjectedHomeXG;ProjectedAwayXG;ProjectedTotalXG
Italy_SerieA;2022;2022-09-04;Spezia;Bologna;1.06255;1.02319;2;2;4;1;understat;4;0.6738;2.0549;0.6112;2.4106;0.6738;2.0549;0.6738;2.0549;4;1.2994;1.8028;1.2004;2.1672;1.2994;1.8028;1.2994;1.8028;1.2383;1.6771;2.9155
Italy_SerieA;2022;2022-09-04;Udinese;Roma;1.28199;0.862157;4;0;4;1;understat;4;1.2524;1.4037;1.5234;0.9779;1.2524;1.4037;1.2524;1.4037;4;2.3830;0.5520;2.1832;0.5677;2.3830;0.5520;2.3830;0.5520;0.9022;1.8933;2.7956
Italy_SerieA;2022;2022-09-04;Verona;Sampdoria;2.3433;0.798714;2;1;3;1;understat;4;1.1394;1.3886;1.1423;0.9188;1.1394;1.3886;1.1394;1.3886;4;0.9941;1.6174;1.1196;1.3942;0.9941;1.6174;0.9941;1.6174;1.3784;1.1914;2.5698
Italy_SerieA;2022;2022-09-05;Monza;Atalanta;0.943464;1.94986;0;2;2;0;understat;4;0.6752;2.8333;0.5569;2.7322;0.6752;2.8333;0.6752;2.8333;4;1.6345;0.7306;1.4171;0.7682;1.6345;0.7306;1.6345;0.7306;0.7029;2.2339;2.9368
Italy_SerieA;2022;2022-09-05;Salernitana;Empoli;1.80811;0.984719;2;2;4;1;understat;4;1.2420;2.0104;1.4877;1.6863;1.2420;2.0104;1.2420;2.0104;4;0.7255;0.7652;0.6380;0.7329;0.7255;0.7652;0.7255;0.7652;1.0036;1.3679;2.3715
Italy_SerieA;2022;2022-09-05;Torino;Lecce;1.0247;0.451427;1;0;1;0;understat;4;1.8114;1.3572;1.3697;1.4662;1.8114;1.3572;1.8114;1.3572;4;0.8230;1.4280;0.8463;1.0613;0.8230;1.4280;0.8230;1.4280;1.6197;1.0901;2.7098
Italy_SerieA;2022;2022-09-10;Inter;Torino;1.53614;0.594956;1;0;1;0;understat;5;2.3318;0.9876;2.1678;1.2340;2.3318;0.9876;2.3318;0.9876;5;1.6540;1.1761;1.3791;1.3790;1.6540;1.1761;1.6540;1.1761;1.7539;1.3208;3.0747
Italy_SerieA;2022;2022-09-10;Napoli;Spezia;1.94628;0.664499;1;0;1;0;understat;5;2.3538;0.5911;1.9025;0.5678;2.3538;0.5911;2.3538;0.5911;5;0.7516;1.8485;0.8044;1.8758;0.7516;1.8485;0.7516;1.8485;2.1012;0.6714;2.7725
Italy_SerieA;2022;2022-09-10;Sampdoria;AC Milan;0.923014;1.6646;1;2;3;1;understat;5;0.9550;1.7626;1.0696;1.9061;0.9550;1.7626;0.9550;1.7626;5;1.9212;0.9247;1.7962;1.2151;1.9212;0.9247;1.9212;0.9247;0.9398;1.8419;2.7817
Italy_SerieA;2022;2022-09-11;Atalanta;Cremonese;0.636633;0.620155;1;1;2;0;understat;5;1.6976;0.7731;1.8876;0.5705;1.6976;0.7731;1.6976;0.7731;5;0.9152;2.4294;0.7669;2.4067;0.9152;2.4294;0.9152;2.4294;2.0635;0.8442;2.9077
Italy_SerieA;2022;2022-09-11;Bologna;Fiorentina;1.25233;1.17879;2;1;3;1;understat;5;1.2442;1.6548;1.1633;1.6987;1.2442;1.6548;1.2442;1.6548;5;1.0933;1.2328;0.8859;1.2134;1.0933;1.2328;1.0933;1.2328;1.2385;1.3740;2.6125
Italy_SerieA;2022;2022-09-11;Juventus;Salernitana;1.83929;2.07448;2;2;4;1;understat;5;1.3046;0.9598;1.1579;0.9906;1.3046;0.9598;1.3046;0.9598;5;1.3552;1.8053;1.5897;1.5383;1.3552;1.8053;1.3552;1.8053;1.5550;1.1575;2.7125
Italy_SerieA;2022;2022-09-11;Lazio;Verona;1.84525;0.40445;2;0;2;0;understat;5;0.8660;1.3964;0.9691;1.4630;0.8660;1.3964;0.8660;1.3964;5;1.3802;1.2706;1.1007;0.8068;1.3802;1.2706;1.3802;1.2706;1.0683;1.3883;2.4566
Italy_SerieA;2022;2022-09-11;Lecce;Monza;1.46903;0.0823778;1;1;2;0;understat;5;0.7487;1.3474;0.7622;1.1351;0.7487;1.3474;0.7487;1.3474;5;0.7288;2.6566;0.8309;2.2943;0.7288;2.6566;0.7288;2.6566;1.7026;1.0381;2.7407
Italy_SerieA;2022;2022-09-11;Sassuolo;Udinese;0.349641;2.21222;1;3;4;1;understat;5;1.4585;1.0906;1.8702;0.8357;1.4585;1.0906;1.4585;1.0906;5;1.2583;1.2954;1.4745;0.7647;1.2583;1.2954;1.2583;1.2954;1.3769;1.1745;2.5514
Italy_SerieA;2022;2022-09-12;Empoli;Roma;1.15196;3.83699;1;2;3;1;understat;5;0.7773;0.9738;0.7138;1.0702;0.7773;0.9738;0.7773;0.9738;5;2.0788;0.6980;1.4991;0.8254;2.0788;0.6980;2.0788;0.6980;0.7377;1.5263;2.2640
Italy_SerieA;2022;2022-09-16;Salernitana;Lecce;1.08144;1.30867;1;2;3;1;understat;6;1.4751;1.8109;1.6930;1.5951;1.6691;1.5766;1.4751;1.8109;6;0.8687;1.1365;0.9808;1.0365;0.8919;0.8582;0.8687;1.1365;1.3058;1.3398;2.6457
Italy_SerieA;2022;2022-09-17;Bologna;Empoli;1.7821;1.66438;0;1;1;0;understat;6;1.2455;1.5754;1.4123;1.1460;1.1754;1.7486;1.2455;1.5754;6;0.8398;1.4510;0.9717;2.0781;0.8101;1.5688;0.8398;1.4510;1.3482;1.2076;2.5558
Italy_SerieA;2022;2022-09-17;Spezia;Sampdoria;1.02757;1.01245;2;1;3;1;understat;6;0.7371;1.8648;0.6341;1.5782;0.7121;2.0402;0.7371;1.8648;6;0.9497;1.7462;0.8209;1.8728;1.0161;1.6381;0.9497;1.7462;1.2417;1.4073;2.6489
Italy_SerieA;2022;2022-09-17;Torino;Sassuolo;0.672322;0.480221;0;1;1;0;understat;6;1.4775;1.2361;0.6728;1.6191;1.1457;1.2773;1.4775;1.2361;6;1.2737;1.2775;1.0403;1.1813;1.3527;1.0846;1.2737;1.2775;1.3775;1.2549;2.6324
Italy_SerieA;2022;2022-09-18;AC Milan;Napoli;2.2547;1.17973;1;2;3;1;understat;6;1.8784;0.9244;1.4054;1.3543;1.7179;1.0213;1.8784;0.9244;6;2.2859;0.6034;1.9894;0.6620;2.1835;0.4979;2.2859;0.6034;1.2409;1.6051;2.8460
Italy_SerieA;2022;2022-09-18;Cremonese;Lazio;0.992274;3.61789;0;4;4;1;understat;6;0.8660;2.1306;0.7017;1.7143;0.6860;2.1542;0.8660;2.1306;6;1.0292;1.2310;1.2518;1.0550;1.0932;1.1580;1.0292;1.2310;1.0485;1.5799;2.6285
Italy_SerieA;2022;2022-09-18;Fiorentina;Verona;2.8313;0.608308;2;0;2;0;understat;6;1.1075;1.2361;1.1516;1.0690;0.9265;1.1300;1.1075;1.2361;6;1.2176;1.3664;1.1123;1.1408;1.2349;1.0801;1.2176;1.3664;1.2370;1.2268;2.4638
Italy_SerieA;2022;2022-09-18;Monza;Juventus;2.52643;1.20518;1;0;1;0;understat;6;0.6211;2.4587;0.5289;2.0301;0.5393;2.3231;0.6211;2.4587;6;1.3938;1.1456;1.5598;1.3607;1.2241;1.1990;1.3938;1.1456;0.8833;1.9262;2.8096
Italy_SerieA;2022;2022-09-18;Roma;Atalanta;3.28059;0.144998;0;1;1;0;understat;6;2.3719;0.7737;2.4568;0.9982;2.2497;0.8274;2.3719;0.7737;6;1.5208;0.7476;1.8187;0.6541;1.3676;0.7736;1.5208;0.7476;1.5598;1.1472;2.7070
Italy_SerieA;2022;2022-09-18;Udinese;Inter;1.29565;0.991896;3;1;4;1;understat;6;1.4173;1.1378;1.4579;0.5517;1.6129;0.8291;1.4173;1.1378;6;2.1992;0.9221;2.1370;1.1000;2.1334;0.9560;2.1992;0.9221;1.1697;1.6685;2.8382
Italy_SerieA;2022;2022-10-01;Empoli;AC Milan;1.01178;2.6069;1;3;4;1;understat;7;0.9576;1.4983;1.2670;2.4757;0.9915;1.7660;0.9576;1.4983;7;1.9322;0.9609;1.8522;1.3932;1.8616;1.1496;1.9322;0.9609;0.9592;1.7152;2.6744
Italy_SerieA;2022;2022-10-01;Inter;Roma;0.76194;1.03755;1;2;3;1;understat;7;2.0267;0.9755;1.5350;1.1760;1.8063;1.1185;2.0267;0.9755;7;2.5017;0.6839;2.6599;0.8596;2.3230;0.7546;2.5017;0.6839;1.3553;1.7386;3.0939
Italy_SerieA;2022;2022-10-01;Napoli;Torino;1.18491;0.741608;3;1;4;1;understat;7;2.1279;0.8393;1.7152;1.0730;1.7667;0.9245;2.1279;0.8393;7;1.3625;1.1281;0.7640;0.8226;1.0809;1.2307;1.3625;1.1281;1.6280;1.1009;2.7289
Italy_SerieA;2022;2022-10-02;Atalanta;Fiorentina;1.64453;0.638248;1;0;1;0;understat;7;1.3242;1.1095;0.9105;1.6147;1.2889;1.1225;1.3242;1.1095;7;1.3538;1.1464;1.9476;0.9786;1.3336;1.1002;1.3538;1.1464;1.2353;1.2316;2.4669
Italy_SerieA;2022;2022-10-02;Juventus;Bologna;2.51162;0.330255;3;0;3;1;understat;7;1.3668;1.3429;1.3732;2.1445;1.3036;1.5145;1.3668;1.3429;7;1.3222;1.5881;1.3525;1.3019;1.3048;1.5878;1.3222;1.5881;1.4775;1.3325;2.8100
Italy_SerieA;2022;2022-10-02;Lazio;Spezia;3.03467;0.852447;4;0;4;1;understat;7;1.3991;1.1969;1.9210;1.1388;1.6741;1.1572;1.3991;1.1969;7;0.7786;1.7431;0.9182;1.3273;0.8210;1.7172;0.7786;1.7431;1.5711;0.9878;2.5588
Italy_SerieA;2022;2022-10-02;Lecce;Cremonese;0.945844;1.55939;1;1;2;0;understat;7;0.9316;1.1287;1.0764;0.7295;1.0129;0.9138;0.9316;1.1287;7;0.8841;2.3431;0.6766;1.9876;0.7826;2.2950;0.8841;2.3431;1.6373;1.0064;2.6437
Italy_SerieA;2022;2022-10-02;Sampdoria;Monza;0.0814991;1.2288;0;3;3;1;understat;7;0.9587;1.6436;0.9114;1.6785;1.0288;1.6821;0.9587;1.6436;7;0.8933;2.2796;1.1841;1.5414;1.0203;1.9114;0.8933;2.2796;1.6191;1.2684;2.8876
Italy_SerieA;2022;2022-10-02;Sassuolo;Salernitana;3.21976;0.568495;5;0;5;1;understat;7;1.1603;1.1911;0.8460;1.1006;1.2881;1.0783;1.1603;1.1911;7;1.4189;1.7392;1.6547;1.3776;1.5850;1.5526;1.4189;1.7392;1.4498;1.3050;2.7547
Italy_SerieA;2022;2022-10-03;Verona;Udinese;0.284674;2.17728;1;2;3;1;understat;7;1.1305;1.5757;1.1187;1.8251;0.8630;1.4194;1.1305;1.5757;7;1.3999;1.1169;1.5966;0.7346;1.5862;0.7271;1.3999;1.1169;1.1237;1.4878;2.6115
Italy_SerieA;2022;2022-10-08;AC Milan;Juventus;2.30469;0.673421;2;0;2;0;understat;8;2.0165;0.9672;2.1754;1.0382;1.8156;1.2509;2.0165;0.9672;8;1.5099;1.2163;1.8520;1.6437;1.6793;1.3878;1.5099;1.2163;1.6164;1.2386;2.8550
Italy_SerieA;2022;2022-10-08;Bologna;Sampdoria;0.669175;0.823033;1;1;2;0;understat;8;1.1982;1.7036;1.1216;1.7849;1.2698;1.5228;1.1982;1.7036;8;0.8490;1.5917;0.6723;1.3070;0.7113;1.5750;0.8490;1.5917;1.3950;1.2763;2.6712
Italy_SerieA;2022;2022-10-08;Sassuolo;Inter;1.10218;2.81804;1;2;3;1;understat;8;1.4178;1.1132;1.3499;1.1510;1.3642;0.9569;1.4178;1.1132;8;1.8686;0.9832;1.0967;0.9761;1.6330;1.1266;1.8686;0.9832;1.2005;1.4909;2.6914
Italy_SerieA;2022;2022-10-09;Cremonese;Napoli;0.762438;4.47078;1;4;5;1;understat;8;0.9685;2.1684;1.0573;1.7335;0.9314;1.9413;0.9685;2.1684;8;2.0100;0.8271;1.4370;1.2203;1.6666;0.9965;2.0100;0.8271;0.8978;2.0892;2.9870
Italy_SerieA;2022;2022-10-09;Monza;Spezia;0.763016;0.534751;2;0;2;0;understat;8;0.9352;2.0048;1.2792;0.9186;1.0684;1.4754;0.9352;2.0048;8;0.7878;1.9045;0.8482;1.9978;0.7564;1.7563;0.7878;1.9045;1.4199;1.3963;2.8162
Italy_SerieA;2022;2022-10-09;Roma;Lecce;3.61927;0.326132;2;1;3;1;understat;8;2.3187;0.6936;2.7184;0.6863;2.3377;0.7803;2.3187;0.6936;8;0.9334;1.1825;1.2412;0.9077;1.0394;1.1501;0.9334;1.1825;1.7506;0.8135;2.5641
Italy_SerieA;2022;2022-10-09;Salernitana;Verona;0.975817;0.947745;2;1;3;1;understat;8;1.3126;1.9242;1.2415;2.1226;1.3458;1.8627;1.3126;1.9242;8;1.0248;1.6509;0.4325;2.2846;0.8460;1.6862;1.0248;1.6509;1.4817;1.4745;2.9562
Italy_SerieA;2022;2022-10-09;Torino;Empoli;2.73808;0.14731;1;1;2;0;understat;8;1.2849;1.1352;0.6696;1.0671;0.6864;1.3045;1.2849;1.1352;8;0.9643;1.6369;1.2760;2.7420;1.1183;2.1247;0.9643;1.6369;1.4609;1.0498;2.5106
Italy_SerieA;2022;2022-10-09;Udinese;Atalanta;1.11402;1.97537;2;2;4;1;understat;8;1.4971;1.0129;1.8951;0.5421;1.5693;0.5864;1.4971;1.0129;8;1.3643;1.0506;0.8087;1.5130;1.4491;1.1762;1.3643;1.0506;1.2738;1.1886;2.4624
Italy_SerieA;2022;2022-10-10;Fiorentina;Lazio;2.60463;2.19633;0;4;4;1;understat;8;1.2643;1.2086;1.5494;1.1684;1.3849;1.0920;1.2643;1.2086;8;1.6035;1.1539;2.8326;0.7497;2.0816;1.0020;1.6035;1.1539;1.2091;1.4061;2.6152
Italy_SerieA;2022;2022-10-15;Atalanta;Sassuolo;2.59044;0.538078;2;1;3;1;understat;9;1.4322;1.0576;1.2550;1.6776;1.2703;1.3193;1.4322;1.0576;9;1.3827;1.3027;1.6007;1.3530;1.3720;1.3377;1.3827;1.3027;1.3674;1.2202;2.5876
Italy_SerieA;2022;2022-10-15;Empoli;Monza;2.16532;0.834003;1;0;1;0;understat;9;0.8736;1.7592;0.9412;2.3757;0.9920;2.5544;0.8736;1.7592;9;0.9161;1.8415;1.5061;0.6071;1.1088;1.0481;0.9161;1.8415;1.3575;1.3377;2.6952
Italy_SerieA;2022;2022-10-15;Torino;Juventus;0.517644;2.34335;0;1;1;0;understat;9;1.4464;1.0254;1.3840;0.6041;1.1543;0.7600;1.4464;1.0254;9;1.4170;1.3372;1.4634;1.7205;1.4609;1.8137;1.4170;1.3372;1.3918;1.2212;2.6130
Italy_SerieA;2022;2022-10-16;Inter;Salernitana;1.81451;0.250149;2;0;2;0;understat;9;1.9741;0.9965;1.5240;1.1451;1.6370;1.1335;1.9741;0.9965;9;1.2752;1.8157;0.8753;1.8254;1.3017;1.6600;1.2752;1.8157;1.8949;1.1358;3.0307
