MatchDate;V25AltaOK;V25AltaKO;V25AltaTotal;V25AltaPrecision;V251AltaOK;V251AltaKO;V251AltaTotal;V251AltaPrecision;AltaKOAvoided;AltaOKLost;ProtectiveBalance
2026-07-25;48;23;71;67.61;48;22;70;68.57;1;0;1
