MatchDate;LeagueId;Home;Away;Over25;ScoreV25;ScoreV251;ScoreDelta;BandV25;BandV251;StrongDefenseAdjustment;RecentFormAdjustment;RestartAdjustment;TotalAdjustment;ReasonV251
2026-09-06;Russia_PremierLeague;Din. Mosca;Sp. Mosca;OK;68.01;67.01;-1.0;MEDIA;MEDIA;-1.0;0.0;0.0;-1.0;"PRO: attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=68.01;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.83 GA/gara)"
2026-09-06;Serbia_SuperLiga;Stella Rossa;Partizan;OK;76.05;74.05;-2.0;ALTA;MEDIA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=76.05;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.20 GA/gara)"
2026-09-06;Serbia_SuperLiga;Vojvodina;Zemun;OK;57.6;56.6;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | difesa trasferta vulnerabile | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=57.60;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.86 GA/gara)"
2026-09-06;Slovakia_NikeLiga;Ruzomberok;Trnava;KO;70.32;69.32;-1.0;MEDIA;MEDIA;-1.0;0.0;0.0;-1.0;"PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | profilo over interno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=70.32;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.83 GA/gara)"
2026-09-06;Slovenia_PrvaLiga;Celje;Koper;KO;32.17;30.17;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || CONTRO V25: v25: sfida equilibrata di alta classifica (gap punti 1.0, gap PPG 0.12) con difesa trasferta sotto 1 gol subito a partita | v25 extra: difesa stagionale molto solida (0.62 GA per partita) || V251_DIAGNOSTICS[BaseScore=32.17;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.62 GA/gara)"
2026-09-06;Slovenia_PrvaLiga;Maribor;Mura;KO;67.77;65.77;-2.0;MEDIA;MEDIA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo | difesa trasferta vulnerabile | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=67.77;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.71 GA/gara)"
2026-09-06;SouthKorea_KLeague1;Anyang;Gangwon;OK;58.02;57.02;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: difesa casa vulnerabile | trend over recente casa | trend over recente trasferta || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=58.02;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.96 GA/gara)"
2026-09-06;Sweden_Allsvenskan;Orgryte;Hammarby;KO;68.95;67.95;-1.0;MEDIA;MEDIA;-1.0;0.0;0.0;-1.0;"PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta || CONTRO: attacco casa non dominante | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=68.95;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.95 GA/gara)"
2026-09-06;Sweden_Division2_NorraSvealand;Sunnersta AIF;Enskede;KO;67.55;66.55;-1.0;MEDIA;MEDIA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta || CONTRO: profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=67.55;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.86 GA/gara)"
2026-09-06;Sweden_Division2_SodraGotaland;IFK Trelleborg;Linero IF;OK;71.58;70.58;-1.0;MEDIA;MEDIA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole || V251_DIAGNOSTICS[BaseScore=71.58;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.84 GA/gara)"
2026-09-06;Switzerland_SuperLeague;Basilea;Lugano;OK;74.97;72.97;-2.0;MEDIA;MEDIA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante || V251_DIAGNOSTICS[BaseScore=74.97;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.60 GA/gara)"
2026-09-06;Turkey_1Lig;Batman Petrolspor;Karagumruk;OK;55.51;54.51;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | trend over recente casa | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole || V251_DIAGNOSTICS[BaseScore=55.51;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.80 GA/gara)"
2026-09-06;Turkey_1Lig;Muglaspor;Vanspor FK;OK;36.52;34.52;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: difesa trasferta vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=36.52;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.40 GA/gara)"
2026-09-06;USA_MLS;Real Salt Lake;Los Angeles FC;OK;59.96;58.96;-1.0;BASSA;BASSA;0.0;-1.0;0.0;-1.0;"PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=59.96;StrongDefense=0.00;RecentForm=-1.00;Restart=0.00;Total=-1.00] || CONTRO V251: entrambe con PPG ultime5 basso (0.40+0.60)"
2026-09-06;USA_MLS;Vancouver Whitecaps;St. Louis City;OK;60.88;59.88;-1.0;MEDIA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta || CONTRO: trend over casa non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=60.88;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.86 GA/gara)"
2026-09-06;USA_USLChampionship;Detroit;Hartford Athletic;KO;41.82;40.82;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: nessun indicatore over forte || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=41.82;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.81 GA/gara)"
2026-09-06;USA_USLChampionship;Orange County SC;Sacramento Republic;KO;52.74;51.74;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | trend over recente casa || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=52.74;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.90 GA/gara)"
2026-09-06;USA_USLChampionship;San Antonio;FC Tulsa;KO;47.35;46.35;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: nessun indicatore over forte || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=47.35;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.90 GA/gara)"
2026-09-06;USA_USLChampionship;Tampa Bay;Brooklyn;KO;67.35;66.35;-1.0;MEDIA;MEDIA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=67.35;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.91 GA/gara)"
2026-09-07;Belarus_VysshayaLiga;Isloch;Arsenal Dzerzhinsk;KO;60.01;58.01;-2.0;MEDIA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente trasferta || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=60.01;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.74 GA/gara)"
2026-09-07;Bulgaria_ParvaLiga;Dunav Ruse;Slavia Sofia;KO;53.22;52.22;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: difesa casa vulnerabile | trend over recente casa | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole || V251_DIAGNOSTICS[BaseScore=53.22;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.86 GA/gara)"
2026-09-07;Bulgaria_VtoraLiga;Fratria;Chernomorets 1919;OK;34.83;32.83;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=34.83;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.60 GA/gara)"
2026-09-07;Bulgaria_VtoraLiga;Pirin Blagoevgrad;Ludogorets 2;OK;40.95;39.95;-1.0;BASSA;BASSA;0.0;-1.0;0.0;-1.0;"PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=40.95;StrongDefense=0.00;RecentForm=-1.00;Restart=0.00;Total=-1.00] || CONTRO V251: entrambe con PPG ultime5 basso (0.00+0.40)"
2026-09-07;Bulgaria_VtoraLiga;Svoge;Lok. Gorna;KO;33.71;32.71;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: nessun indicatore over forte || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=33.71;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.80 GA/gara)"
2026-09-07;Denmark_Superliga;Midtjylland;Nordsjaelland;OK;42.2;40.2;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo | attacco trasferta positivo || CONTRO: trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || CONTRO V25: v25: sfida equilibrata di alta classifica (gap punti 1.0, gap PPG 0.17) con difesa casa sotto 1 gol subito a partita || V251_DIAGNOSTICS[BaseScore=42.20;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.67 GA/gara)"
2026-09-07;Latvia_Virsliga;RFS;FK Liepaja;KO;67.78;66.78;-1.0;MEDIA;MEDIA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=67.78;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.80 GA/gara)"
2026-09-07;Poland_Ekstraklasa;Pogon Szczecin;Plock;KO;60.11;59.11;-1.0;MEDIA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=60.11;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.80 GA/gara)"
2026-09-07;Poland_Ekstraklasa;Wieczysta Krakow;Zaglebie;KO;66.42;65.42;-1.0;MEDIA;MEDIA;-1.0;0.0;0.0;-1.0;"PRO: attacco casa positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole || V251_DIAGNOSTICS[BaseScore=66.42;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.80 GA/gara)"
2026-09-07;Romania_Superliga;FC Voluntari;FC Arges;KO;45.4;43.4;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=45.40;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.71 GA/gara)"
2026-09-07;Serbia_SuperLiga;OFK Belgrado;IMT Novi Beograd;KO;51.45;49.45;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: difesa casa vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=51.45;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.57 GA/gara)"
2026-09-07;SriLanka_SuperLeague;New Young's SC;Sea Hawks;KO;54.81;52.81;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=54.81;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.57 GA/gara)"
2026-09-07;Turkey_1Lig;Erokspor;Kayserispor;OK;25.9;23.9;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: nessun indicatore over forte || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=25.90;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.60 GA/gara)"
2026-09-07;Turkey_1Lig;Istanbulspor;Igdir FK;OK;51.09;50.09;-1.0;BASSA;BASSA;-1.0;0.0;0.0;-1.0;"PRO: difesa casa vulnerabile | trend over recente casa || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=51.09;StrongDefense=-1.00;RecentForm=0.00;Restart=0.00;Total=-1.00] || CONTRO V251: difesa solida (0.80 GA/gara)"
2026-09-07;Turkey_1Lig;Manisa FK;Bursaspor;OK;70.06;68.06;-2.0;MEDIA;MEDIA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole || V251_DIAGNOSTICS[BaseScore=70.06;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.60 GA/gara)"
2026-09-07;Turkey_1Lig;Mardin 1969;Bodrumspor;KO;35.96;33.96;-2.0;BASSA;BASSA;-2.0;0.0;0.0;-2.0;"PRO: attacco casa positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || V251_DIAGNOSTICS[BaseScore=35.96;StrongDefense=-2.00;RecentForm=0.00;Restart=0.00;Total=-2.00] || CONTRO V251: difesa molto solida (0.60 GA/gara)"
