LeagueId;MatchDate;Home;Away
Australia_NPLACT;2026-07-29;Brindabella;Queanbeyan City
Bhutan_PremierLeague;2026-07-29;Thimphu City;Tensung
Finland_Ykkosliiga;2026-07-29;Mikkeli;KaPa
Iceland_Division_1;2026-07-29;Fylkir;Volsungur
Iceland_Division_1;2026-07-29;Grindavik;Leiknir
Iceland_Division_1;2026-07-29;Throttur;Afturelding
Iceland_Division_2;2026-07-29;Magni;KFA
Iceland_Division_2;2026-07-29;Selfoss;Dalvik/Reynir
Iceland_Division_2;2026-07-29;Haukar;KFG Gardabaer
Iceland_Division_2;2026-07-29;Kari;Kormakur/Hvot
Iceland_Division_2;2026-07-29;Olafsvik;Fjolnir
Iceland_Division_2;2026-07-29;Throttur Vogar;Hviti
Somalia_NationalLeague;2026-07-29;Jeenyo;Jazeera
Somalia_NationalLeague;2026-07-29;Jubba;Gantaalaha Afgooye
Finland_Kolmonen_Southern_Group2;2026-07-29;TiPS;Valtti
Finland_Kolmonen_Eastern_Group3;2026-07-29;Edustus IPS;KJP
Finland_Kolmonen_Eastern_Group1;2026-07-29;SAPA;FC Jyvaskyla Blackbird
Finland_Kolmonen_Western_Group3;2026-07-29;KPV/Akatemia;Virkia
Finland_Kolmonen_Eastern_Group3;2026-07-29;LAUTP;Mikkelin Palloilijat II
