LeagueId;MatchDate;Home;Away
Bhutan_PremierLeague;2026-08-04;RTC;Thimphu FC
Bolivia_DivisionProfesional;2026-08-04;Academia del Balompie;Real Oruro
Finland_Kakkonen_GroupB;2026-08-04;Ilves 2;MuSa
Germany_RegionalligaNordost;2026-08-04;Babelsberg;Altglienicke
Germany_RegionalligaNordost;2026-08-04;Chemnitzer;Zwickau
Germany_RegionalligaNordost;2026-08-04;Hertha II;Greifswald
Germany_RegionalligaNordost;2026-08-04;Jena;RSV Eintracht
Germany_RegionalligaNordost;2026-08-04;Magdeburg II;Luckenwalde
Iceland_BestaDeildKarla;2026-08-04;Thor Akureyri;Breidablik
Finland_Kolmonen_Western_Group3;2026-08-04;VPV;KPV/Akatemia
