LeagueId;MatchDate;Home;Away
Australia_SAStateLeague;2026-07-16;Fulham Utd.;Cumberland Utd.
Bhutan_PremierLeague;2026-07-16;Thimphu FC;Paro
Bolivia_DivisionProfesional;2026-07-16;Real Potosi;SA Bulo Bulo
Bolivia_DivisionProfesional;2026-07-16;The Strongest;Oriente Petrolero
Bolivia_DivisionProfesional;2026-07-16;Academia del Balompie;Independiente
Estonia_Esiliiga;2026-07-16;Viimsi JK;Elva
Finland_Kakkonen_GroupA;2026-07-16;HIFK;PPJ
Iceland_Division_1;2026-07-16;Afturelding;Leiknir
Kazakhstan_FirstLeague;2026-07-16;FC Batyr;Shakhter K.
Kazakhstan_FirstLeague;2026-07-16;Arys;Turan
Kazakhstan_FirstLeague;2026-07-16;Taraz;Aktobe 2
Kazakhstan_FirstLeague;2026-07-16;Khan Tengri;Yelimay Semey 2
Norway_Eliteserien;2026-07-16;Vålerenga;Aalesund
Somalia_NationalLeague;2026-07-16;Jeenyo;Heegan
Somalia_NationalLeague;2026-07-16;Raadsan;Jubba
USA_USLChampionship;2026-07-16;Lexington;New Mexico
USA_USLChampionship;2026-07-16;Miami FC;Indy Eleven
USA_USLChampionship;2026-07-16;Sporting Jax;Pittsburgh
USA_MLSNextPro_EasternConference_NortheastDivision;2026-07-16;New England Revolution II;Columbus Crew 2
USA_USLLeagueOne;2026-07-16;One Knoxville;Fort Wayne
USA_USLLeagueOne;2026-07-16;Chattanooga Red Wolves;AV Alta
USA_USLLeagueOne;2026-07-16;Forward Madison;Richmond Kickers
USA_USLLeagueTwo_PlayOff;2026-07-16;Fort Lauderdale;Swarm FC
USA_USLLeagueTwo_PlayOff;2026-07-16;Minneapolis City;West Virginia
