LeagueId;Home;Away
Australia_NPLACT;Monaro Panthers;Queanbeyan City
Australia_NPLNorthernNSW;Charlestown Azzurri;Weston Bears
Australia_NPLQueensland;Gold Coast Knights;Queensland Lions
Australia_SAStateLeague;Cove FC;Modbury
Bhutan_PremierLeague;Drukpa;Thimphu FC
Finland_Kakkonen_GroupC;JBK;Narpes Kraft
Kyrgyzstan_PremierLiga;Asia Talas;Abdysh-Ata
Kyrgyzstan_PremierLiga;Kyrgyzaltyn;Talant
Kyrgyzstan_PremierLiga;Neftchi Kochkor-Ata;Aldier
USA_USLLeagueTwo_GreatForest;Lorain County Leviathan;Erie Sports Center
USA_USLLeagueTwo_Northeast;Black Rock;Seacoast Utd Phantoms
USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Dayton
USA_USLLeagueTwo_Heartland;Rochester FC;Minneapolis City
USA_USLLeagueTwo_LoneStar;Lonestar SC;Hill Country Lobos
USA_USLLeagueTwo_Southwest;Stars FC;Tucson
