LeagueId;MatchDate;Home;Away
Australia_NPLNSW;2026-07-24;Manly Utd;Sydney Olympic
Australia_NPLVictoria;2026-07-24;Green Gully;Dandenong City
Australia_NPLVictoria;2026-07-24;Heidelberg;George Cross
Australia_NPLVictoria;2026-07-24;St Albans;Hume City
Australia_NPLVictoria;2026-07-24;Oakleigh;South Melbourne
Australia_NPLVictoria;2026-07-24;Preston Lions;Bentleigh
Australia_SAStateLeague;2026-07-24;Adelaide Olympic;South Adelaide
Australia_SAStateLeague;2026-07-24;Eastern United;Salisbury Utd.
Australia_VictoriaPremierLeague;2026-07-24;Brunswick City;Western Utd. U21
Australia_VictoriaPremierLeague;2026-07-24;Eltham Redbacks;Melbourne Srbija
Australia_VictoriaPremierLeague2;2026-07-24;Keilor Park;Bayside Argonauts
Australia_VictoriaPremierLeague2;2026-07-24;Nunawading City;Malvern
Australia_VictoriaPremierLeague2;2026-07-24;Eastern Lions;Box Hill
Australia_VictoriaPremierLeague2;2026-07-24;Essendon Royals SC;Kingston City
Australia_NPL_NSW_U20;2026-07-24;Manly Utd U20;Sydney Olympic U20
Bhutan_PremierLeague;2026-07-24;RTC;BFF Academy U19
Belarus_PershayaLiga;2026-07-24;SKA-1938;Din. Minsk 2
Belarus_PershayaLiga;2026-07-24;Osipovichi;BATE 2
Bulgaria_ParvaLiga;2026-07-24;Arda;Slavia Sofia
Denmark_Superliga;2026-07-24;Viborg;Odense
Finland_Veikkausliiga;2026-07-24;Jaro;SJK
Finland_Ykkonen;2026-07-24;Jazz Pori;TPV
Finland_Ykkonen;2026-07-24;Tampere Utd;Inter Turku 2
Finland_Kakkonen_GroupA;2026-07-24;PEPO;PuiU
Finland_Kakkonen_GroupA;2026-07-24;PPJ;Union Plaani
Finland_Kakkonen_GroupB;2026-07-24;HJS;EBK
Finland_Kakkonen_GroupB;2026-07-24;NJS;Abo
Finland_Kakkonen_GroupB;2026-07-24;P-Iirot Rauma;Ilves 2
Germany_Regionalliga_Nordost;2026-07-24;Erfurt;BFC Dynamo
Germany_Regionalliga_Nordost;2026-07-24;Luckenwalde;Lokomotive Leipzig
Germany_Regionalliga_Bayern;2026-07-24;Eichstatt;Illertissen
Germany_Regionalliga_Bayern;2026-07-24;Schwaben Augsburg;Buchbach
Germany_Regionalliga_Bayern;2026-07-24;Landsberg;Memmingen
Germany_Regionalliga_Bayern;2026-07-24;Vilzing;Norinberga II
Germany_Regionalliga_Bayern;2026-07-24;Ansbach;Burghausen
Germany_Regionalliga_Bayern;2026-07-24;Bayern II;Eltersdorf
Germany_Regionalliga_Bayern;2026-07-24;Bayreuth;Augsburg II
Germany_Oberliga_Hamburg;2026-07-24;HT 16;Paloma
Germany_Oberliga_Bayern_Nord;2026-07-24;Gebenbach;Ingolstadt II
Germany_Oberliga_Bayern_Nord;2026-07-24;Kornburg;Ammerthal
Germany_Oberliga_Bayern_Nord;2026-07-24;Weiden;Cham
Germany_Oberliga_Bayern_Sud;2026-07-24;Hankofen-Hailing;Ismaning
Germany_Oberliga_Bayern_Sud;2026-07-24;Landshut;Erlbach
Germany_Oberliga_Bayern_Sud;2026-07-24;Heimstetten;FC Schwaig
Germany_Oberliga_Bayern_Sud;2026-07-24;TSV 1880 Wasserburg;Gundelfingen
Iceland_BestaDeildKarla;2026-07-24;Vikingur Reykjavik;Keflavik
Iceland_Division_1;2026-07-24;Volsungur;Grindavik
Iceland_Division_1;2026-07-24;Njardvik;Kopavogur
Iceland_Division_2;2026-07-24;Fjolnir;Haukar
Iceland_Division_2;2026-07-24;Hviti;Kari
Kazakhstan_FirstLeague;2026-07-24;Yelimay Semey 2;Taraz
Kazakhstan_FirstLeague;2026-07-24;Aktobe 2;Kairat Almaty 2
Kazakhstan_FirstLeague;2026-07-24;Shakhter K.;Arys
Kazakhstan_FirstLeague;2026-07-24;Turan;Tobol 2
