LeagueId;Home;Away
Australia_NPLACT;Canberra White Eagles;Tigers FC
Australia_NPLACT;Queanbeyan City;Tuggeranong Utd
Australia_NPLACT;Belconnen Utd.;Canberra Juventus
Australia_NPLACT;Monaro Panthers;Brindabella
Australia_NPLNSW;UNSW;Sydney FC U23
Australia_NPLNSW;WS Wanderers U21;Sydney Olympic
Australia_NPLNSW;Manly Utd;SD Raiders
Australia_NPLNSW;Sutherland;APIA Leichhardt
Australia_NPLQueensland;Gold Coast Knights;Moreton City Excelsior
Australia_NPLQueensland;Eastern Suburbs;Peninsula
Australia_NPLQueensland;Queensland Lions;Olympic FC
Australia_NPLSouthAustralia;Adelaide City;Para
Australia_NPLSouthAustralia;Adelaide United U23;Campbelltown City
Australia_NPLSouthAustralia;Sturt Lions;Playford Patriots
Australia_NPLSouthAustralia;FK Beograd;West Adelaide
Australia_NPLSouthAustralia;NE Metrostars;West Torrens
Australia_NPLTasmania;Devonport;Riverside Olympic
Australia_NPLTasmania;Ulverstone;Kingborough Lions
Australia_NPLTasmania;Glenorchy Knights;Clarence Zebras
Australia_NPLTasmania;Launceston;Launceston United
Australia_NPLVictoria;Hume City;Dandenong City
Australia_NPLVictoria;Avondale FC;Preston Lions
Australia_NPLVictoria;Altona Magic;Melbourne City U21
Australia_NPLVictoria;George Cross;Oakleigh
Australia_NPLWesternAustralia;Armadale;Olympic Kingsway
Australia_NPLWesternAustralia;Fremantle City;Bayswater City
Australia_NPLWesternAustralia;Perth Glory U23;Balcatta
Australia_NPLWesternAustralia;Stirling Macedonia;Perth RedStar
Australia_NPLWesternAustralia;Western Knights;Sorrento
Australia_NPLWesternAustralia;Dianella White Eagle;Perth Azzurri
Australia_NorthernNSWStateLeague;South Cardiff;New Lambton
Australia_NSWLeagueOne;Blacktown Spartans;Newcastle Jets U23
Australia_NSWLeagueOne;Macarthur Rams;Inter Lions
Australia_NSWLeagueOne;Bankstown City Lions;Dulwich Hill
Australia_NSWLeagueOne;Hills United;Northern Tigers
Australia_NSWLeagueOne;Bulls Academy;Western City Rangers
Australia_QueenslandPremierLeague;Robina City;Broadbeach Utd.
Australia_QueenslandPremierLeague;Brisbane Strikers;Logan Lightning
Australia_QueenslandPremierLeague;North Star;Redlands
Australia_QueenslandPremierLeague;Capalaba;St. George Willawong
Australia_SAStateLeague;Adelaide Cobras;Fulham Utd.
Australia_SAStateLeague;Blue Eagles;South Adelaide
Australia_SAStateLeague;Cove FC;Adelaide Atletico
Australia_SAStateLeague;Cumberland Utd.;Adelaide Croatia Raiders
Australia_TasmaniaNorthernChampionship;Launceston U21;Somerset
