LeagueId;MatchDate;Home;Away
Australia_NPLNorthernNSW;2026-07-12;Valentine;Kahibah
Australia_NPLNorthernNSW;2026-07-12;Broadmeadow;Newcastle Olympic
Australia_NPLNSW;2026-07-12;Sydney Utd;Rockdale Ilinden
Australia_NPLNSW;2026-07-12;Marconi;WS Wanderers U21
Australia_NPLQueensland;2026-07-12;Gold Coast;Olympic FC
Australia_NPLQueensland;2026-07-12;Gold Coast Knights;Brisbane City
Australia_NPLQueensland;2026-07-12;Queensland Lions;Eastern Suburbs
Australia_NPLVictoria;2026-07-12;St Albans;George Cross
Australia_NorthernNSWStateLeague;2026-07-12;Toronto Awaba Stags;Wallsend Red Devils
Australia_NorthernNSWStateLeague;2026-07-12;West Wallsend;New Lambton
Australia_NSWLeagueOne;2026-07-12;Central Coast Mariners U23;Blacktown Spartans
Australia_QueenslandPremierLeague;2026-07-12;Sunshine Coast Wanderers;Brisbane Strikers
Australia_NPL_NSW_U20;2026-07-12;Sydney Utd U20;Rockdale Ilinden U20
Australia_NPL_NSW_U20;2026-07-12;Marconi S. U20;WS Wanderers U20
Australia_NPLQueenslandU23;2026-07-12;QLD State Team U17;Rochedale U23
Australia_NPLQueenslandU23;2026-07-12;Gold Coast Blaze U23;Olympic FC U23
Australia_NPLQueenslandU23;2026-07-12;Gold Coast Knights U23;Brisbane City U23
Australia_NPLQueenslandU23;2026-07-12;Queensland Lions U23;Eastern Suburbs U23
Belarus_VysshayaLiga;2026-07-12;Arsenal Dzerzhinsk;Vitebsk
Belarus_PershayaLiga;2026-07-12;Gomel 2;BumProm Gomel
Belarus_PershayaLiga;2026-07-12;Volna Pinsk;Soligorsk
Bolivia_DivisionProfesional;2026-07-12;Real Potosi;Nacional Potosi
Bolivia_DivisionProfesional;2026-07-12;The Strongest;Bolivar
Estonia_Esiliiga;2026-07-12;Nomme Utd U21;Flora U21
Estonia_EsiliigaB;2026-07-12;Tartu Kalev;Legion
Estonia_EsiliigaB;2026-07-12;Johvi Phoenix;Parnu JK Vaprus U21
Estonia_EsiliigaB;2026-07-12;Tammeka U21;Narva U21
Estonia_EsiliigaB;2026-07-12;Levadia U19;Tallinna Kalev U21
Finland_Kakkonen_GroupA;2026-07-12;Lahden Reipas;HIFK
Finland_Kakkonen_GroupC;2026-07-12;SJK Akatemia 2;TP-47
Finland_Kakkonen_GroupC;2026-07-12;Vaajakoski;Jaro 2
Finland_Kakkonen_GroupC;2026-07-12;Narpes Kraft;VPS 2
Iceland_BestaDeildKarla;2026-07-12;Akureyri;Akranes
Iceland_BestaDeildKarla;2026-07-12;Fram;Thor Akureyri
Iceland_BestaDeildKarla;2026-07-12;KR Reykjavik;Vestmannaeyjar
Iceland_BestaDeildKarla;2026-07-12;Hafnarfjordur;Valur
Iceland_Division_2;2026-07-12;Kari;KFA
Iceland_Division_2;2026-07-12;Dalvik/Reynir;Fjolnir
Iceland_Division_2;2026-07-12;Kormakur/Hvot;Olafsvik
Iceland_Division_2;2026-07-12;Magni;Haukar
Iceland_Division_2;2026-07-12;Throttur Vogar;KFG Gardabaer
Kazakhstan_PremierLeague;2026-07-12;Ulytau;Kaisar
Kazakhstan_PremierLeague;2026-07-12;Atyrau;Yelimay Semey
Kazakhstan_PremierLeague;2026-07-12;FC Astana;Aktobe
Kazakhstan_PremierLeague;2026-07-12;Tobol;Okzhetpes
Lithuania_Toplyga;2026-07-12;Transinvest;Banga
Norway_Eliteserien;2026-07-12;KFUM Oslo;Bodo/Glimt
Norway_Eliteserien;2026-07-12;Brann;Start
Norway_Eliteserien;2026-07-12;Rosenborg;Kristiansund
Norway_Eliteserien;2026-07-12;Sandefjord;HamKam
Norway_Eliteserien;2026-07-12;Sarpsborg 08;Viking
Somalia_NationalLeague;2026-07-12;Jubba;Dekedaha
Somalia_NationalLeague;2026-07-12;Raadsan;Heegan
Sweden_Allsvenskan;2026-07-12;Hammarby;Kalmar
Sweden_Allsvenskan;2026-07-12;Malmo FF;Göteborg
Sweden_Allsvenskan;2026-07-12;Västerås SK;Degerfors
Sweden_Allsvenskan;2026-07-12;Brommapojkarna;Sirius
Sweden_Allsvenskan;2026-07-12;GAIS;Elfsborg
USA_MLSNextPro_EasternConference_SoutheastDivision;2026-07-12;Atlanta United 2;Inter Miami II
USA_MLSNextPro_EasternConference_SoutheastDivision;2026-07-12;Crown Legacy;New York City II
USA_MLSNextPro_WesternConference_CentralDivision;2026-07-12;Houston Dynamo 2;St. Louis City 2
USA_MLSNextPro_WesternConference_CentralDivision;2026-07-12;Colorado Rapids 2;North Texas
USA_MLSNextPro_WesternConference_PacificDivision;2026-07-12;Los Angeles FC 2;Portland Timbers 2
USA_MLSNextPro_WesternConference_PacificDivision;2026-07-12;Real Monarchs;Vancouver 2
USA_MLSNextPro_EasternConference_NortheastDivision;2026-07-12;Philadelphia II;Huntsville
USA_MLSNextPro_EasternConference_NortheastDivision;2026-07-12;Chicago Fire II;New York Red Bulls II
USA_MLSNextPro_EasternConference_SoutheastDivision;2026-07-12;Carolina Core;Chattanooga
USA_USLLeagueTwo_GreatLakes;2026-07-12;Ann Arbor;Kalamazoo FC
USA_USLLeagueTwo_Chesapeake;2026-07-12;Annapolis Blues;Bethesda SC
USA_USLLeagueTwo_Northeast;2026-07-12;Black Rock;Boston City
USA_USLLeagueTwo_SouthAtlantic;2026-07-12;Charlotte Independ. 2;North Carolina FC U23
USA_USLLeagueTwo_GreatLakes;2026-07-12;Flint City;Union FC Macomb
USA_USLLeagueTwo_SouthAtlantic;2026-07-12;Hickory;Asheville City
USA_USLLeagueTwo_Chesapeake;2026-07-12;Hill City;Virginia Marauders
USA_USLLeagueTwo_Metropolitan;2026-07-12;Hudson Valley;Cedar
USA_USLLeagueTwo_Chesapeake;2026-07-12;Lionsbridge;Charlottesville Blues
USA_USLLeagueTwo_GreatForest;2026-07-12;Lorain County Leviathan;Steel City
USA_USLLeagueTwo_Chesapeake;2026-07-12;Loudoun 2;Northern Virginia
USA_USLLeagueTwo_Southeast;2026-07-12;Nona;Inter Gainesville
USA_USLLeagueTwo_MidAtlantic;2026-07-12;Ocean City;Eagle FC
USA_USLLeagueTwo_MidAtlantic;2026-07-12;PA Classics;West Chester Utd
USA_USLLeagueTwo_Chesapeake;2026-07-12;Patuxent;Virginia Beach
USA_USLLeagueTwo_MidAtlantic;2026-07-12;Reading;LVU Rush
USA_USLLeagueTwo_SouthAtlantic;2026-07-12;Salem City;Wake FC
USA_USLLeagueTwo_Heartland;2026-07-12;St. Croix;Rockford Raptors
USA_USLLeagueTwo_SouthAtlantic;2026-07-12;Tobacco Road;Port City
USA_USLLeagueTwo_Metropolitan;2026-07-12;Ironbound SC;Manhattan
USA_USLLeagueTwo_SouthCentral;2026-07-12;Columbus United;East Atlanta
USA_USLLeagueTwo_LoneStar;2026-07-12;AHFC Royals;Houston FC
USA_USLLeagueTwo_Mountain;2026-07-12;Atletico Union;Flatirons
USA_USLLeagueTwo_SouthCentral;2026-07-12;Dothan United;Apotheos
USA_USLLeagueTwo_LoneStar;2026-07-12;Houston Sur;San Antonio FC 2
