LeagueId;Home;Away
Finland_Ykkosliiga_2026;KaPa;JaPS
Finland_Ykkonen_2026;KPV;Keski-Uusimaa
Finland_Ykkonen_2026;OLS Oulu;KuPS Akatemia
Iceland_BestaDeildKarla_2026;Hafnarfjordur;Vestmannaeyjar
Iceland_BestaDeildKarla_2026;Keflavik;KR Reykjavik
Iceland_BestaDeildKarla_2026;Stjarnan;Akureyri
Iceland_BestaDeildKarla_2026;Thor Akureyri;Valur
Norway_2ndDivision_Group1_2026;Sotra;Jerv
Norway_2ndDivision_Group2_2026;Skeid;Trygg/Lade
Norway_2ndDivision_Group2_2026;Follo;Levanger
Norway_2ndDivision_Group2_2026;Stjordals Blink;Junkeren
Norway_3rdDivision_Group1_2026;K. Oslo 2;Heming
Norway_3rdDivision_Group3_2026;Varegg;V. Haugesund
Norway_3rdDivision_Group4_2026;Brodd;Haugesund 2
Norway_3rdDivision_Group4_2026;Vindbjart;Stabaek 2
Norway_3rdDivision_Group4_2026;Varhaug;Odd 2
Norway_3rdDivision_Group5_2026;Lillestrom 2;Tromsø 2
Norway_3rdDivision_Group6_2026;Rade;Lyn 2
Sweden_Superettan_2026;Landskrona;Värnamo
Sweden_Superettan_2026;Norrkoping;Norrby
Sweden_Superettan_2026;Sandviken;Helsingborg
Sweden_Division1_Norra_2026;Umeå;Jarfalla
Sweden_Division2_SodraGotaland_2026;Linero IF;IFK Karlshamn
Sweden_Division2_SodraSvealand_2026;Orebro Syr.;Syrianska
Sweden_Division2_SodraSvealand_2026;Ragsved;Forward
Sweden_Division2_SodraSvealand_2026;Karlslund;Fittja
USA_USLLeagueTwo_GreatForest_2026;Erie Sports Center;Pittsburgh Riverhounds 2
USA_USLLeagueTwo_MidAtlantic_2026;Philadelphia Lone Star;Ocean City
USA_USLLeagueTwo_Northeast_2026;Seacoast Utd Phantoms;Black Rock
USA_USLLeagueTwo_NorCal_2026;Glens SC;San Francisco City
