MatchId;PredictionDate;MatchDate;LeagueId;Round;Home;Away;Score;Band;Outcome;HG;AG;Goals;AlgorithmVersion;ResolvedResultFile;ResolvedMatchDate;HomeRecentMatches;HomeRecentPoints;HomeRecentPPG5;HomeRecentWins5;HomeRecentDraws5;HomeRecentLosses5;HomeRecentGF5;HomeRecentGA5;HomeRecentOver25Rate5;AwayRecentMatches;AwayRecentPoints;AwayRecentPPG5;AwayRecentWins5;AwayRecentDraws5;AwayRecentLosses5;AwayRecentGF5;AwayRecentGA5;AwayRecentOver25Rate5;WorstRecentPPG5;AverageRecentPPG5;BothBelow080;BothWinless5;RecentFormBucket;ProposedPenalty;SimulatedScore;SimulatedBand;WouldLeaveAlta
80;2026-07-09;;USA_USLLeagueTwo_Heartland;24;Rochester FC;St. Croix;79.8;ALTA;OK;1;3;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Heartland.csv;2026-07-09;5;3;0.6000;1;0;4;2;14;0.8000;5;9;1.8000;3;0;2;15;8;1.0000;0.6000;1.2000;0;0;0.40-0.79;2;77.80;ALTA;0
81;2026-07-09;;USA_USLLeagueTwo_LoneStar;26;Houston FC;Houston Sur;86.27;ALTA;OK;3;0;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_LoneStar.csv;2026-07-09;5;7;1.4000;2;1;2;10;10;1.0000;5;0;0.0000;0;0;5;3;21;0.8000;0.0000;0.7000;0;0;<0.40;3;83.27;ALTA;0
82;2026-07-09;;USA_USLLeagueTwo_LoneStar;26;Laredo Heat;GFI Woodlands;72.28;MEDIA;OK;3;0;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_LoneStar.csv;2026-07-09;5;15;3.0000;5;0;0;15;2;0.8000;5;10;2.0000;3;1;1;13;7;0.8000;2.0000;2.5000;0;0;>=1.20;0;72.28;MEDIA;0
83;2026-07-09;;USA_USLLeagueTwo_LoneStar;26;San Antonio FC 2;Twin City Toucans;76.05;ALTA;KO;0;0;0;2.5.0;data\storico\risultati\USA_USLLeagueTwo_LoneStar.csv;2026-07-09;5;5;1.0000;1;2;2;8;11;0.8000;5;1;0.2000;0;1;4;4;11;0.8000;0.2000;0.6000;0;0;<0.40;3;73.05;MEDIA;1
84;2026-07-09;;USA_USLLeagueTwo_Metropolitan;26;Cedar;Ironbound SC;66.13;MEDIA;OK;2;2;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Metropolitan.csv;2026-07-09;5;10;2.0000;3;1;1;6;2;0.0000;5;13;2.6000;4;1;0;10;4;0.6000;2.0000;2.3000;0;0;>=1.20;0;66.13;MEDIA;0
85;2026-07-09;;USA_USLLeagueTwo_Metropolitan;26;Manhattan;New Jersey Copa;87.03;ALTA;OK;6;0;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Metropolitan.csv;2026-07-09;5;5;1.0000;1;2;2;9;14;0.8000;5;3;0.6000;1;0;4;5;11;0.8000;0.6000;0.8000;0;0;0.40-0.79;2;85.03;ALTA;0
86;2026-07-09;;USA_USLLeagueTwo_Metropolitan;26;Morris Elite;Westchester Flames;64.81;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Metropolitan.csv;2026-07-09;5;3;0.6000;1;0;4;6;19;0.6000;5;4;0.8000;1;1;3;8;11;0.8000;0.6000;0.7000;0;0;0.40-0.79;2;62.81;MEDIA;0
87;2026-07-09;;USA_USLLeagueTwo_MidAtlantic;29;Ocean City;LVU Rush;80.66;ALTA;OK;2;2;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidAtlantic.csv;2026-07-09;5;15;3.0000;5;0;0;14;1;0.8000;5;12;2.4000;4;0;1;13;9;1.0000;2.4000;2.7000;0;0;>=1.20;0;80.66;ALTA;0
88;2026-07-09;;USA_USLLeagueTwo_MidAtlantic;29;RC New Jersey;West Chester Utd;69.25;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidAtlantic.csv;2026-07-09;5;2;0.4000;0;2;3;6;14;0.8000;5;4;0.8000;1;1;3;6;9;0.6000;0.4000;0.6000;0;0;0.40-0.79;2;67.25;MEDIA;0
89;2026-07-09;;USA_USLLeagueTwo_MidAtlantic;29;Reading;Philadelphia Lone Star;75.42;ALTA;KO;0;0;0;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidAtlantic.csv;2026-07-09;5;10;2.0000;3;1;1;14;9;0.8000;5;0;0.0000;0;0;5;2;19;1.0000;0.0000;1.0000;0;0;<0.40;3;72.42;MEDIA;1
90;2026-07-09;;USA_USLLeagueTwo_MidSouth;19;Jackson Boom;Hattiesburg;78.19;ALTA;OK;0;6;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidSouth.csv;2026-07-09;5;1;0.2000;0;1;4;2;14;0.6000;5;6;1.2000;2;0;3;9;11;1.0000;0.2000;0.7000;0;0;<0.40;3;75.19;ALTA;0
91;2026-07-09;;USA_USLLeagueTwo_MidSouth;19;Little Rock Rangers;Memphis FC;61.58;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidSouth.csv;2026-07-09;5;15;3.0000;5;0;0;9;2;0.4000;5;4;0.8000;1;1;3;8;12;0.8000;0.8000;1.9000;0;0;0.80-1.19;1;60.58;MEDIA;0
92;2026-07-09;;USA_USLLeagueTwo_MidSouth;19;Mississippi Brilla;Louisiana;86.98;ALTA;OK;3;4;7;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidSouth.csv;2026-07-09;5;10;2.0000;3;1;1;15;6;0.8000;5;6;1.2000;2;0;3;8;11;0.8000;1.2000;1.6000;0;0;>=1.20;0;86.98;ALTA;0
93;2026-07-09;;USA_USLLeagueTwo_NorCal;28;Academica SC;San Juan;85.29;ALTA;OK;2;4;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_NorCal.csv;2026-07-09;5;6;1.2000;2;0;3;13;16;1.0000;5;2;0.4000;0;2;3;7;17;1.0000;0.4000;0.8000;0;0;0.40-0.79;2;83.29;ALTA;0
94;2026-07-09;;USA_USLLeagueTwo_NorCal;28;Davis Legacy;San Francisco City;84.97;ALTA;OK;2;3;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_NorCal.csv;2026-07-09;5;4;0.8000;1;1;3;8;15;1.0000;5;12;2.4000;4;0;1;18;9;0.8000;0.8000;1.6000;0;0;0.80-1.19;1;83.97;ALTA;0
95;2026-07-09;;USA_USLLeagueTwo_NorCal;28;Project 51O;Marin;92.47;ALTA;OK;5;1;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_NorCal.csv;2026-07-09;5;12;2.4000;4;0;1;18;9;1.0000;5;2;0.4000;0;2;3;7;11;0.6000;0.4000;1.4000;0;0;0.40-0.79;2;90.47;ALTA;0
96;2026-07-09;;USA_USLLeagueTwo_Northeast;30;Black Rock;Boston Bolts;69.13;MEDIA;KO;0;0;0;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northeast.csv;2026-07-09;5;8;1.6000;2;2;1;10;9;0.8000;5;1;0.2000;0;1;4;3;9;0.4000;0.2000;0.9000;0;0;<0.40;3;66.13;MEDIA;0
97;2026-07-09;;USA_USLLeagueTwo_Northwest;34;Bigfoot;Ballard;75.84;ALTA;OK;0;4;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northwest.csv;2026-07-09;5;7;1.4000;2;1;2;9;9;0.8000;5;15;3.0000;5;0;0;21;5;1.0000;1.4000;2.2000;0;0;>=1.20;0;75.84;ALTA;0
98;2026-07-09;;USA_USLLeagueTwo_Ranger;21;West Texas;Lubbock Matadors;60.9;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Ranger.csv;2026-07-09;5;7;1.4000;2;1;2;16;11;1.0000;5;4;0.8000;1;1;3;4;6;0.4000;0.8000;1.1000;0;0;0.80-1.19;1;59.90;BASSA;0
99;2026-07-09;;USA_USLLeagueTwo_SouthAtlantic;37;North Carolina FC U23;Charlotte Eagles;67.81;MEDIA;OK;3;5;8;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-09;5;5;1.0000;1;2;2;4;5;0.4000;5;1;0.2000;0;1;4;2;8;0.4000;0.2000;0.6000;0;0;<0.40;3;64.81;MEDIA;0
100;2026-07-09;;USA_USLLeagueTwo_SouthAtlantic;37;Salem City;Tobacco Road;85.3;ALTA;OK;1;3;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-09;5;7;1.4000;2;1;2;8;9;0.8000;5;2;0.4000;0;2;3;3;13;0.6000;0.4000;0.9000;0;0;0.40-0.79;2;83.30;ALTA;0
101;2026-07-09;;USA_USLLeagueTwo_SouthAtlantic;37;SC United Bantams;Charlotte Independ. 2;71.18;MEDIA;OK;1;4;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-09;5;8;1.6000;2;2;1;7;7;0.6000;5;8;1.6000;2;2;1;7;2;0.4000;1.6000;1.6000;0;0;>=1.20;0;71.18;MEDIA;0
102;2026-07-09;;USA_USLLeagueTwo_SouthAtlantic;37;Wake FC;Port City;77.91;ALTA;OK;3;1;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-09;5;3;0.6000;1;0;4;6;13;1.0000;5;1;0.2000;0;1;4;4;10;0.8000;0.2000;0.4000;1;0;<0.40;4;73.91;MEDIA;1
103;2026-07-09;;USA_USLLeagueTwo_SouthCentral;21;Apotheos;Dothan United;61.14;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthCentral.csv;2026-07-09;5;3;0.6000;1;0;4;3;12;0.8000;5;10;2.0000;3;1;1;10;6;0.6000;0.6000;1.3000;0;0;0.40-0.79;2;59.14;BASSA;0
104;2026-07-09;;USA_USLLeagueTwo_SouthCentral;21;Montgomery United;Columbus United;64.37;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthCentral.csv;2026-07-09;5;7;1.4000;2;1;2;9;10;1.0000;5;6;1.2000;1;3;1;8;13;0.6000;1.2000;1.3000;0;0;>=1.20;0;64.37;MEDIA;0
105;2026-07-09;;USA_USLLeagueTwo_SouthCentral;21;Swarm FC;East Atlanta;84.44;ALTA;OK;5;4;9;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthCentral.csv;2026-07-09;5;13;2.6000;4;1;0;15;4;1.0000;5;6;1.2000;2;0;3;10;10;1.0000;1.2000;1.9000;0;0;>=1.20;0;84.44;ALTA;0
107;2026-07-09;;USA_USLLeagueTwo_SouthFlorida;19;Lakeland United;Miami City;72.26;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthFlorida.csv;2026-07-09;5;12;2.4000;4;0;1;13;7;0.6000;5;2;0.4000;0;2;3;4;11;0.4000;0.4000;1.4000;0;0;0.40-0.79;2;70.26;MEDIA;0
108;2026-07-09;;USA_USLLeagueTwo_Southeast;25;Brave SC;Inter Gainesville;70.86;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southeast.csv;2026-07-09;5;10;2.0000;3;1;1;10;5;0.6000;5;7;1.4000;2;1;2;9;9;0.8000;1.4000;1.7000;0;0;>=1.20;0;70.86;MEDIA;0
109;2026-07-09;;USA_USLLeagueTwo_Southwest;28;City SC;AMSG FC;84.66;ALTA;OK;4;0;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southwest.csv;2026-07-09;5;6;1.2000;2;0;3;12;15;1.0000;5;1;0.2000;0;1;4;4;21;0.8000;0.2000;0.7000;0;0;<0.40;3;81.66;ALTA;0
110;2026-07-09;;USA_USLLeagueTwo_Southwest;28;Ventura;Stars FC;61.83;MEDIA;KO;0;0;0;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southwest.csv;2026-07-09;5;13;2.6000;4;1;0;20;4;1.0000;5;5;1.0000;1;2;2;8;9;0.4000;1.0000;1.8000;0;0;0.80-1.19;1;60.83;MEDIA;0
111;2026-07-09;;USA_USLLeagueTwo_Valley;25;Toledo Villa;Northern Indiana;71.7;MEDIA;OK;1;3;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Valley.csv;2026-07-09;5;3;0.6000;1;0;4;8;11;0.8000;5;9;1.8000;3;0;2;8;8;0.6000;0.6000;1.2000;0;0;0.40-0.79;2;69.70;MEDIA;0
128;2026-07-10;;Belarus_PershayaLiga;16;FC Slonim;Niva Dolbizno;73.46;MEDIA;OK;2;2;4;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-11;5;4;0.8000;1;1;3;7;10;0.6000;5;13;2.6000;4;1;0;17;3;0.8000;0.8000;1.7000;0;0;0.80-1.19;1;72.46;MEDIA;0
129;2026-07-10;;Belarus_PershayaLiga;16;Ostrovets;SKA-1938;62.4;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-11;5;4;0.8000;0;4;1;4;7;0.2000;5;13;2.6000;4;1;0;17;8;0.8000;0.8000;1.7000;0;0;0.80-1.19;1;61.40;MEDIA;0
132;2026-07-10;;Estonia_Meistriliiga;20;Harju JK Laagri;Narva;64.48;MEDIA;OK;3;0;3;2.5.0;data\storico\risultati\Estonia_Meistriliiga.csv;2026-07-11;5;3;0.6000;1;0;4;7;9;0.8000;5;1;0.2000;0;1;4;2;9;0.6000;0.2000;0.4000;1;0;<0.40;4;60.48;MEDIA;0
133;2026-07-10;;Finland_Kakkonen_GroupB;13;Abo;Ilves 2;75.82;ALTA;KO;1;1;2;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupB.csv;2026-07-11;5;12;2.4000;4;0;1;14;5;0.6000;5;13;2.6000;4;1;0;18;8;0.8000;2.4000;2.5000;0;0;>=1.20;0;75.82;ALTA;0
134;2026-07-10;;Finland_Kakkonen_GroupC;14;GBK Kokkola;JBK;71.8;MEDIA;KO;2;0;2;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupC.csv;2026-07-11;5;12;2.4000;4;0;1;17;8;0.8000;5;7;1.4000;2;1;2;10;9;0.8000;1.4000;1.9000;0;0;>=1.20;0;71.80;MEDIA;0
136;2026-07-10;;Finland_Ykkonen;16;Inter Turku 2;Rovaniemi;67.19;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\Finland_Ykkonen.csv;2026-07-11;5;5;1.0000;1;2;2;8;18;0.6000;5;8;1.6000;2;2;1;9;7;0.4000;1.0000;1.3000;0;0;0.80-1.19;1;66.19;MEDIA;0
137;2026-07-10;;Finland_Ykkonen;16;Tampere Utd;SalPa;65.94;MEDIA;KO;0;1;1;2.5.0;data\storico\risultati\Finland_Ykkonen.csv;2026-07-11;5;15;3.0000;5;0;0;11;2;0.6000;5;8;1.6000;2;2;1;10;13;1.0000;1.6000;2.3000;0;0;>=1.20;0;65.94;MEDIA;0
140;2026-07-10;;Iceland_Division_1;20;Aegir;Kopavogur;79.89;ALTA;OK;3;4;7;2.5.0;data\storico\risultati\Iceland_Division_1.csv;2026-07-11;5;2;0.4000;0;2;3;4;15;0.6000;5;7;1.4000;2;1;2;7;7;0.6000;0.4000;0.9000;0;0;0.40-0.79;2;77.89;ALTA;0
141;2026-07-10;;Iceland_Division_1;20;IR Reykjavik;Throttur;73.79;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\Iceland_Division_1.csv;2026-07-11;5;4;0.8000;1;1;3;8;10;0.8000;5;10;2.0000;3;1;1;9;4;0.4000;0.8000;1.4000;0;0;0.80-1.19;1;72.79;MEDIA;0
142;2026-07-10;;Iceland_Division_1;20;Leiknir;Grotta;69.28;MEDIA;KO;0;1;1;2.5.0;data\storico\risultati\Iceland_Division_1.csv;2026-07-11;5;10;2.0000;3;1;1;9;5;0.6000;5;7;1.4000;2;1;2;9;11;1.0000;1.4000;1.7000;0;0;>=1.20;0;69.28;MEDIA;0
144;2026-07-10;;Kazakhstan_FirstLeague;23;FC Batyr;Kairat Almaty 2;65.92;MEDIA;OK;2;4;6;2.5.0;data\storico\risultati\Kazakhstan_FirstLeague.csv;2026-07-11;5;6;1.2000;1;3;1;8;10;0.6000;5;15;3.0000;5;0;0;22;3;1.0000;1.2000;2.1000;0;0;>=1.20;0;65.92;MEDIA;0
147;2026-07-10;;Kazakhstan_FirstLeague;23;Yelimay Semey 2;FC Astana 2;72.83;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\Kazakhstan_FirstLeague.csv;2026-07-11;5;1;0.2000;0;1;4;3;9;0.4000;5;10;2.0000;3;1;1;13;7;0.8000;0.2000;1.1000;0;0;<0.40;3;69.83;MEDIA;0
149;2026-07-10;;Kyrgyzstan_PremierLiga;16;Asiagoal Bishkek;Bars;71.37;MEDIA;OK;3;7;10;2.5.0;data\storico\risultati\Kyrgyzstan_PremierLiga.csv;2026-07-11;5;4;0.8000;1;1;3;5;7;0.4000;5;10;2.0000;3;1;1;16;7;0.8000;0.8000;1.4000;0;0;0.80-1.19;1;70.37;MEDIA;0
152;2026-07-10;;Somalia_NationalLeague;19;Badbaado;Jazeera;73.97;MEDIA;OK;4;1;5;2.5.0;data\storico\risultati\Somalia_NationalLeague.csv;2026-07-11;5;1;0.2000;0;1;4;4;11;0.8000;5;6;1.2000;2;0;3;9;9;0.6000;0.2000;0.7000;0;0;<0.40;3;70.97;MEDIA;0
154;2026-07-10;;USA_USLLeagueTwo_Mountain;26;Real Colorado;Flatirons;89.91;ALTA;OK;2;2;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Mountain.csv;2026-07-11;5;4;0.8000;1;1;3;7;13;1.0000;5;1;0.2000;0;1;4;5;16;1.0000;0.2000;0.5000;0;0;<0.40;3;86.91;ALTA;0
155;2026-07-10;;USA_USLLeagueTwo_Northeast;30;NEFC;Albany Rush;83.65;ALTA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northeast.csv;2026-07-11;5;9;1.8000;3;0;2;8;13;1.0000;5;10;2.0000;3;1;1;9;7;0.6000;1.8000;1.9000;0;0;>=1.20;0;83.65;ALTA;0
156;2026-07-10;;USA_USLLeagueTwo_Valley;25;Dayton;West Virginia;61.95;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Valley.csv;2026-07-11;5;6;1.2000;2;0;3;7;7;0.6000;5;10;2.0000;3;1;1;11;9;0.8000;1.2000;1.6000;0;0;>=1.20;0;61.95;MEDIA;0
222;2026-07-11;;Belarus_PershayaLiga;16;BATE 2;Lida;78.02;ALTA;OK;1;4;5;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-11;5;4;0.8000;1;1;3;6;13;0.6000;5;10;2.0000;3;1;1;8;6;0.6000;0.8000;1.4000;0;0;0.80-1.19;1;77.02;ALTA;0
223;2026-07-11;;Belarus_PershayaLiga;16;Din. Minsk 2;Slutsk;80.64;ALTA;KO;0;2;2;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-11;5;10;2.0000;3;1;1;10;7;0.8000;5;10;2.0000;3;1;1;7;4;0.4000;2.0000;2.0000;0;0;>=1.20;0;80.64;ALTA;0
224;2026-07-11;;Belarus_PershayaLiga;16;Molodechno;Minsk 2;63.98;MEDIA;OK;2;3;5;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-11;5;3;0.6000;1;0;4;7;15;0.8000;5;4;0.8000;1;1;3;6;7;0.6000;0.6000;0.7000;0;0;0.40-0.79;2;61.98;MEDIA;0
225;2026-07-11;;Belarus_PershayaLiga;16;Orsha;Smorgon;60.94;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-11;5;4;0.8000;1;1;3;6;10;0.8000;5;9;1.8000;3;0;2;10;5;0.6000;0.8000;1.3000;0;0;0.80-1.19;1;59.94;BASSA;0
226;2026-07-11;;Belarus_PershayaLiga;16;Uni X Labs;Osipovichi;63.1;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-11;5;1;0.2000;0;1;4;2;10;0.6000;5;3;0.6000;1;0;4;6;18;1.0000;0.2000;0.4000;1;0;<0.40;4;59.10;BASSA;0
231;2026-07-11;;Bolivia_DivisionProfesional;12;Real Oruro;GV San Jose;83.86;ALTA;OK;3;1;4;2.5.0;data\storico\risultati\Bolivia_DivisionProfesional.csv;2026-07-11;5;7;1.4000;2;1;2;10;8;0.8000;5;5;1.0000;1;2;2;6;9;0.6000;1.0000;1.2000;0;0;0.80-1.19;1;82.86;ALTA;0
232;2026-07-11;;Estonia_EsiliigaB;19;Tabasalu;Tulevik;92.9;ALTA;KO;2;0;2;2.5.0;data\storico\risultati\Estonia_EsiliigaB.csv;2026-07-11;5;9;1.8000;3;0;2;10;16;1.0000;5;7;1.4000;2;1;2;13;12;1.0000;1.4000;1.6000;0;0;>=1.20;0;92.90;ALTA;0
233;2026-07-11;;Estonia_Esiliiga;21;FC Tallinn;Elva;69.22;MEDIA;OK;0;3;3;2.5.0;data\storico\risultati\Estonia_Esiliiga.csv;2026-07-11;5;6;1.2000;2;0;3;8;15;1.0000;5;4;0.8000;1;1;3;6;11;0.6000;0.8000;1.0000;0;0;0.80-1.19;1;68.22;MEDIA;0
234;2026-07-11;;Estonia_Esiliiga;21;Levadia U21;Tallinna Kalev;82.36;ALTA;OK;3;2;5;2.5.0;data\storico\risultati\Estonia_Esiliiga.csv;2026-07-11;5;12;2.4000;4;0;1;13;4;0.8000;5;7;1.4000;2;1;2;12;10;1.0000;1.4000;1.9000;0;0;>=1.20;0;82.36;ALTA;0
235;2026-07-11;;Estonia_Esiliiga;21;Viimsi JK;Nomme Kalju U21;71.79;MEDIA;OK;2;2;4;2.5.0;data\storico\risultati\Estonia_Esiliiga.csv;2026-07-11;5;7;1.4000;2;1;2;6;5;0.4000;5;4;0.8000;1;1;3;9;13;1.0000;0.8000;1.1000;0;0;0.80-1.19;1;70.79;MEDIA;0
236;2026-07-11;;Estonia_Meistriliiga;20;Nomme Utd;Kuressaare;74.87;MEDIA;OK;3;2;5;2.5.0;data\storico\risultati\Estonia_Meistriliiga.csv;2026-07-11;5;6;1.2000;2;0;3;7;11;1.0000;5;5;1.0000;1;2;2;4;7;0.4000;1.0000;1.1000;0;0;0.80-1.19;1;73.87;MEDIA;0
238;2026-07-11;;Finland_Kakkonen_GroupB;13;EPS;P-Iirot Rauma;74.76;MEDIA;KO;2;0;2;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupB.csv;2026-07-11;5;4;0.8000;1;1;3;9;12;1.0000;5;5;1.0000;1;2;2;7;10;0.6000;0.8000;0.9000;0;0;0.80-1.19;1;73.76;MEDIA;0
239;2026-07-11;;Finland_Kakkonen_GroupB;13;NJS;EBK;64.41;MEDIA;OK;1;3;4;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupB.csv;2026-07-11;5;1;0.2000;0;1;4;1;14;0.4000;5;4;0.8000;1;1;3;5;14;0.6000;0.2000;0.5000;0;0;<0.40;3;61.41;MEDIA;0
240;2026-07-11;;Finland_Kakkonen_GroupC;14;Huima / Urho;Hercules;95.93;ALTA;KO;0;0;0;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupC.csv;2026-07-11;5;9;1.8000;3;0;2;15;9;1.0000;5;1;0.2000;0;1;4;4;19;1.0000;0.2000;1.0000;0;0;<0.40;3;92.93;ALTA;0
244;2026-07-11;;Finland_Ykkonen;16;JJK Jyvaskyla;KuPS Akatemia;85.05;ALTA;OK;4;4;8;2.5.0;data\storico\risultati\Finland_Ykkonen.csv;2026-07-11;5;7;1.4000;2;1;2;17;9;0.8000;5;4;0.8000;1;1;3;11;13;1.0000;0.8000;1.1000;0;0;0.80-1.19;1;84.05;ALTA;0
245;2026-07-11;;Finland_Ykkonen;16;Keski-Uusimaa;Jazz Pori;61.15;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\Finland_Ykkonen.csv;2026-07-11;5;10;2.0000;3;1;1;14;8;1.0000;5;2;0.4000;0;2;3;3;6;0.2000;0.4000;1.2000;0;0;0.40-0.79;2;59.15;BASSA;0
246;2026-07-11;;Finland_Ykkonen;16;KPV;TPV;68.25;MEDIA;OK;1;3;4;2.5.0;data\storico\risultati\Finland_Ykkonen.csv;2026-07-11;5;6;1.2000;2;0;3;9;12;0.8000;5;5;1.0000;1;2;2;5;8;0.6000;1.0000;1.1000;0;0;0.80-1.19;1;67.25;MEDIA;0
247;2026-07-11;;Finland_Ykkonen;16;VJS;OLS Oulu;67.24;MEDIA;OK;4;3;7;2.5.0;data\storico\risultati\Finland_Ykkonen.csv;2026-07-11;5;6;1.2000;1;3;1;7;8;0.6000;5;5;1.0000;1;2;2;9;9;0.8000;1.0000;1.1000;0;0;0.80-1.19;1;66.24;MEDIA;0
248;2026-07-11;;Finland_Ykkosliiga;15;Haka;Ekenas;66.31;MEDIA;OK;3;1;4;2.5.0;data\storico\risultati\Finland_Ykkosliiga.csv;2026-07-11;5;9;1.8000;3;0;2;6;5;0.4000;5;4;0.8000;1;1;3;3;10;0.4000;0.8000;1.3000;0;0;0.80-1.19;1;65.31;MEDIA;0
251;2026-07-11;;Iceland_Division_1;20;Volsungur;Afturelding;79.98;ALTA;OK;1;6;7;2.5.0;data\storico\risultati\Iceland_Division_1.csv;2026-07-11;5;6;1.2000;1;3;1;12;15;1.0000;5;12;2.4000;4;0;1;13;3;0.2000;1.2000;1.8000;0;0;>=1.20;0;79.98;ALTA;0
252;2026-07-11;;Iceland_Division_2;23;Selfoss;Hviti;76.35;ALTA;OK;2;2;4;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-11;5;8;1.6000;2;2;1;11;11;1.0000;5;5;1.0000;1;2;2;8;12;0.6000;1.0000;1.3000;0;0;0.80-1.19;1;75.35;ALTA;0
256;2026-07-11;;Lithuania_Toplyga;24;Kauno Zalgiris;FK Panevezys;63.91;MEDIA;OK;3;0;3;2.5.0;data\storico\risultati\Lithuania_Toplyga.csv;2026-07-11;5;5;1.0000;1;2;2;3;4;0.2000;5;4;0.8000;1;1;3;5;12;0.8000;0.8000;0.9000;0;0;0.80-1.19;1;62.91;MEDIA;0
257;2026-07-11;;Norway_Eliteserien;19;Aalesund;Molde;66.63;MEDIA;OK;2;2;4;2.5.0;data\storico\risultati\Norway_Eliteserien.csv;2026-07-11;5;8;1.6000;2;2;1;8;7;0.6000;5;9;1.8000;3;0;2;5;5;0.4000;1.6000;1.7000;0;0;>=1.20;0;66.63;MEDIA;0
258;2026-07-11;;Norway_Eliteserien;19;Fredrikstad;Lilleström;60.7;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\Norway_Eliteserien.csv;2026-07-11;5;7;1.4000;2;1;2;7;8;0.8000;5;6;1.2000;2;0;3;8;7;0.6000;1.2000;1.3000;0;0;>=1.20;0;60.70;MEDIA;0
262;2026-07-11;;Sweden_Allsvenskan;17;Orgryte;Hacken;67.23;MEDIA;OK;4;3;7;2.5.0;data\storico\risultati\Sweden_Allsvenskan.csv;2026-07-11;5;1;0.2000;0;1;4;4;12;0.6000;5;10;2.0000;3;1;1;10;9;0.6000;0.2000;1.1000;0;0;<0.40;3;64.23;MEDIA;0
263;2026-07-11;;USA_USLLeagueTwo_GreatForest;25;Buffalo;Akron City;81.13;ALTA;OK;2;3;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_GreatForest.csv;2026-07-11;5;13;2.6000;4;1;0;19;6;0.8000;5;12;2.4000;4;0;1;19;3;1.0000;2.4000;2.5000;0;0;>=1.20;0;81.13;ALTA;0
