MatchId;PredictionDate;MatchDate;LeagueId;Round;Home;Away;Score;Band;Outcome;HG;AG;Goals;AlgorithmVersion;ResolvedResultFile;ResolvedMatchDate;HomeRecentMatches;HomeRecentPoints;HomeRecentPPG5;HomeRecentWins5;HomeRecentDraws5;HomeRecentLosses5;HomeRecentGF5;HomeRecentGA5;HomeRecentOver25Rate5;AwayRecentMatches;AwayRecentPoints;AwayRecentPPG5;AwayRecentWins5;AwayRecentDraws5;AwayRecentLosses5;AwayRecentGF5;AwayRecentGA5;AwayRecentOver25Rate5;WorstRecentPPG5;AverageRecentPPG5;BothBelow080;BothWinless5;RecentFormBucket;ProposedPenalty;SimulatedScore;SimulatedBand;WouldLeaveAlta
264;2026-07-11;;USA_USLLeagueTwo_GreatLakes;23;Oakland County;Midwest United;79.51;ALTA;OK;2;5;7;2.5.0;data\storico\risultati\USA_USLLeagueTwo_GreatLakes.csv;2026-07-11;5;2;0.4000;0;2;3;5;10;0.6000;5;7;1.4000;2;1;2;11;10;0.8000;0.4000;0.9000;0;0;0.40-0.79;2;77.51;ALTA;0
266;2026-07-11;;USA_USLLeagueTwo_Heartland;24;Sueno;Chicago Dutch Lions;86.94;ALTA;OK;4;1;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Heartland.csv;2026-07-11;5;9;1.8000;3;0;2;13;6;0.8000;5;10;2.0000;3;1;1;15;6;0.8000;1.8000;1.9000;0;0;>=1.20;0;86.94;ALTA;0
267;2026-07-11;;USA_USLLeagueTwo_Metropolitan;26;Motown 2;Long Island;71.41;MEDIA;OK;4;2;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Metropolitan.csv;2026-07-11;5;12;2.4000;4;0;1;19;2;0.8000;5;11;2.2000;3;2;0;15;1;0.6000;2.2000;2.3000;0;0;>=1.20;0;71.41;MEDIA;0
268;2026-07-11;;USA_USLLeagueTwo_Metropolitan;26;New Jersey Copa;Westchester Flames;74.12;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Metropolitan.csv;2026-07-11;5;0;0.0000;0;0;5;3;16;0.8000;5;2;0.4000;0;2;3;4;12;0.6000;0.0000;0.2000;1;1;<0.40;4;70.12;MEDIA;0
269;2026-07-11;;USA_USLLeagueTwo_MidAtlantic;29;Philadelphia Lone Star;RC New Jersey;78.74;ALTA;KO;0;1;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidAtlantic.csv;2026-07-11;5;1;0.2000;0;1;4;2;16;0.8000;5;2;0.4000;0;2;3;5;12;0.6000;0.2000;0.3000;1;1;<0.40;4;74.74;MEDIA;1
270;2026-07-11;;USA_USLLeagueTwo_MidSouth;19;Hattiesburg;Little Rock Rangers;78.53;ALTA;OK;2;2;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidSouth.csv;2026-07-11;5;6;1.2000;2;0;3;12;10;1.0000;5;15;3.0000;5;0;0;9;2;0.4000;1.2000;2.1000;0;0;>=1.20;0;78.53;ALTA;0
271;2026-07-11;;USA_USLLeagueTwo_NorCal;28;San Francisco City;Project 51O;80.93;ALTA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_NorCal.csv;2026-07-11;5;12;2.4000;4;0;1;15;9;0.8000;5;12;2.4000;4;0;1;18;7;1.0000;2.4000;2.4000;0;0;>=1.20;0;80.93;ALTA;0
272;2026-07-11;;USA_USLLeagueTwo_Northeast;30;Seacoast Utd Phantoms;AC Connecticut;75.41;ALTA;KO;0;1;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northeast.csv;2026-07-11;5;8;1.6000;2;2;1;15;13;1.0000;5;3;0.6000;1;0;4;4;7;0.4000;0.6000;1.1000;0;0;0.40-0.79;2;73.41;MEDIA;1
273;2026-07-11;;USA_USLLeagueTwo_Northeast;30;Western Mass Pioneers;Vermont Green;70.73;MEDIA;OK;2;4;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northeast.csv;2026-07-11;5;10;2.0000;3;1;1;9;6;0.4000;5;15;3.0000;5;0;0;27;5;1.0000;2.0000;2.5000;0;0;>=1.20;0;70.73;MEDIA;0
274;2026-07-11;;USA_USLLeagueTwo_Northwest;34;West Seattle Junction;Snohomish United;85.2;ALTA;OK;3;5;8;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northwest.csv;2026-07-11;5;7;1.4000;2;1;2;12;11;1.0000;5;13;2.6000;4;1;0;15;3;1.0000;1.4000;2.0000;0;0;>=1.20;0;85.20;ALTA;0
275;2026-07-11;;USA_USLLeagueTwo_SouthCentral;21;Birmingham 2;Montgomery United;70.35;MEDIA;OK;3;2;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthCentral.csv;2026-07-11;5;6;1.2000;1;3;1;8;10;0.6000;5;6;1.2000;2;0;3;7;10;0.8000;1.2000;1.2000;0;0;>=1.20;0;70.35;MEDIA;0
276;2026-07-11;;USA_USLLeagueTwo_SouthFlorida;19;Miami City;Lakeland United;74.36;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthFlorida.csv;2026-07-11;5;2;0.4000;0;2;3;3;8;0.2000;5;12;2.4000;4;0;1;10;5;0.4000;0.4000;1.4000;0;0;0.40-0.79;2;72.36;MEDIA;0
277;2026-07-11;;USA_USLLeagueTwo_Southwest;28;Tucson;Capo;63.11;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southwest.csv;2026-07-11;5;10;2.0000;3;1;1;11;6;0.8000;5;10;2.0000;3;1;1;16;13;0.8000;2.0000;2.0000;0;0;>=1.20;0;63.11;MEDIA;0
278;2026-07-12;2026-07-12;Estonia_Esiliiga;21;Nomme Utd U21;Flora U21;98.47;ALTA;KO;1;1;2;2.5.0;data\storico\risultati\Estonia_Esiliiga.csv;2026-07-12;5;1;0.2000;0;1;4;10;18;1.0000;5;7;1.4000;2;1;2;11;11;1.0000;0.2000;0.8000;0;0;<0.40;3;95.47;ALTA;0
279;2026-07-12;2026-07-12;Estonia_EsiliigaB;19;Johvi Phoenix;Parnu JK Vaprus U21;96.68;ALTA;OK;4;2;6;2.5.0;data\storico\risultati\Estonia_EsiliigaB.csv;2026-07-12;5;6;1.2000;2;0;3;13;13;0.8000;5;10;2.0000;3;1;1;20;10;1.0000;1.2000;1.6000;0;0;>=1.20;0;96.68;ALTA;0
280;2026-07-12;2026-07-12;Finland_Kakkonen_GroupC;14;Narpes Kraft;VPS 2;93.96;ALTA;OK;3;2;5;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupC.csv;2026-07-12;5;6;1.2000;2;0;3;16;9;1.0000;5;10;2.0000;3;1;1;16;8;1.0000;1.2000;1.6000;0;0;>=1.20;0;93.96;ALTA;0
281;2026-07-12;2026-07-12;USA_USLLeagueTwo_Chesapeake;27;Loudoun 2;Northern Virginia;92.72;ALTA;OK;2;1;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Chesapeake.csv;2026-07-12;5;15;3.0000;5;0;0;20;7;1.0000;5;9;1.8000;3;0;2;21;9;1.0000;1.8000;2.4000;0;0;>=1.20;0;92.72;ALTA;0
283;2026-07-12;2026-07-12;Finland_Kakkonen_GroupC;14;Vaajakoski;Jaro 2;89.47;ALTA;OK;5;2;7;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupC.csv;2026-07-12;5;8;1.6000;2;2;1;8;9;0.8000;5;6;1.2000;2;0;3;8;19;1.0000;1.2000;1.4000;0;0;>=1.20;0;89.47;ALTA;0
286;2026-07-12;2026-07-12;Estonia_EsiliigaB;19;Levadia U19;Tallinna Kalev U21;87.89;ALTA;OK;4;1;5;2.5.0;data\storico\risultati\Estonia_EsiliigaB.csv;2026-07-12;5;12;2.4000;4;0;1;16;8;0.8000;5;7;1.4000;2;1;2;15;11;1.0000;1.4000;1.9000;0;0;>=1.20;0;87.89;ALTA;0
287;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;19;KR Reykjavik;Vestmannaeyjar;87.67;ALTA;OK;5;2;7;2.5.0;data\storico\risultati\Iceland_BestaDeildKarla.csv;2026-07-12;5;7;1.4000;2;1;2;15;14;0.8000;5;13;2.6000;4;1;0;14;4;0.6000;1.4000;2.0000;0;0;>=1.20;0;87.67;ALTA;0
289;2026-07-12;2026-07-12;USA_USLLeagueTwo_Heartland;24;Edgewater Castle;Minneapolis City;85.99;ALTA;OK;0;4;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Heartland.csv;2026-07-12;5;0;0.0000;0;0;5;5;25;1.0000;5;15;3.0000;5;0;0;18;4;1.0000;0.0000;1.5000;0;0;<0.40;3;82.99;ALTA;0
291;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidSouth;19;Red River;Mississippi Brilla;85.76;ALTA;OK;1;5;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_MidSouth.csv;2026-07-12;5;9;1.8000;3;0;2;13;7;1.0000;5;10;2.0000;3;1;1;18;9;1.0000;1.8000;1.9000;0;0;>=1.20;0;85.76;ALTA;0
292;2026-07-12;2026-07-12;Estonia_EsiliigaB;19;Tammeka U21;Narva U21;85.58;ALTA;OK;2;1;3;2.5.0;data\storico\risultati\Estonia_EsiliigaB.csv;2026-07-12;5;7;1.4000;2;1;2;12;12;1.0000;5;13;2.6000;4;1;0;14;6;0.8000;1.4000;2.0000;0;0;>=1.20;0;85.58;ALTA;0
293;2026-07-12;2026-07-12;USA_USLLeagueTwo_Chesapeake;27;Annapolis Blues;Bethesda SC;85.34;ALTA;OK;4;1;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Chesapeake.csv;2026-07-12;5;8;1.6000;2;2;1;14;10;0.8000;5;13;2.6000;4;1;0;14;7;0.8000;1.6000;2.1000;0;0;>=1.20;0;85.34;ALTA;0
294;2026-07-12;2026-07-12;Iceland_Division_2;23;Kari;KFA;83.81;ALTA;OK;2;2;4;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-12;5;6;1.2000;1;3;1;10;10;0.8000;5;4;0.8000;1;1;3;10;10;0.8000;0.8000;1.0000;0;0;0.80-1.19;1;82.81;ALTA;0
295;2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic;37;Salem City;Wake FC;83.69;ALTA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-12;5;4;0.8000;1;1;3;8;12;1.0000;5;6;1.2000;2;0;3;8;11;1.0000;0.8000;1.0000;0;0;0.80-1.19;1;82.69;ALTA;0
298;2026-07-12;2026-07-12;USA_USLLeagueTwo_GreatPlains;20;Peoria;Springfield FC;83.29;ALTA;OK;5;1;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_GreatPlains.csv;2026-07-12;5;10;2.0000;3;1;1;8;5;0.4000;5;3;0.6000;1;0;4;8;19;1.0000;0.6000;1.3000;0;0;0.40-0.79;2;81.29;ALTA;0
299;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;26;Ironbound SC;Manhattan;83.12;ALTA;KO;1;1;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Metropolitan.csv;2026-07-12;5;11;2.2000;3;2;0;11;6;0.8000;5;5;1.0000;1;2;2;10;13;0.8000;1.0000;1.6000;0;0;0.80-1.19;1;82.12;ALTA;0
300;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;19;Fram;Thor Akureyri;82.7;ALTA;OK;6;1;7;2.5.0;data\storico\risultati\Iceland_BestaDeildKarla.csv;2026-07-12;5;10;2.0000;3;1;1;11;12;0.6000;5;2;0.4000;0;2;3;8;15;0.8000;0.4000;1.2000;0;0;0.40-0.79;2;80.70;ALTA;0
303;2026-07-12;2026-07-12;Estonia_EsiliigaB;19;Tartu Kalev;Legion;82.02;ALTA;OK;10;2;12;2.5.0;data\storico\risultati\Estonia_EsiliigaB.csv;2026-07-12;5;0;0.0000;0;0;5;10;20;1.0000;5;3;0.6000;1;0;4;7;21;1.0000;0.0000;0.3000;1;0;<0.40;4;78.02;ALTA;0
305;2026-07-12;2026-07-12;Iceland_Division_2;23;Dalvik/Reynir;Fjolnir;80.69;ALTA;OK;1;4;5;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-12;5;13;2.6000;4;1;0;15;3;0.6000;5;6;1.2000;1;3;1;9;9;0.6000;1.2000;1.9000;0;0;>=1.20;0;80.69;ALTA;0
306;2026-07-12;2026-07-12;Iceland_Division_2;23;Magni;Haukar;80.56;ALTA;OK;2;5;7;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-12;5;7;1.4000;2;1;2;10;10;0.6000;5;8;1.6000;2;2;1;9;8;0.8000;1.4000;1.5000;0;0;>=1.20;0;80.56;ALTA;0
307;2026-07-12;2026-07-12;Finland_Kakkonen_GroupC;14;SJK Akatemia 2;TP-47;80.47;ALTA;KO;0;0;0;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupC.csv;2026-07-12;5;9;1.8000;3;0;2;9;9;1.0000;5;4;0.8000;1;1;3;8;12;0.8000;0.8000;1.3000;0;0;0.80-1.19;1;79.47;ALTA;0
310;2026-07-12;2026-07-12;Sweden_Allsvenskan;17;Brommapojkarna;Sirius;80.15;ALTA;OK;1;2;3;2.5.0;data\storico\risultati\Sweden_Allsvenskan.csv;2026-07-12;5;8;1.6000;2;2;1;6;6;0.4000;5;13;2.6000;4;1;0;14;7;0.8000;1.6000;2.1000;0;0;>=1.20;0;80.15;ALTA;0
311;2026-07-12;2026-07-12;USA_USLLeagueTwo_Northeast;30;Black Rock;Boston City;79.85;ALTA;KO;1;1;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northeast.csv;2026-07-12;5;6;1.2000;1;3;1;8;8;0.6000;5;1;0.2000;0;1;4;7;24;0.8000;0.2000;0.7000;0;0;<0.40;3;76.85;ALTA;0
312;2026-07-12;2026-07-12;Iceland_Division_2;23;Kormakur/Hvot;Olafsvik;79.8;ALTA;KO;0;0;0;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-12;5;6;1.2000;1;3;1;11;8;0.8000;5;9;1.8000;3;0;2;6;6;0.6000;1.2000;1.5000;0;0;>=1.20;0;79.80;ALTA;0
313;2026-07-12;2026-07-12;USA_USLLeagueTwo_Heartland;24;St. Croix;Rockford Raptors;79.49;ALTA;OK;3;0;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Heartland.csv;2026-07-12;5;9;1.8000;3;0;2;14;8;1.0000;5;12;2.4000;4;0;1;8;5;0.4000;1.8000;2.1000;0;0;>=1.20;0;79.49;ALTA;0
314;2026-07-12;2026-07-12;USA_USLLeagueTwo_Northwest;34;West Seattle Junction;Portland Bangers;79.36;ALTA;KO;0;2;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northwest.csv;2026-07-12;5;7;1.4000;2;1;2;14;14;1.0000;5;6;1.2000;2;0;3;4;9;0.4000;1.2000;1.3000;0;0;>=1.20;0;79.36;ALTA;0
315;2026-07-12;2026-07-12;USA_USLLeagueTwo_NorCal;28;Almaden;Davis Legacy;79.35;ALTA;OK;6;0;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_NorCal.csv;2026-07-12;5;15;3.0000;5;0;0;11;1;0.6000;5;1;0.2000;0;1;4;7;17;1.0000;0.2000;1.6000;0;0;<0.40;3;76.35;ALTA;0
320;2026-07-12;2026-07-12;USA_USLLeagueTwo_Mountain;26;Atletico Union;Flatirons;78.05;ALTA;OK;2;1;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Mountain.csv;2026-07-12;5;4;0.8000;1;1;3;5;9;0.6000;5;2;0.4000;0;2;3;6;13;1.0000;0.4000;0.6000;0;0;0.40-0.79;2;76.05;ALTA;0
322;2026-07-12;2026-07-12;Norway_Eliteserien;19;Brann;Start;77.72;ALTA;OK;2;1;3;2.5.0;data\storico\risultati\Norway_Eliteserien.csv;2026-07-12;5;6;1.2000;2;0;3;8;9;1.0000;5;4;0.8000;1;1;3;8;13;0.6000;0.8000;1.0000;0;0;0.80-1.19;1;76.72;ALTA;0
323;2026-07-12;2026-07-12;Finland_Kakkonen_GroupA;13;Lahden Reipas;HIFK;77.51;ALTA;KO;1;1;2;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupA.csv;2026-07-12;5;6;1.2000;2;0;3;8;10;0.8000;5;9;1.8000;3;0;2;9;6;0.6000;1.2000;1.5000;0;0;>=1.20;0;77.51;ALTA;0
324;2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic;37;Tobacco Road;Port City;77.15;ALTA;OK;2;3;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-12;5;4;0.8000;1;1;3;5;13;0.8000;5;1;0.2000;0;1;4;4;11;0.8000;0.2000;0.5000;0;0;<0.40;3;74.15;MEDIA;1
328;2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic;37;Charlotte Independ. 2;North Carolina FC U23;76.26;ALTA;OK;3;1;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-12;5;8;1.6000;2;2;1;8;2;0.4000;5;5;1.0000;1;2;2;7;9;0.6000;1.0000;1.3000;0;0;0.80-1.19;1;75.26;ALTA;0
329;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;21;McKinney Chupacabras;Texoma;76.26;ALTA;OK;1;2;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Ranger.csv;2026-07-12;5;8;1.6000;2;2;1;13;8;0.8000;5;9;1.8000;3;0;2;8;7;0.8000;1.6000;1.7000;0;0;>=1.20;0;76.26;ALTA;0
330;2026-07-12;2026-07-12;Sweden_Allsvenskan;17;Malmo FF;Göteborg;76.11;ALTA;OK;4;0;4;2.5.0;data\storico\risultati\Sweden_Allsvenskan.csv;2026-07-12;5;6;1.2000;2;0;3;11;12;0.8000;5;7;1.4000;2;1;2;10;10;0.6000;1.2000;1.3000;0;0;>=1.20;0;76.11;ALTA;0
331;2026-07-12;2026-07-12;Somalia_NationalLeague;19;Raadsan;Heegan;75.73;ALTA;OK;0;4;4;2.5.0;data\storico\risultati\Somalia_NationalLeague.csv;2026-07-12;5;3;0.6000;1;0;4;11;20;0.8000;5;9;1.8000;3;0;2;15;8;1.0000;0.6000;1.2000;0;0;0.40-0.79;2;73.73;MEDIA;1
333;2026-07-12;2026-07-12;Iceland_Division_2;23;Throttur Vogar;KFG Gardabaer;74.5;MEDIA;OK;5;1;6;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-12;5;3;0.6000;1;0;4;9;15;1.0000;5;6;1.2000;2;0;3;6;12;0.6000;0.6000;0.9000;0;0;0.40-0.79;2;72.50;MEDIA;0
334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;21;Denton Diablos;Fort Worth Vaqueros;74.22;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Ranger.csv;2026-07-12;5;10;2.0000;3;1;1;15;12;1.0000;5;0;0.0000;0;0;5;3;20;0.8000;0.0000;1.0000;0;0;<0.40;3;71.22;MEDIA;0
335;2026-07-12;2026-07-12;Belarus_PershayaLiga;16;Volna Pinsk;Soligorsk;73.91;MEDIA;OK;2;4;6;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-12;5;15;3.0000;5;0;0;13;6;1.0000;5;6;1.2000;2;0;3;8;11;0.6000;1.2000;2.1000;0;0;>=1.20;0;73.91;MEDIA;0
336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;19;Hafnarfjordur;Valur;73.57;MEDIA;KO;2;0;2;2.5.0;data\storico\risultati\Iceland_BestaDeildKarla.csv;2026-07-12;5;6;1.2000;1;3;1;6;6;0.4000;5;4;0.8000;1;1;3;6;10;0.4000;0.8000;1.0000;0;0;0.80-1.19;1;72.57;MEDIA;0
337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;26;Hudson Valley;Cedar;73.08;MEDIA;OK;2;2;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Metropolitan.csv;2026-07-12;5;8;1.6000;2;2;1;11;12;0.8000;5;8;1.6000;2;2;1;6;4;0.2000;1.6000;1.6000;0;0;>=1.20;0;73.08;MEDIA;0
339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;28;Redlands FC;Ventura;72.55;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southwest.csv;2026-07-12;5;10;2.0000;3;1;1;14;7;0.8000;5;11;2.2000;3;2;0;15;4;0.8000;2.0000;2.1000;0;0;>=1.20;0;72.55;MEDIA;0
340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;18;Atlanta United 2;Inter Miami II;72.51;MEDIA;OK;4;1;5;2.5.0;data\storico\risultati\USA_MLSNextPro_EasternConference_SoutheastDivision.csv;2026-07-12;5;11;2.2000;3;2;0;17;9;0.8000;5;1;0.2000;0;1;4;3;13;0.6000;0.2000;1.2000;0;0;<0.40;3;69.51;MEDIA;0
341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;28;AMSG FC;Southern California;72.47;MEDIA;OK;1;2;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southwest.csv;2026-07-12;5;0;0.0000;0;0;5;3;24;1.0000;5;1;0.2000;0;1;4;9;19;0.8000;0.0000;0.1000;1;1;<0.40;4;68.47;MEDIA;0
342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;25;Kings Hammer Columbus;Toledo Villa;72.46;MEDIA;OK;4;2;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Valley.csv;2026-07-12;5;9;1.8000;3;0;2;10;7;0.8000;5;0;0.0000;0;0;5;7;13;0.8000;0.0000;0.9000;0;0;<0.40;3;69.46;MEDIA;0
346;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;28;Stars FC;Capo;70.77;MEDIA;OK;3;3;6;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southwest.csv;2026-07-12;5;5;1.0000;1;2;2;7;8;0.4000;5;9;1.8000;3;0;2;16;14;1.0000;1.0000;1.4000;0;0;0.80-1.19;1;69.77;MEDIA;0
347;2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic;37;Hickory;Asheville City;70.34;MEDIA;KO;0;0;0;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-12;5;10;2.0000;3;1;1;10;4;0.8000;5;15;3.0000;5;0;0;9;2;0.4000;2.0000;2.5000;0;0;>=1.20;0;70.34;MEDIA;0
348;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;19;Akureyri;Akranes;70.27;MEDIA;OK;3;2;5;2.5.0;data\storico\risultati\Iceland_BestaDeildKarla.csv;2026-07-12;5;0;0.0000;0;0;5;10;18;1.0000;5;6;1.2000;2;0;3;6;9;0.4000;0.0000;0.6000;0;0;<0.40;3;67.27;MEDIA;0
349;2026-07-12;2026-07-12;Sweden_Allsvenskan;17;Hammarby;Kalmar;69.73;MEDIA;KO;2;0;2;2.5.0;data\storico\risultati\Sweden_Allsvenskan.csv;2026-07-12;5;6;1.2000;2;0;3;9;9;0.8000;5;9;1.8000;3;0;2;7;5;0.6000;1.2000;1.5000;0;0;>=1.20;0;69.73;MEDIA;0
350;2026-07-12;2026-07-12;USA_MLSNextPro_WesternConference_PacificDivision;20;Real Monarchs;Vancouver 2;69.58;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\USA_MLSNextPro_WesternConference_PacificDivision.csv;2026-07-12;5;4;0.8000;1;1;3;7;10;0.8000;5;7;1.4000;2;1;2;7;7;0.4000;0.8000;1.1000;0;0;0.80-1.19;1;68.58;MEDIA;0
352;2026-07-12;2026-07-12;USA_USLLeagueTwo_Mountain;26;Colorado Storm;Albion Colorado;69.07;MEDIA;OK;4;0;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Mountain.csv;2026-07-12;5;15;3.0000;5;0;0;13;1;0.6000;5;10;2.0000;3;1;1;9;5;0.4000;2.0000;2.5000;0;0;>=1.20;0;69.07;MEDIA;0
353;2026-07-12;2026-07-12;Belarus_PershayaLiga;16;Gomel 2;BumProm Gomel;68.43;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\Belarus_PershayaLiga.csv;2026-07-12;5;7;1.4000;2;1;2;11;7;0.8000;5;7;1.4000;2;1;2;11;9;0.8000;1.4000;1.4000;0;0;>=1.20;0;68.43;MEDIA;0
355;2026-07-12;2026-07-12;Sweden_Allsvenskan;17;Västerås SK;Degerfors;68.2;MEDIA;KO;2;0;2;2.5.0;data\storico\risultati\Sweden_Allsvenskan.csv;2026-07-12;5;7;1.4000;2;1;2;11;10;0.6000;5;2;0.4000;0;2;3;5;10;0.6000;0.4000;0.9000;0;0;0.40-0.79;2;66.20;MEDIA;0
357;2026-07-12;2026-07-12;USA_MLSNextPro_WesternConference_CentralDivision;19;Houston Dynamo 2;St. Louis City 2;67.84;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\USA_MLSNextPro_WesternConference_CentralDivision.csv;2026-07-12;5;13;2.6000;4;1;0;14;4;0.8000;5;4;0.8000;1;1;3;5;11;0.4000;0.8000;1.7000;0;0;0.80-1.19;1;66.84;MEDIA;0
358;2026-07-12;2026-07-12;Norway_Eliteserien;19;Sarpsborg 08;Viking;66.44;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\Norway_Eliteserien.csv;2026-07-12;5;9;1.8000;3;0;2;8;10;1.0000;5;15;3.0000;5;0;0;15;5;0.8000;1.8000;2.4000;0;0;>=1.20;0;66.44;MEDIA;0
359;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;25;Northern Indiana;Dayton;65.75;MEDIA;OK;3;2;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Valley.csv;2026-07-12;5;12;2.4000;4;0;1;11;8;0.8000;5;9;1.8000;3;0;2;8;6;0.6000;1.8000;2.1000;0;0;>=1.20;0;65.75;MEDIA;0
360;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southeast;25;Nona;Inter Gainesville;65.47;MEDIA;OK;2;2;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southeast.csv;2026-07-12;5;7;1.4000;2;1;2;9;5;0.8000;5;6;1.2000;2;0;3;10;11;1.0000;1.2000;1.3000;0;0;>=1.20;0;65.47;MEDIA;0
361;2026-07-12;2026-07-12;Bolivia_DivisionProfesional;12;The Strongest;Bolivar;65.36;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\Bolivia_DivisionProfesional.csv;2026-07-12;5;11;2.2000;3;2;0;7;3;0.4000;5;8;1.6000;2;2;1;11;5;0.6000;1.6000;1.9000;0;0;>=1.20;0;65.36;MEDIA;0
362;2026-07-12;2026-07-12;USA_MLSNextPro_WesternConference_PacificDivision;20;Los Angeles FC 2;Portland Timbers 2;65.1;MEDIA;KO;0;0;0;2.5.0;data\storico\risultati\USA_MLSNextPro_WesternConference_PacificDivision.csv;2026-07-12;5;11;2.2000;3;2;0;10;6;0.6000;5;9;1.8000;3;0;2;7;7;0.4000;1.8000;2.0000;0;0;>=1.20;0;65.10;MEDIA;0
364;2026-07-12;2026-07-12;USA_USLLeagueTwo_Chesapeake;27;Patuxent;Virginia Beach;64.07;MEDIA;OK;0;4;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Chesapeake.csv;2026-07-12;5;1;0.2000;0;1;4;1;17;0.4000;5;4;0.8000;1;1;3;6;9;0.6000;0.2000;0.5000;0;0;<0.40;3;61.07;MEDIA;0
