MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-16;Estonia_Meistriliiga;Flora;Nomme Utd;88.55;ALTA;21;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;4.0;12.51;11.51;3.85;10.0;10.8;12.0;7.5;8.89;7.49;2.2.0;Estonia_Meistriliiga;Estonia_Meistriliiga;
2026-07-16;Iceland_Division_2;KFG Gardabaer;Kari;88.29;ALTA;24;2026-07-16;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga;3.82;8.37;13.0;8.0;8.33;9.6;9.6;8.57;10.0;9.0;2.2.0;Iceland_Division_2;Iceland_Division_2;
2026-07-16;Finland_Kakkonen_GroupC;Vaajakoski;Huima / Urho;88.06;ALTA;15;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;3.33;12.31;13.0;8.0;8.71;9.6;9.6;8.33;6.67;8.5;2.2.0;Finland_Kakkonen_GroupC;Finland_Kakkonen_GroupC;
2026-07-16;Iceland_Division_2;Haukar;Throttur Vogar;81.13;ALTA;24;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;4.36;13.0;9.85;5.03;9.09;9.6;7.2;8.33;6.0;8.65;2.2.0;Iceland_Division_2;Iceland_Division_2;
2026-07-16;USA_USLLeagueTwo_PlayOff;Peoria;Sueno;80.35;ALTA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante;3.45;13.0;13.0;4.42;4.13;8.4;10.8;7.14;8.33;7.68;2.2.0;USA_USLLeagueTwo_GreatPlains;USA_USLLeagueTwo_Heartland;USA_USLLeagueTwo
2026-07-16;Australia_NPLWesternAustralia;Perth Azzurri;Western Knights;79.52;ALTA;20;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over esterno debole;1.64;13.0;10.78;7.06;8.02;8.4;8.4;7.14;5.56;9.53;2.2.0;Australia_NPLWesternAustralia;Australia_NPLWesternAustralia;
2026-07-16;Kazakhstan_FirstLeague;Tobol 2;Akademiya Ontustik;78.1;ALTA;23;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante;3.69;9.55;8.64;8.0;5.94;10.8;8.4;8.57;6.67;7.85;2.2.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Australia_NPL_NSW_U20;Sydney FC U20;Manly Utd U20;76.49;ALTA;25;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole;0.8;12.85;12.33;6.01;6.13;8.4;8.4;5.83;8.18;7.57;2.2.0;Australia_NPL_NSW_U20;Australia_NPL_NSW_U20;
2026-07-16;Australia_NPLSouthAustralia;West Torrens;Para;74.66;MEDIA;20;2026-07-16;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;6.0;11.82;3.13;5.56;10.0;8.4;8.4;6.25;8.75;6.35;2.2.0;Australia_NPLSouthAustralia;Australia_NPLSouthAustralia;
2026-07-16;USA_USLLeagueTwo_PlayOff;Laredo Heat;Texoma;74.4;MEDIA;1;2026-07-16;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS basso: possibile partita a senso unico;1.53;13.0;13.0;1.82;4.9;8.4;9.6;6.67;8.33;7.15;2.2.0;USA_USLLeagueTwo_LoneStar;USA_USLLeagueTwo_Ranger;USA_USLLeagueTwo
