LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group4;Brodd;Haugesund 2;95.22;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Brodd - Haugesund 2;1.85;12.31;10.0;12.0;10.8
Norway_3rdDivision_Group5;Lillestrom 2;Tromsø 2;92.42;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Lillestrom 2 - Tromsø 2;4.15;13.0;10.0;12.0;9.6
Norway_3rdDivision_Group6;Rade;Lyn 2;89.04;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Rade - Lyn 2;2.31;13.0;9.47;9.6;9.6
Norway_3rdDivision_Group4;Vindbjart;Stabaek 2;86.18;ALTA;13;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Vindbjart - Stabaek 2;2.77;10.83;10.0;7.2;12.0
Sweden_Division2_SodraGotaland;Linero IF;IFK Karlshamn;85.16;ALTA;15;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Linero IF - IFK Karlshamn;5.54;11.82;9.42;10.8;9.6
Norway_3rdDivision_Group1;K. Oslo 2;Heming;82.98;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;K. Oslo 2 - Heming;3.23;10.34;6.44;9.6;8.4
Iceland_BestaDeildKarla;Keflavik;KR Reykjavik;82.39;ALTA;18;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;Keflavik - KR Reykjavik;2.18;8.37;10.0;7.2;10.8
Iceland_BestaDeildKarla;Stjarnan;Akureyri;80.51;ALTA;18;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Stjarnan - Akureyri;1.09;11.82;9.47;9.6;7.2
USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;Ocean City;79.48;ALTA;20260630;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;Philadelphia Lone Star - Ocean City;4.5;11.33;1.65;10.8;8.4
Norway_2ndDivision_Group1;Sotra;Jerv;77.52;ALTA;13;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Sotra - Jerv;3.23;10.83;3.79;7.2;9.6
USA_USLLeagueTwo_Northeast;Seacoast Utd Phantoms;Black Rock;77.5;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Seacoast Utd Phantoms - Black Rock;2.0;8.86;5.45;9.6;9.6
Finland_Ykkonen;OLS Oulu;KuPS Akatemia;77.43;ALTA;14;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;OLS Oulu - KuPS Akatemia;3.27;11.36;10.0;8.4;9.6
Norway_3rdDivision_Group4;Varhaug;Odd 2;77.36;ALTA;13;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;Varhaug - Odd 2;2.77;10.34;10.0;7.2;10.8
Sweden_Division2_SodraSvealand;Ragsved;Forward;77.19;ALTA;15;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS;Ragsved - Forward;1.85;12.66;7.14;9.6;9.6
Norway_2ndDivision_Group2;Skeid;Trygg/Lade;76.08;ALTA;13;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Skeid - Trygg/Lade;1.85;9.85;10.0;6.0;12.0
USA_USLLeagueTwo_GreatForest;Erie Sports Center;Pittsburgh Riverhounds 2;76.0;ALTA;20260630;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;Erie Sports Center - Pittsburgh Riverhounds 2;4.0;4.14;5.79;10.8;7.2
Iceland_BestaDeildKarla;Thor Akureyri;Valur;74.28;MEDIA;18;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Thor Akureyri - Valur;3.82;5.42;9.09;7.2;8.4
Iceland_BestaDeildKarla;Hafnarfjordur;Vestmannaeyjar;74.13;MEDIA;18;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;Hafnarfjordur - Vestmannaeyjar;1.09;7.88;9.85;8.4;8.4
Sweden_Superettan;Sandviken;Helsingborg;73.71;MEDIA;15;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Sandviken - Helsingborg;0.4;10.13;9.79;7.2;8.4
Sweden_Division2_SodraSvealand;Karlslund;Fittja;71.89;MEDIA;15;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;Karlslund - Fittja;1.85;6.33;8.77;8.4;9.6
Finland_Ykkonen;KPV;Keski-Uusimaa;71.62;MEDIA;14;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;KPV - Keski-Uusimaa;3.27;4.92;5.37;10.8;7.2
Norway_2ndDivision_Group2;Follo;Levanger;71.25;MEDIA;13;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;Follo - Levanger;5.08;6.98;4.92;7.2;8.4
Sweden_Division1_Norra;Umeå;Jarfalla;69.61;MEDIA;15;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;Umeå - Jarfalla;0.4;8.44;8.77;7.2;9.6
Norway_3rdDivision_Group3;Varegg;V. Haugesund;67.96;MEDIA;13;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, alta tendenza BTTS;Varegg - V. Haugesund;4.62;6.45;7.2;6.0;8.4
Norway_2ndDivision_Group2;Stjordals Blink;Junkeren;67.39;MEDIA;13;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;Stjordals Blink - Junkeren;0.92;8.86;7.95;8.4;8.4
Sweden_Superettan;Landskrona;Värnamo;64.64;MEDIA;15;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo;Landskrona - Värnamo;4.4;9.29;10.0;6.0;7.2
USA_USLLeagueTwo_NorCal;Glens SC;San Francisco City;62.33;MEDIA;20260629;buon attacco trasferta, trend over recente trasferta, profilo over trasferta positivo;Glens SC - San Francisco City;2.57;5.32;4.55;6.0;8.4
Sweden_Division2_SodraSvealand;Orebro Syr.;Syrianska;61.28;MEDIA;15;difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo;Orebro Syr. - Syrianska;1.38;6.75;10.0;3.6;10.8
Sweden_Superettan;Norrkoping;Norrby;51.04;BASSA;15;buon attacco casa;Norrkoping - Norrby;4.0;9.71;6.49;2.4;6.0
Finland_Ykkosliiga;KaPa;JaPS;48.97;BASSA;13;difesa casa vulnerabile, trend over recente casa, profilo over casa positivo;KaPa - JaPS;1.33;5.91;5.05;7.2;4.0
