MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-09-22;Armenia_FirstLeague;Bentonit;Mika;86.79;ALTA;11;2026-09-21;Armenia_FirstLeague;Armenia_FirstLeague;seconda divisione armena;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;1.2;13.0;10.83;8.0;9.09;10.0;8.0;10.0;6.67;10.0;2.2.0
2026-09-22;Norway_3rdDivision_Group5;Skjetten;Skjervoy;82.91;ALTA;23;2026-09-21;Norway_3rdDivision_Group5;Norway_3rdDivision_Group5;;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;0.92;13.0;9.75;7.64;10.0;8.4;9.6;8.0;6.0;9.6;2.2.0
2026-09-22;Austria_Regionalliga_East;Traiskirchen;Kremser;77.76;ALTA;9;2026-09-21;Austria_Regionalliga_East;Austria_Regionalliga_East;;PRO: attacco casa positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte;2.8;13.0;8.44;8.0;6.49;8.57;6.86;6.67;7.5;9.43;2.2.0
2026-09-22;Armenia_FirstLeague;Ararat 2;Pyunik 2;73.64;MEDIA;11;2026-09-21;Armenia_FirstLeague;Armenia_FirstLeague;seconda divisione armena;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga | trend over trasferta non forte | BTTS basso: possibile partita a senso unico;2.4;7.09;10.13;7.27;7.79;9.6;6.86;6.67;10.0;5.83;2.2.0
2026-09-22;Romania_Liga2;FC ASA Tg. Mures;CS Din. Bucuresti;63.21;MEDIA;9;2026-09-21;Romania_Liga2;Romania_Liga2;;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;2.0;6.89;4.92;6.06;10.0;6.0;8.0;3.33;10.0;6.0;2.2.0
2026-09-22;Austria_Regionalliga_South;A. Klagenfurt;Donau Klagenfurt;63.16;MEDIA;10;2026-09-21;Austria_Regionalliga_South;Austria_Regionalliga_South;;PRO: attacco casa positivo | difesa trasferta vulnerabile || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;6.0;13.0;5.06;4.16;7.79;6.86;5.14;5.0;5.0;5.14;2.2.0
2026-09-22;Bhutan_PremierLeague;RTC;Tsirang;61.15;MEDIA;18;2026-09-21;Bhutan_PremierLeague;Bhutan_PremierLeague;;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;2.0;7.09;8.67;4.12;10.0;4.8;7.2;5.0;6.67;5.6;2.2.0
2026-09-22;Bosnia_PrvaLiga_RS;Leotar;Famos Vojkovici;60.82;MEDIA;8;2026-09-21;Bosnia_PrvaLiga_RS;Bosnia_PrvaLiga_RS;;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;2.77;13.0;7.09;1.82;7.27;8.0;4.8;6.67;5.0;4.4;2.2.0
2026-09-22;Armenia_FirstLeague;Sardarapat 2;Ararat-Armenia 2;57.67;BASSA;11;2026-09-21;Armenia_FirstLeague;Armenia_FirstLeague;seconda divisione armena;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;0.4;3.94;5.91;8.0;9.09;8.0;4.0;10.0;3.33;5.0;2.2.0
2026-09-22;Romania_Liga2;CSC Dumbravita;CSM Resita;51.61;BASSA;9;2026-09-21;Romania_Liga2;Romania_Liga2;;PRO: attacco trasferta positivo | difesa casa vulnerabile | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;3.43;4.22;8.86;7.27;5.3;3.43;6.0;0.0;6.67;6.43;2.2.0
