Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Portland Bangers;1;1;0;0;3;0;3;3;3.0
1;2;Ballard;1;1;0;0;3;2;1;3;3.0
1;3;Midlakes United;1;0;0;1;2;3;-1;0;0.0
1;4;FC Olympia;1;0;0;1;0;3;-3;0;0.0
2;1;Portland Bangers;1;1;0;0;3;0;3;3;3.0
2;2;Ballard;1;1;0;0;3;2;1;3;3.0
2;3;Tacoma Stars;1;0;1;0;0;0;0;1;1.0
2;4;West Seattle Junction;1;0;1;0;0;0;0;1;1.0
2;5;Midlakes United;1;0;0;1;2;3;-1;0;0.0
2;6;FC Olympia;1;0;0;1;0;3;-3;0;0.0
3;1;Ballard;2;2;0;0;6;2;4;6;3.0
3;2;Portland Bangers;1;1;0;0;3;0;3;3;3.0
3;3;Tacoma Stars;1;0;1;0;0;0;0;1;1.0
3;4;West Seattle Junction;1;0;1;0;0;0;0;1;1.0
3;5;Midlakes United;1;0;0;1;2;3;-1;0;0.0
3;6;FC Olympia;2;0;0;2;0;6;-6;0;0.0
4;1;Ballard;2;2;0;0;6;2;4;6;3.0
4;2;Portland Bangers;2;2;0;0;4;0;4;6;3.0
4;3;Tacoma Stars;1;0;1;0;0;0;0;1;1.0
4;4;West Seattle Junction;1;0;1;0;0;0;0;1;1.0
4;5;Midlakes United;1;0;0;1;2;3;-1;0;0.0
4;6;Snohomish United;1;0;0;1;0;1;-1;0;0.0
4;7;FC Olympia;2;0;0;2;0;6;-6;0;0.0
5;1;Ballard;2;2;0;0;6;2;4;6;3.0
5;2;Portland Bangers;2;2;0;0;4;0;4;6;3.0
5;3;Midlakes United;2;1;0;1;5;3;2;3;1.5
5;4;Tacoma Stars;1;0;1;0;0;0;0;1;1.0
5;5;West Seattle Junction;1;0;1;0;0;0;0;1;1.0
5;6;Snohomish United;1;0;0;1;0;1;-1;0;0.0
5;7;FC Olympia;3;0;0;3;0;9;-9;0;0.0
6;1;Portland Bangers;3;3;0;0;7;1;6;9;3.0
6;2;Ballard;2;2;0;0;6;2;4;6;3.0
6;3;Midlakes United;2;1;0;1;5;3;2;3;1.5
6;4;Tacoma Stars;1;0;1;0;0;0;0;1;1.0
6;5;West Seattle Junction;2;0;1;1;1;3;-2;1;0.5
6;6;Snohomish United;1;0;0;1;0;1;-1;0;0.0
6;7;FC Olympia;3;0;0;3;0;9;-9;0;0.0
7;1;Portland Bangers;3;3;0;0;7;1;6;9;3.0
7;2;Ballard;2;2;0;0;6;2;4;6;3.0
7;3;Midlakes United;3;1;1;1;6;4;2;4;1.333
7;4;Snohomish United;2;1;0;1;2;2;0;3;1.5
7;5;Tacoma Stars;2;0;2;0;1;1;0;2;1.0
7;6;West Seattle Junction;2;0;1;1;1;3;-2;1;0.5
7;7;FC Olympia;4;0;0;4;1;11;-10;0;0.0
8;1;Portland Bangers;3;3;0;0;7;1;6;9;3.0
8;2;Ballard;2;2;0;0;6;2;4;6;3.0
8;3;Midlakes United;3;1;1;1;6;4;2;4;1.333
8;4;Snohomish United;2;1;0;1;2;2;0;3;1.5
8;5;Tacoma Stars;2;0;2;0;1;1;0;2;1.0
8;6;West Seattle Junction;3;0;2;1;3;5;-2;2;0.667
8;7;Bigfoot;1;0;1;0;2;2;0;1;1.0
8;8;FC Olympia;4;0;0;4;1;11;-10;0;0.0
9;1;Portland Bangers;4;4;0;0;9;2;7;12;3.0
9;2;Ballard;2;2;0;0;6;2;4;6;3.0
9;3;Midlakes United;3;1;1;1;6;4;2;4;1.333
9;4;Snohomish United;2;1;0;1;2;2;0;3;1.5
9;5;FC Olympia;5;1;0;4;3;12;-9;3;0.6
9;6;Tacoma Stars;3;0;2;1;2;3;-1;2;0.667
9;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
9;8;Bigfoot;1;0;1;0;2;2;0;1;1.0
10;1;Portland Bangers;4;4;0;0;9;2;7;12;3.0
10;2;Midlakes United;4;2;1;1;12;5;7;7;1.75
10;3;Ballard;2;2;0;0;6;2;4;6;3.0
10;4;Snohomish United;2;1;0;1;2;2;0;3;1.5
10;5;FC Olympia;5;1;0;4;3;12;-9;3;0.6
10;6;Tacoma Stars;3;0;2;1;2;3;-1;2;0.667
10;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
10;8;Bigfoot;2;0;1;1;3;8;-5;1;0.5
11;1;Portland Bangers;4;4;0;0;9;2;7;12;3.0
11;2;Midlakes United;4;2;1;1;12;5;7;7;1.75
11;3;Ballard;2;2;0;0;6;2;4;6;3.0
11;4;Tacoma Stars;4;1;2;1;6;4;2;5;1.25
11;5;Snohomish United;2;1;0;1;2;2;0;3;1.5
11;6;FC Olympia;6;1;0;5;4;16;-12;3;0.5
11;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
11;8;Bigfoot;2;0;1;1;3;8;-5;1;0.5
12;1;Portland Bangers;4;4;0;0;9;2;7;12;3.0
12;2;Ballard;3;3;0;0;8;2;6;9;3.0
12;3;Midlakes United;5;2;1;2;12;7;5;7;1.4
12;4;Tacoma Stars;4;1;2;1;6;4;2;5;1.25
12;5;Snohomish United;2;1;0;1;2;2;0;3;1.5
12;6;FC Olympia;6;1;0;5;4;16;-12;3;0.5
12;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
12;8;Bigfoot;2;0;1;1;3;8;-5;1;0.5
13;1;Portland Bangers;5;5;0;0;13;5;8;15;3.0
13;2;Ballard;3;3;0;0;8;2;6;9;3.0
13;3;Midlakes United;5;2;1;2;12;7;5;7;1.4
13;4;Snohomish United;3;2;0;1;7;5;2;6;2.0
13;5;Tacoma Stars;5;1;2;2;9;8;1;5;1.0
13;6;FC Olympia;6;1;0;5;4;16;-12;3;0.5
13;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
13;8;Bigfoot;3;0;1;2;6;13;-7;1;0.333
14;1;Portland Bangers;5;5;0;0;13;5;8;15;3.0
14;2;Ballard;4;4;0;0;10;3;7;12;3.0
14;3;Midlakes United;5;2;1;2;12;7;5;7;1.4
14;4;Snohomish United;3;2;0;1;7;5;2;6;2.0
14;5;Tacoma Stars;5;1;2;2;9;8;1;5;1.0
14;6;FC Olympia;7;1;0;6;5;18;-13;3;0.429
14;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
14;8;Bigfoot;3;0;1;2;6;13;-7;1;0.333
15;1;Portland Bangers;6;6;0;0;15;6;9;18;3.0
15;2;Ballard;4;4;0;0;10;3;7;12;3.0
15;3;Midlakes United;6;2;1;3;13;9;4;7;1.167
15;4;Snohomish United;3;2;0;1;7;5;2;6;2.0
15;5;Tacoma Stars;5;1;2;2;9;8;1;5;1.0
15;6;FC Olympia;7;1;0;6;5;18;-13;3;0.429
15;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
15;8;Bigfoot;3;0;1;2;6;13;-7;1;0.333
16;1;Portland Bangers;6;6;0;0;15;6;9;18;3.0
16;2;Ballard;5;4;1;0;11;4;7;13;2.6
16;3;Midlakes United;6;2;1;3;13;9;4;7;1.167
16;4;Snohomish United;3;2;0;1;7;5;2;6;2.0
16;5;Tacoma Stars;6;1;3;2;10;9;1;6;1.0
16;6;FC Olympia;7;1;0;6;5;18;-13;3;0.429
16;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
16;8;Bigfoot;3;0;1;2;6;13;-7;1;0.333
17;1;Portland Bangers;6;6;0;0;15;6;9;18;3.0
17;2;Ballard;5;4;1;0;11;4;7;13;2.6
17;3;Snohomish United;4;3;0;1;9;6;3;9;2.25
17;4;Midlakes United;7;2;1;4;14;11;3;7;1.0
17;5;Tacoma Stars;6;1;3;2;10;9;1;6;1.0
17;6;FC Olympia;8;2;0;6;8;18;-10;6;0.75
17;7;West Seattle Junction;4;0;2;2;4;7;-3;2;0.5
17;8;Bigfoot;4;0;1;3;6;16;-10;1;0.25
18;1;Portland Bangers;7;6;0;1;16;9;7;18;2.571
18;2;Ballard;6;5;1;0;14;5;9;16;2.667
18;3;Snohomish United;4;3;0;1;9;6;3;9;2.25
18;4;Midlakes United;8;2;1;5;14;14;0;7;0.875
18;5;Tacoma Stars;6;1;3;2;10;9;1;6;1.0
18;6;FC Olympia;8;2;0;6;8;18;-10;6;0.75
18;7;West Seattle Junction;5;1;2;2;7;7;0;5;1.0
18;8;Bigfoot;4;0;1;3;6;16;-10;1;0.25
19;1;Portland Bangers;7;6;0;1;16;9;7;18;2.571
19;2;Ballard;6;5;1;0;14;5;9;16;2.667
19;3;Snohomish United;5;4;0;1;14;6;8;12;2.4
19;4;Tacoma Stars;7;2;3;2;13;9;4;9;1.286
19;5;Midlakes United;8;2;1;5;14;14;0;7;0.875
19;6;FC Olympia;9;2;0;7;8;23;-15;6;0.667
19;7;West Seattle Junction;5;1;2;2;7;7;0;5;1.0
19;8;Bigfoot;5;0;1;4;6;19;-13;1;0.2
20;1;Portland Bangers;7;6;0;1;16;9;7;18;2.571
20;2;Ballard;7;5;1;1;14;7;7;16;2.286
20;3;Snohomish United;6;5;0;1;16;6;10;15;2.5
20;4;Tacoma Stars;7;2;3;2;13;9;4;9;1.286
20;5;Midlakes United;8;2;1;5;14;14;0;7;0.875
20;6;FC Olympia;9;2;0;7;8;23;-15;6;0.667
20;7;West Seattle Junction;5;1;2;2;7;7;0;5;1.0
20;8;Bigfoot;5;0;1;4;6;19;-13;1;0.2
21;1;Portland Bangers;7;6;0;1;16;9;7;18;2.571
21;2;Ballard;7;5;1;1;14;7;7;16;2.286
21;3;Snohomish United;6;5;0;1;16;6;10;15;2.5
21;4;Tacoma Stars;8;3;3;2;18;13;5;12;1.5
21;5;Midlakes United;9;3;1;5;16;15;1;10;1.111
21;6;FC Olympia;10;2;0;8;12;28;-16;6;0.6
21;7;West Seattle Junction;6;1;2;3;8;9;-1;5;0.833
21;8;Bigfoot;5;0;1;4;6;19;-13;1;0.2
22;1;Ballard;8;6;1;1;16;7;9;19;2.375
22;2;Snohomish United;7;6;0;1;19;8;11;18;2.571
22;3;Portland Bangers;8;6;0;2;16;11;5;18;2.25
22;4;Tacoma Stars;8;3;3;2;18;13;5;12;1.5
22;5;Midlakes United;9;3;1;5;16;15;1;10;1.111
22;6;FC Olympia;11;2;1;8;13;29;-16;7;0.636
22;7;West Seattle Junction;7;1;2;4;10;12;-2;5;0.714
22;8;Bigfoot;6;0;2;4;7;20;-13;2;0.333
23;1;Ballard;9;7;1;1;22;8;14;22;2.444
23;2;Snohomish United;7;6;0;1;19;8;11;18;2.571
23;3;Portland Bangers;8;6;0;2;16;11;5;18;2.25
23;4;Tacoma Stars;8;3;3;2;18;13;5;12;1.5
23;5;Midlakes United;9;3;1;5;16;15;1;10;1.111
23;6;FC Olympia;11;2;1;8;13;29;-16;7;0.636
23;7;West Seattle Junction;7;1;2;4;10;12;-2;5;0.714
23;8;Bigfoot;7;0;2;5;8;26;-18;2;0.286
24;1;Ballard;9;7;1;1;22;8;14;22;2.444
24;2;Snohomish United;8;7;0;1;23;8;15;21;2.625
24;3;Portland Bangers;9;6;0;3;16;15;1;18;2.0
24;4;Tacoma Stars;8;3;3;2;18;13;5;12;1.5
24;5;Midlakes United;9;3;1;5;16;15;1;10;1.111
24;6;FC Olympia;11;2;1;8;13;29;-16;7;0.636
24;7;West Seattle Junction;7;1;2;4;10;12;-2;5;0.714
24;8;Bigfoot;7;0;2;5;8;26;-18;2;0.286
25;1;Ballard;9;7;1;1;22;8;14;22;2.444
25;2;Snohomish United;8;7;0;1;23;8;15;21;2.625
25;3;Portland Bangers;9;6;0;3;16;15;1;18;2.0
25;4;Tacoma Stars;9;3;3;3;19;16;3;12;1.333
25;5;Midlakes United;10;3;1;6;17;18;-1;10;1.0
25;6;FC Olympia;12;3;1;8;16;30;-14;10;0.833
25;7;West Seattle Junction;7;1;2;4;10;12;-2;5;0.714
25;8;Bigfoot;8;1;2;5;11;27;-16;5;0.625
26;1;Ballard;10;8;1;1;24;9;15;25;2.5
26;2;Snohomish United;8;7;0;1;23;8;15;21;2.625
26;3;Portland Bangers;9;6;0;3;16;15;1;18;2.0
26;4;Tacoma Stars;9;3;3;3;19;16;3;12;1.333
26;5;Midlakes United;10;3;1;6;17;18;-1;10;1.0
26;6;FC Olympia;12;3;1;8;16;30;-14;10;0.833
26;7;West Seattle Junction;8;1;2;5;11;14;-3;5;0.625
26;8;Bigfoot;8;1;2;5;11;27;-16;5;0.625
27;1;Ballard;10;8;1;1;24;9;15;25;2.5
27;2;Snohomish United;9;8;0;1;27;8;19;24;2.667
27;3;Portland Bangers;9;6;0;3;16;15;1;18;2.0
27;4;Tacoma Stars;9;3;3;3;19;16;3;12;1.333
27;5;Midlakes United;11;3;1;7;17;22;-5;10;0.909
27;6;FC Olympia;12;3;1;8;16;30;-14;10;0.833
27;7;West Seattle Junction;8;1;2;5;11;14;-3;5;0.625
27;8;Bigfoot;8;1;2;5;11;27;-16;5;0.625
28;1;Ballard;11;9;1;1;27;10;17;28;2.545
28;2;Snohomish United;10;9;0;1;30;8;22;27;2.7
28;3;Portland Bangers;9;6;0;3;16;15;1;18;2.0
28;4;Tacoma Stars;9;3;3;3;19;16;3;12;1.333
28;5;Midlakes United;11;3;1;7;17;22;-5;10;0.909
28;6;FC Olympia;12;3;1;8;16;30;-14;10;0.833
28;7;West Seattle Junction;9;1;2;6;12;17;-5;5;0.556
28;8;Bigfoot;9;1;2;6;11;30;-19;5;0.556
29;1;Ballard;11;9;1;1;27;10;17;28;2.545
29;2;Snohomish United;10;9;0;1;30;8;22;27;2.7
29;3;Portland Bangers;10;7;0;3;18;15;3;21;2.1
29;4;Tacoma Stars;10;3;3;4;20;18;2;12;1.2
29;5;Midlakes United;11;3;1;7;17;22;-5;10;0.909
29;6;FC Olympia;12;3;1;8;16;30;-14;10;0.833
29;7;West Seattle Junction;10;2;2;6;14;18;-4;8;0.8
29;8;Bigfoot;10;1;2;7;11;32;-21;5;0.5
30;1;Snohomish United;11;10;0;1;32;9;23;30;2.727
30;2;Ballard;11;9;1;1;27;10;17;28;2.545
30;3;Portland Bangers;11;8;0;3;20;15;5;24;2.182
30;4;Tacoma Stars;11;3;3;5;21;20;1;12;1.091
30;5;Midlakes United;11;3;1;7;17;22;-5;10;0.909
30;6;FC Olympia;13;3;1;9;16;32;-16;10;0.769
30;7;West Seattle Junction;11;2;3;6;17;21;-4;9;0.818
30;8;Bigfoot;11;1;3;7;14;35;-21;6;0.545
