Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Louisville City 2;1;1;0;0;5;1;4;3;3.0
1;2;Dayton;1;0;0;1;1;5;-4;0;0.0
2;1;Louisville City 2;1;1;0;0;5;1;4;3;3.0
2;2;West Virginia;1;1;0;0;2;0;2;3;3.0
2;3;Kings Hammer Columbus;1;0;0;1;0;2;-2;0;0.0
2;4;Dayton;1;0;0;1;1;5;-4;0;0.0
3;1;West Virginia;2;2;0;0;4;0;4;6;3.0
3;2;Louisville City 2;2;1;0;1;5;3;2;3;1.5
3;3;Kings Hammer Columbus;1;0;0;1;0;2;-2;0;0.0
3;4;Dayton;1;0;0;1;1;5;-4;0;0.0
4;1;West Virginia;3;3;0;0;6;1;5;9;3.0
4;2;Louisville City 2;2;1;0;1;5;3;2;3;1.5
4;3;Northern Indiana;1;0;0;1;1;2;-1;0;0.0
4;4;Kings Hammer Columbus;1;0;0;1;0;2;-2;0;0.0
4;5;Dayton;1;0;0;1;1;5;-4;0;0.0
5;1;West Virginia;3;3;0;0;6;1;5;9;3.0
5;2;Louisville City 2;3;2;0;1;11;3;8;6;2.0
5;3;Northern Indiana;1;0;0;1;1;2;-1;0;0.0
5;4;Kings Hammer Columbus;1;0;0;1;0;2;-2;0;0.0
5;5;Dayton;1;0;0;1;1;5;-4;0;0.0
5;6;Toledo Villa;1;0;0;1;0;6;-6;0;0.0
6;1;Louisville City 2;4;3;0;1;14;5;9;9;2.25
6;2;West Virginia;3;3;0;0;6;1;5;9;3.0
6;3;Northern Indiana;1;0;0;1;1;2;-1;0;0.0
6;4;Kings Hammer Columbus;1;0;0;1;0;2;-2;0;0.0
6;5;Dayton;2;0;0;2;3;8;-5;0;0.0
6;6;Toledo Villa;1;0;0;1;0;6;-6;0;0.0
7;1;Louisville City 2;4;3;0;1;14;5;9;9;2.25
7;2;West Virginia;3;3;0;0;6;1;5;9;3.0
7;3;Kings Hammer Columbus;2;1;0;1;3;3;0;3;1.5
7;4;Northern Indiana;2;0;0;2;2;5;-3;0;0.0
7;5;Dayton;2;0;0;2;3;8;-5;0;0.0
7;6;Toledo Villa;1;0;0;1;0;6;-6;0;0.0
8;1;West Virginia;4;4;0;0;9;2;7;12;3.0
8;2;Louisville City 2;4;3;0;1;14;5;9;9;2.25
8;3;Kings Hammer Columbus;2;1;0;1;3;3;0;3;1.5
8;4;Northern Indiana;2;0;0;2;2;5;-3;0;0.0
8;5;Dayton;2;0;0;2;3;8;-5;0;0.0
8;6;Toledo Villa;2;0;0;2;1;9;-8;0;0.0
9;1;West Virginia;4;4;0;0;9;2;7;12;3.0
9;2;Louisville City 2;5;3;0;2;14;7;7;9;1.8
