Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
9;1;Paro;8;6;1;1;31;7;24;19;2.375
9;2;Transport United;9;6;0;3;13;11;2;18;2.0
9;3;Thimphu City;8;5;2;1;19;6;13;17;2.125
9;4;RTC;9;4;2;3;11;11;0;14;1.556
9;5;Thimphu FC;8;4;1;3;9;9;0;13;1.625
9;6;Tsirang;9;3;2;4;14;15;-1;11;1.222
9;7;BFF Academy U19;8;3;1;4;15;17;-2;10;1.25
9;8;Drukpa;8;2;3;3;13;10;3;9;1.125
9;9;Tensung;8;1;2;5;3;15;-12;5;0.625
9;10;Ugyen Academy;9;1;0;8;7;34;-27;3;0.333
