Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
5;1;Hajduk Split;4;4;0;0;11;0;11;12;3.0
5;2;Rijeka;4;2;2;0;8;4;4;8;2.0
5;3;Osijek;4;2;0;2;8;10;-2;6;1.5
5;4;Varazdin;3;1;2;0;4;2;2;5;1.667
5;5;Istra 1961;4;1;2;1;7;7;0;5;1.25
5;6;Din. Zagabria;3;1;1;1;5;6;-1;4;1.333
5;7;Slaven Belupo;4;1;1;2;4;7;-3;4;1.0
5;8;Gorica;3;0;2;1;2;3;-1;2;0.667
5;9;Lok. Zagreb;3;0;1;2;2;5;-3;1;0.333
5;10;Rudes;4;0;1;3;4;11;-7;1;0.25
