Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
7;1;Red Star;7;4;2;1;9;7;2;14;2.0
7;2;St. Etienne;6;4;1;1;15;8;7;13;2.167
7;3;Reims;7;3;4;0;15;9;6;13;1.857
7;4;Montpellier;7;3;3;1;6;5;1;12;1.714
7;5;Nancy;7;3;1;3;8;7;1;10;1.429
7;6;Annecy;7;3;1;3;9;9;0;10;1.429
7;7;Sochaux;7;2;4;1;4;5;-1;10;1.429
7;8;Metz;6;2;3;1;9;6;3;9;1.5
7;9;Dijon;7;2;3;2;10;10;0;9;1.286
7;10;Grenoble;6;2;2;2;8;7;1;8;1.333
7;11;Pau FC;7;2;2;3;6;6;0;8;1.143
7;12;Dunkerque;7;2;2;3;10;12;-2;8;1.143
7;13;Guingamp;7;2;2;3;10;12;-2;8;1.143
7;14;Nantes;6;2;1;3;7;8;-1;7;1.167
7;15;Clermont;7;0;6;1;4;6;-2;6;0.857
7;16;Boulogne;7;0;5;2;3;5;-2;5;0.714
7;17;Rodez;6;1;1;4;9;14;-5;4;0.667
7;18;Laval;6;1;1;4;7;13;-6;4;0.667
