Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
19;1;Tammeka U21;18;11;2;5;50;34;16;35;1.944
19;2;Parnu JK Vaprus U21;18;10;2;6;53;37;16;32;1.778
19;3;Narva U21;18;10;2;6;44;28;16;32;1.778
19;4;Johvi Phoenix;18;10;1;7;47;46;1;31;1.722
19;5;Levadia U19;18;9;2;7;43;34;9;29;1.611
19;6;Tulevik;17;9;1;7;44;35;9;28;1.647
19;7;Tabasalu;17;9;0;8;29;40;-11;27;1.588
19;8;Tartu Kalev;19;8;1;10;49;42;7;25;1.316
19;9;Tallinna Kalev U21;18;4;2;12;38;41;-3;14;0.778
19;10;Legion;17;2;1;14;15;75;-60;7;0.412
