Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
21;1;Fort Lauderdale;12;10;1;1;22;4;18;31;2.583
21;2;Lakeland United;12;7;1;4;22;15;7;22;1.833
21;3;Miami;12;5;3;4;19;20;-1;18;1.5
21;4;Weston;12;5;1;6;21;18;3;16;1.333
21;5;Brevard SC;14;4;2;8;24;33;-9;14;1.0
21;6;Miami City;12;1;3;8;13;30;-17;6;0.5
21;7;Inter Gainesville;2;1;0;1;3;2;1;3;1.5
21;8;Miami AC;1;1;0;0;3;2;1;3;3.0
21;9;Brave SC;1;1;0;0;2;1;1;3;3.0
21;10;Weston FC FC;2;0;1;1;2;3;-1;1;0.5
21;11;Brevard;1;0;0;1;2;3;-1;0;0.0
21;12;Nona;1;0;0;1;0;2;-2;0;0.0
