Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Norrkoping;1;1;0;0;6;0;6;3;3.0
1;2;Sundsvall;1;1;0;0;3;2;1;3;3.0
1;3;Östersund;1;1;0;0;2;1;1;3;3.0
1;4;Brage;1;1;0;0;1;0;1;3;3.0
1;5;Örebro;1;1;0;0;1;0;1;3;3.0
1;6;Oddevold;1;0;1;0;2;2;0;1;1.0
1;7;Sandviken;1;0;1;0;2;2;0;1;1.0
1;8;Falkenberg;1;0;1;0;1;1;0;1;1.0
1;9;Ljungskile;1;0;1;0;1;1;0;1;1.0
1;10;Nordic United;1;0;0;1;2;3;-1;0;0.0
1;11;Varberg;1;0;0;1;1;2;-1;0;0.0
1;12;Landskrona;1;0;0;1;0;1;-1;0;0.0
1;13;Norrby;1;0;0;1;0;1;-1;0;0.0
1;14;Värnamo;1;0;0;1;0;6;-6;0;0.0
2;1;Norrkoping;2;2;0;0;7;0;7;6;3.0
2;2;Oddevold;2;1;1;0;6;5;1;4;2.0
2;3;Falkenberg;2;1;1;0;3;2;1;4;2.0
2;4;Östersund;2;1;1;0;3;2;1;4;2.0
2;5;Örebro;2;1;1;0;1;0;1;4;2.0
2;6;Nordic United;2;1;0;1;5;4;1;3;1.5
2;7;Brage;2;1;0;1;4;4;0;3;1.5
2;8;Sundsvall;2;1;0;1;3;5;-2;3;1.5
2;9;Värnamo;2;1;0;1;3;6;-3;3;1.5
2;10;Sandviken;2;0;2;0;4;4;0;2;1.0
2;11;Öster;1;0;1;0;0;0;0;1;1.0
2;12;Varberg;2;0;1;1;3;4;-1;1;0.5
2;13;Ljungskile;2;0;1;1;1;2;-1;1;0.5
2;14;Norrby;2;0;1;1;1;2;-1;1;0.5
2;15;Helsingborg;1;0;0;1;1;3;-2;0;0.0
2;16;Landskrona;2;0;0;2;1;3;-2;0;0.0
3;1;Örebro;3;2;1;0;3;1;2;7;2.333
3;2;Norrkoping;3;2;0;1;8;2;6;6;2.0
3;3;Brage;3;2;0;1;6;5;1;6;2.0
3;4;Värnamo;3;2;0;1;4;6;-2;6;2.0
3;5;Falkenberg;3;1;2;0;5;4;1;5;1.667
3;6;Varberg;3;1;1;1;7;5;2;4;1.333
3;7;Öster;2;1;1;0;2;1;1;4;2.0
3;8;Oddevold;3;1;1;1;7;7;0;4;1.333
3;9;Östersund;3;1;1;1;4;4;0;4;1.333
3;10;Helsingborg;2;1;0;1;3;4;-1;3;1.5
3;11;Landskrona;3;1;0;2;2;3;-1;3;1.0
3;12;Nordic United;3;1;0;2;6;8;-2;3;1.0
3;13;Sundsvall;3;1;0;2;4;7;-3;3;1.0
3;14;Sandviken;3;0;2;1;4;5;-1;2;0.667
3;15;Norrby;3;0;2;1;3;4;-1;2;0.667
3;16;Ljungskile;3;0;1;2;1;3;-2;1;0.333
4;1;Värnamo;4;3;0;1;7;7;0;9;2.25
4;2;Falkenberg;4;2;2;0;6;4;2;8;2.0
4;3;Örebro;4;2;2;0;4;2;2;8;2.0
4;4;Öster;3;2;1;0;3;1;2;7;2.333
4;5;Brage;4;2;1;1;8;7;1;7;1.75
4;6;Norrkoping;4;2;0;2;9;5;4;6;1.5
4;7;Landskrona;4;2;0;2;5;4;1;6;1.5
4;8;Nordic United;4;2;0;2;8;9;-1;6;1.5
4;9;Varberg;4;1;2;1;9;7;2;5;1.25
4;10;Ljungskile;4;1;1;2;5;4;1;4;1.0
4;11;Östersund;4;1;1;2;4;5;-1;4;1.0
4;12;Oddevold;4;1;1;2;8;10;-2;4;1.0
4;13;Norrby;4;0;3;1;4;5;-1;3;0.75
4;14;Helsingborg;3;1;0;2;4;8;-4;3;1.0
4;15;Sundsvall;4;1;0;3;4;8;-4;3;0.75
4;16;Sandviken;4;0;2;2;5;7;-2;2;0.5
5;1;Falkenberg;5;3;2;0;7;4;3;11;2.2
5;2;Örebro;5;2;3;0;4;2;2;9;1.8
5;3;Nordic United;5;3;0;2;10;9;1;9;1.8
5;4;Värnamo;5;3;0;2;9;10;-1;9;1.8
5;5;Öster;4;2;2;0;5;3;2;8;2.0
5;6;Landskrona;5;2;1;2;7;6;1;7;1.4
5;7;Oddevold;5;2;1;2;11;11;0;7;1.4
5;8;Östersund;5;2;1;2;7;7;0;7;1.4
5;9;Brage;5;2;1;2;8;9;-1;7;1.4
5;10;Norrkoping;5;2;0;3;9;6;3;6;1.2
5;11;Varberg;5;1;3;1;9;7;2;6;1.2
5;12;Helsingborg;4;2;0;2;6;8;-2;6;1.5
5;13;Norrby;5;0;4;1;6;7;-1;4;0.8
5;14;Ljungskile;5;1;1;3;5;6;-1;4;0.8
5;15;Sandviken;5;0;3;2;7;9;-2;3;0.6
5;16;Sundsvall;5;1;0;4;5;11;-6;3;0.6
6;1;Nordic United;6;4;0;2;14;11;3;12;2.0
6;2;Falkenberg;6;3;3;0;9;6;3;12;2.0
6;3;Brage;6;3;1;2;11;9;2;10;1.667
6;4;Norrkoping;6;3;0;3;12;7;5;9;1.5
6;5;Varberg;6;2;3;1;12;9;3;9;1.5
6;6;Örebro;6;2;3;1;4;5;-1;9;1.5
6;7;Värnamo;6;3;0;3;11;13;-2;9;1.5
6;8;Landskrona;6;2;2;2;8;7;1;8;1.333
6;9;Oddevold;6;2;2;2;12;12;0;8;1.333
6;10;Östersund;6;2;2;2;9;9;0;8;1.333
6;11;Öster;5;2;2;1;7;7;0;8;1.6
6;12;Helsingborg;5;2;1;2;9;11;-2;7;1.4
6;13;Sandviken;6;1;3;2;8;9;-1;6;1.0
6;14;Norrby;6;0;5;1;9;10;-1;5;0.833
6;15;Ljungskile;6;1;1;4;5;7;-2;4;0.667
6;16;Sundsvall;6;1;0;5;6;14;-8;3;0.5
7;1;Nordic United;7;4;1;2;15;12;3;13;1.857
7;2;Varberg;7;3;3;1;15;9;6;12;1.714
7;3;Falkenberg;7;3;3;1;9;9;0;12;1.714
7;4;Örebro;7;3;3;1;5;5;0;12;1.714
7;5;Östersund;7;3;2;2;13;11;2;11;1.571
7;6;Öster;6;3;2;1;8;7;1;11;1.833
7;7;Norrkoping;7;3;1;3;13;8;5;10;1.429
7;8;Brage;7;3;1;3;13;13;0;10;1.429
7;9;Landskrona;7;2;3;2;9;8;1;9;1.286
7;10;Oddevold;7;2;3;2;14;14;0;9;1.286
7;11;Värnamo;7;3;0;4;11;14;-3;9;1.286
7;12;Helsingborg;6;2;2;2;11;13;-2;8;1.333
7;13;Ljungskile;7;2;1;4;6;7;-1;7;1.0
7;14;Norrby;7;0;6;1;10;11;-1;6;0.857
7;15;Sandviken;7;1;3;3;8;10;-2;6;0.857
7;16;Sundsvall;7;1;0;6;6;15;-9;3;0.429
8;1;Varberg;8;4;3;1;18;10;8;15;1.875
8;2;Falkenberg;8;4;3;1;13;10;3;15;1.875
8;3;Östersund;8;4;2;2;15;12;3;14;1.75
8;4;Nordic United;8;4;1;3;16;16;0;13;1.625
8;5;Oddevold;8;3;3;2;18;15;3;12;1.5
8;6;Örebro;8;3;3;2;6;9;-3;12;1.5
8;7;Norrkoping;8;3;2;3;13;8;5;11;1.375
8;8;Brage;8;3;2;3;13;13;0;11;1.375
8;9;Öster;7;3;2;2;9;11;-2;11;1.571
8;10;Ljungskile;8;3;1;4;10;8;2;10;1.25
8;11;Värnamo;8;3;1;4;13;16;-3;10;1.25
8;12;Landskrona;8;2;3;3;10;10;0;9;1.125
8;13;Helsingborg;7;2;2;3;12;16;-4;8;1.143
8;14;Norrby;8;0;7;1;12;13;-1;7;0.875
8;15;Sandviken;8;1;3;4;9;12;-3;6;0.75
8;16;Sundsvall;8;2;0;6;8;16;-8;6;0.75
9;1;Varberg;9;5;3;1;19;10;9;18;2.0
9;2;Falkenberg;9;5;3;1;16;11;5;18;2.0
9;3;Nordic United;9;5;1;3;17;16;1;16;1.778
9;4;Oddevold;9;4;3;2;19;15;4;15;1.667
9;5;Norrkoping;9;4;2;3;15;8;7;14;1.556
9;6;Östersund;9;4;2;3;15;13;2;14;1.556
9;7;Landskrona;9;3;3;3;11;10;1;12;1.333
9;8;Örebro;9;3;3;3;7;11;-4;12;1.333
9;9;Brage;9;3;2;4;13;14;-1;11;1.222
9;10;Helsingborg;8;3;2;3;14;17;-3;11;1.375
9;11;Öster;8;3;2;3;9;13;-4;11;1.375
9;12;Ljungskile;9;3;1;5;11;10;1;10;1.111
9;13;Norrby;9;1;7;1;14;14;0;10;1.111
9;14;Värnamo;9;3;1;5;14;19;-5;10;1.111
9;15;Sandviken;9;1;3;5;9;13;-4;6;0.667
9;16;Sundsvall;9;2;0;7;8;17;-9;6;0.667
10;1;Varberg;10;6;3;1;22;11;11;21;2.1
10;2;Falkenberg;10;6;3;1;18;12;6;21;2.1
10;3;Nordic United;10;6;1;3;19;16;3;19;1.9
10;4;Norrkoping;10;5;2;3;17;8;9;17;1.7
10;5;Östersund;10;5;2;3;18;15;3;17;1.7
10;6;Oddevold;10;4;3;3;20;17;3;15;1.5
10;7;Öster;9;4;2;3;11;14;-3;14;1.556
10;8;Landskrona;10;3;4;3;13;12;1;13;1.3
10;9;Brage;10;3;3;4;15;16;-1;12;1.2
10;10;Örebro;10;3;3;4;9;14;-5;12;1.2
10;11;Helsingborg;9;3;2;4;14;19;-5;11;1.222
10;12;Norrby;10;1;7;2;15;16;-1;10;1.0
10;13;Ljungskile;10;3;1;6;12;13;-1;10;1.0
10;14;Värnamo;10;3;1;6;14;21;-7;10;1.0
10;15;Sandviken;10;2;3;5;12;13;-1;9;0.9
10;16;Sundsvall;10;2;0;8;8;20;-12;6;0.6
11;1;Varberg;11;7;3;1;24;11;13;24;2.182
11;2;Falkenberg;11;6;3;2;20;16;4;21;1.909
11;3;Norrkoping;11;6;2;3;19;9;10;20;1.818
11;4;Nordic United;11;6;2;3;20;17;3;20;1.818
11;5;Östersund;11;5;3;3;19;16;3;18;1.636
11;6;Öster;10;5;2;3;14;14;0;17;1.7
11;7;Landskrona;11;4;4;3;16;12;4;16;1.455
11;8;Oddevold;11;4;3;4;21;19;2;15;1.364
11;9;Brage;11;3;4;4;17;18;-1;13;1.182
11;10;Sandviken;11;3;3;5;16;15;1;12;1.091
11;11;Örebro;11;3;3;5;9;15;-6;12;1.091
11;12;Ljungskile;11;3;2;6;14;15;-1;11;1.0
