Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
2;1;Offenbach;2;2;0;0;4;1;3;6;3.0
2;2;Freiberg;1;1;0;0;5;0;5;3;3.0
2;3;Kassel;1;1;0;0;3;0;3;3;3.0
2;4;Kickers Stoccarda;1;1;0;0;4;2;2;3;3.0
2;5;Homburg;1;1;0;0;2;1;1;3;3.0
2;6;Fulda-Lehnerz;1;1;0;0;1;0;1;3;3.0
2;7;FSV Francoforte;1;0;1;0;2;2;0;1;1.0
2;8;Sandhausen;1;0;1;0;2;2;0;1;1.0
2;9;Steinbach Haiger;1;0;1;0;2;2;0;1;1.0
2;10;VfR Mannheim;1;0;1;0;2;2;0;1;1.0
2;11;Aalen;1;0;1;0;1;1;0;1;1.0
2;12;Freiburg II;1;0;1;0;1;1;0;1;1.0
2;13;Mainz II;1;0;0;1;1;2;-1;0;0.0
2;14;Walldorf;1;0;0;1;1;2;-1;0;0.0
2;15;Trier;1;0;0;1;0;1;-1;0;0.0
2;16;Eint. Frankfurt II;1;0;0;1;0;3;-3;0;0.0
2;17;Ulm;2;0;0;2;2;6;-4;0;0.0
2;18;Kaiserslautern II;1;0;0;1;0;5;-5;0;0.0
