Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
16;1;KajHa;12;8;1;3;44;14;30;25;2.083
16;2;KaPa;12;7;1;4;40;14;26;22;1.833
16;3;Villan Pojat;12;6;4;2;23;15;8;22;1.833
16;4;KePS;12;6;2;4;30;18;12;20;1.667
16;5;Haukiputaan Pallo;13;5;3;5;35;18;17;18;1.385
16;6;RoPo;10;5;1;4;21;17;4;16;1.6
16;7;Hercules-j;13;4;2;7;20;36;-16;14;1.077
16;8;Ajax Sarkkiranta;10;4;1;5;14;19;-5;13;1.3
16;9;Santa Claus;11;2;3;6;11;35;-24;9;0.818
16;10;Kajaanin Haka;1;1;0;0;5;1;4;3;3.0
16;11;FC Santa Claus;1;1;0;0;4;0;4;3;3.0
16;12;Kajaanin Palloilijat;1;1;0;0;3;0;3;3;3.0
16;13;Rollon Pojat;1;1;0;0;2;1;1;3;3.0
16;14;Ponkilan Pantterit;12;0;2;10;7;68;-61;2;0.167
16;15;Kemin Palloseura;1;0;0;1;0;3;-3;0;0.0
