Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
6;1;Barcellona;4;4;0;0;17;2;15;12;3.0
6;2;Alaves;4;3;1;0;10;3;7;10;2.5
6;3;A Coruna;4;2;2;0;8;5;3;8;2.0
6;4;Atl. Madrid;4;2;1;1;7;6;1;7;1.75
6;5;Real Sociedad;4;2;1;1;6;7;-1;7;1.75
6;6;Osasuna;4;2;1;1;5;6;-1;7;1.75
6;7;Real Madrid;2;2;0;0;8;1;7;6;3.0
6;8;Ath. Bilbao;3;2;0;1;5;2;3;6;2.0
6;9;Levante;4;1;2;1;5;5;0;5;1.25
6;10;Espanyol;3;1;1;1;5;3;2;4;1.333
6;11;Racing Santander;4;1;1;2;7;8;-1;4;1.0
6;12;Siviglia;3;1;1;1;4;5;-1;4;1.333
6;13;Vallecano;4;1;1;2;7;10;-3;4;1.0
6;14;Getafe;4;1;1;2;2;5;-3;4;1.0
6;15;Betis;2;1;0;1;3;5;-2;3;1.5
6;16;Villarreal;4;0;2;2;6;8;-2;2;0.5
6;17;Celta Vigo;4;0;2;2;2;5;-3;2;0.5
6;18;Malaga;4;0;2;2;1;7;-6;2;0.5
6;19;Elche;4;0;1;3;5;12;-7;1;0.25
6;20;Valencia;3;0;0;3;1;9;-8;0;0.0
