Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
23;1;Tacoma Defiance;13;8;1;4;18;11;7;25;1.923
23;2;Portland Timbers 2;14;7;4;3;17;16;1;25;1.786
23;3;Los Angeles FC 2;15;7;4;4;24;24;0;25;1.667
23;4;San Jose Earthquakes II;15;7;2;6;30;18;12;23;1.533
23;5;Real Monarchs;17;5;4;8;26;31;-5;19;1.118
23;6;Ventura County;13;5;3;5;25;21;4;18;1.385
23;7;Vancouver 2;17;3;3;11;19;36;-17;12;0.706
23;8;Austin FC II;3;2;1;0;6;1;5;7;2.333
23;9;St. Louis City 2;3;2;1;0;6;4;2;7;2.333
23;10;North Texas;4;1;3;0;6;5;1;6;1.5
23;11;Houston Dynamo 2;5;2;0;3;7;8;-1;6;1.2
23;12;Colorado Rapids 2;5;1;2;2;4;6;-2;5;1.0
23;13;Sporting Kansas City II;2;1;0;1;4;7;-3;3;1.5
23;14;Minnesota 2;4;0;0;4;2;6;-4;0;0.0
