Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
13;1;Olympia Warriors;11;8;0;3;34;20;14;24;2.182
13;2;South Hobart U21;11;7;1;3;53;20;33;22;2.0
13;3;New Town;11;6;4;1;39;14;25;22;2.0
13;4;Taroona;11;6;2;3;42;15;27;20;1.818
13;5;Hobart City;11;5;4;2;26;20;6;19;1.727
13;6;Clarence Zebras U21;12;6;1;5;33;31;2;19;1.583
13;7;University of Tasmania;12;3;1;8;25;43;-18;10;0.833
13;8;Hobart Utd.;12;3;1;8;24;60;-36;10;0.833
13;9;Glenorchy Knights U21;11;2;2;7;31;40;-9;8;0.727
13;10;South East Utd. U21;6;0;0;6;6;50;-44;0;0.0
