Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;San Francisco City;1;1;0;0;3;0;3;3;3.0
1;2;San Juan;1;0;0;1;0;3;-3;0;0.0
2;1;San Francisco City;1;1;0;0;3;0;3;3;3.0
2;2;San Juan;2;1;0;1;2;3;-1;3;1.5
2;3;Davis Legacy;1;0;0;1;0;2;-2;0;0.0
3;1;San Francisco City;1;1;0;0;3;0;3;3;3.0
3;2;Project 51O;1;1;0;0;2;0;2;3;3.0
3;3;San Juan;2;1;0;1;2;3;-1;3;1.5
3;4;Academica SC;1;0;0;1;0;2;-2;0;0.0
3;5;Davis Legacy;1;0;0;1;0;2;-2;0;0.0
4;1;San Francisco City;2;2;0;0;6;2;4;6;3.0
4;2;Project 51O;1;1;0;0;2;0;2;3;3.0
4;3;San Juan;2;1;0;1;2;3;-1;3;1.5
4;4;Almaden;1;0;0;1;2;3;-1;0;0.0
4;5;Academica SC;1;0;0;1;0;2;-2;0;0.0
4;6;Davis Legacy;1;0;0;1;0;2;-2;0;0.0
5;1;San Francisco City;2;2;0;0;6;2;4;6;3.0
5;2;Project 51O;2;1;0;1;3;2;1;3;1.5
5;3;Glens SC;1;1;0;0;2;1;1;3;3.0
5;4;Almaden;2;1;0;1;4;4;0;3;1.5
5;5;San Juan;3;1;0;2;3;5;-2;3;1.0
5;6;Academica SC;2;0;1;1;3;5;-2;1;0.5
5;7;Davis Legacy;2;0;1;1;3;5;-2;1;0.5
6;1;San Francisco City;2;2;0;0;6;2;4;6;3.0
6;2;Academica SC;3;1;1;1;5;6;-1;4;1.333
6;3;Project 51O;2;1;0;1;3;2;1;3;1.5
6;4;Glens SC;1;1;0;0;2;1;1;3;3.0
6;5;Almaden;3;1;0;2;5;6;-1;3;1.0
6;6;San Juan;3;1;0;2;3;5;-2;3;1.0
6;7;Davis Legacy;2;0;1;1;3;5;-2;1;0.5
7;1;San Francisco City;3;3;0;0;9;2;7;9;3.0
7;2;Academica SC;3;1;1;1;5;6;-1;4;1.333
7;3;Project 51O;2;1;0;1;3;2;1;3;1.5
7;4;Glens SC;1;1;0;0;2;1;1;3;3.0
7;5;Almaden;3;1;0;2;5;6;-1;3;1.0
7;6;San Juan;3;1;0;2;3;5;-2;3;1.0
7;7;Davis Legacy;3;0;1;2;3;8;-5;1;0.333
8;1;San Francisco City;3;3;0;0;9;2;7;9;3.0
8;2;Project 51O;3;2;0;1;4;2;2;6;2.0
8;3;Academica SC;3;1;1;1;5;6;-1;4;1.333
8;4;Marin;1;1;0;0;2;1;1;3;3.0
8;5;Glens SC;2;1;0;1;3;3;0;3;1.5
8;6;Almaden;3;1;0;2;5;6;-1;3;1.0
8;7;San Juan;4;1;0;3;3;6;-3;3;0.75
8;8;Davis Legacy;3;0;1;2;3;8;-5;1;0.333
9;1;San Francisco City;3;3;0;0;9;2;7;9;3.0
9;2;Project 51O;4;2;1;1;5;3;2;7;1.75
9;3;Glens SC;3;1;1;1;4;4;0;4;1.333
9;4;Almaden;4;1;1;2;7;8;-1;4;1.0
9;5;Academica SC;3;1;1;1;5;6;-1;4;1.333
9;6;Marin;1;1;0;0;2;1;1;3;3.0
9;7;San Juan;4;1;0;3;3;6;-3;3;0.75
9;8;Davis Legacy;4;0;2;2;5;10;-5;2;0.5
10;1;San Francisco City;3;3;0;0;9;2;7;9;3.0
10;2;Project 51O;4;2;1;1;5;3;2;7;1.75
10;3;Davis Legacy;5;1;2;2;9;12;-3;5;1.0
10;4;Glens SC;3;1;1;1;4;4;0;4;1.333
10;5;Almaden;4;1;1;2;7;8;-1;4;1.0
10;6;Academica SC;3;1;1;1;5;6;-1;4;1.333
10;7;Marin;2;1;0;1;4;5;-1;3;1.5
10;8;San Juan;4;1;0;3;3;6;-3;3;0.75
11;1;San Francisco City;3;3;0;0;9;2;7;9;3.0
11;2;Project 51O;4;2;1;1;5;3;2;7;1.75
11;3;Glens SC;4;2;1;1;5;4;1;7;1.75
11;4;Davis Legacy;6;1;2;3;9;13;-4;5;0.833
11;5;Almaden;4;1;1;2;7;8;-1;4;1.0
11;6;Academica SC;3;1;1;1;5;6;-1;4;1.333
11;7;Marin;2;1;0;1;4;5;-1;3;1.5
11;8;San Juan;4;1;0;3;3;6;-3;3;0.75
12;1;San Francisco City;4;3;1;0;13;6;7;10;2.5
12;2;Project 51O;4;2;1;1;5;3;2;7;1.75
12;3;Glens SC;4;2;1;1;5;4;1;7;1.75
12;4;Davis Legacy;6;1;2;3;9;13;-4;5;0.833
12;5;Marin;3;1;1;1;8;9;-1;4;1.333
12;6;Almaden;4;1;1;2;7;8;-1;4;1.0
12;7;Academica SC;3;1;1;1;5;6;-1;4;1.333
12;8;San Juan;4;1;0;3;3;6;-3;3;0.75
13;1;San Francisco City;4;3;1;0;13;6;7;10;2.5
13;2;Almaden;5;2;1;2;11;8;3;7;1.4
13;3;Project 51O;4;2;1;1;5;3;2;7;1.75
13;4;Glens SC;4;2;1;1;5;4;1;7;1.75
13;5;Davis Legacy;6;1;2;3;9;13;-4;5;0.833
13;6;Marin;3;1;1;1;8;9;-1;4;1.333
13;7;Academica SC;3;1;1;1;5;6;-1;4;1.333
13;8;San Juan;5;1;0;4;3;10;-7;3;0.6
14;1;San Francisco City;4;3;1;0;13;6;7;10;2.5
14;2;Almaden;5;2;1;2;11;8;3;7;1.4
14;3;Project 51O;4;2;1;1;5;3;2;7;1.75
14;4;Marin;4;2;1;1;13;12;1;7;1.75
14;5;Glens SC;4;2;1;1;5;4;1;7;1.75
14;6;Davis Legacy;6;1;2;3;9;13;-4;5;0.833
14;7;Academica SC;4;1;1;2;8;11;-3;4;1.0
14;8;San Juan;5;1;0;4;3;10;-7;3;0.6
15;1;San Francisco City;5;4;1;0;14;6;8;13;2.6
15;2;Project 51O;5;3;1;1;10;5;5;10;2.0
15;3;Glens SC;5;3;1;1;7;5;2;10;2.0
15;4;Almaden;6;2;1;3;11;9;2;7;1.167
15;5;Marin;5;2;1;2;15;17;-2;7;1.4
15;6;Davis Legacy;7;1;2;4;10;15;-5;5;0.714
15;7;Academica SC;4;1;1;2;8;11;-3;4;1.0
15;8;San Juan;5;1;0;4;3;10;-7;3;0.6
16;1;San Francisco City;5;4;1;0;14;6;8;13;2.6
16;2;Project 51O;5;3;1;1;10;5;5;10;2.0
16;3;Almaden;7;3;1;3;14;10;4;10;1.429
16;4;Glens SC;5;3;1;1;7;5;2;10;2.0
16;5;Marin;6;2;1;3;16;20;-4;7;1.167
16;6;Academica SC;5;1;2;2;10;13;-3;5;1.0
16;7;Davis Legacy;7;1;2;4;10;15;-5;5;0.714
16;8;San Juan;6;1;1;4;5;12;-7;4;0.667
17;1;San Francisco City;6;5;1;0;16;6;10;16;2.667
17;2;Project 51O;5;3;1;1;10;5;5;10;2.0
17;3;Almaden;7;3;1;3;14;10;4;10;1.429
17;4;Glens SC;6;3;1;2;7;7;0;10;1.667
17;5;Marin;6;2;1;3;16;20;-4;7;1.167
17;6;Academica SC;5;1;2;2;10;13;-3;5;1.0
17;7;Davis Legacy;7;1;2;4;10;15;-5;5;0.714
17;8;San Juan;6;1;1;4;5;12;-7;4;0.667
18;1;San Francisco City;7;6;1;0;21;6;15;19;2.714
18;2;Almaden;8;3;2;3;15;11;4;11;1.375
18;3;Project 51O;5;3;1;1;10;5;5;10;2.0
18;4;Glens SC;6;3;1;2;7;7;0;10;1.667
18;5;Marin;7;2;1;4;16;25;-9;7;1.0
18;6;Academica SC;6;1;3;2;11;14;-3;6;1.0
18;7;Davis Legacy;7;1;2;4;10;15;-5;5;0.714
18;8;San Juan;6;1;1;4;5;12;-7;4;0.667
19;1;San Francisco City;7;6;1;0;21;6;15;19;2.714
19;2;Project 51O;6;4;1;1;13;6;7;13;2.167
19;3;Almaden;8;3;2;3;15;11;4;11;1.375
19;4;Glens SC;6;3;1;2;7;7;0;10;1.667
19;5;Marin;7;2;1;4;16;25;-9;7;1.0
