Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
4;1;Unter-Flockenbach;4;3;0;1;15;6;9;9;2.25
4;2;Hunfelder;4;3;0;1;9;5;4;9;2.25
4;3;Hadamar;4;2;2;0;7;5;2;8;2.0
4;4;VfB Marburg;4;2;2;0;6;4;2;8;2.0
4;5;Darmstadt U21;3;2;1;0;10;3;7;7;2.333
4;6;Friedberg;3;2;1;0;6;3;3;7;2.333
4;7;Stadtallendorf;4;1;2;1;8;5;3;5;1.25
4;8;Eddersheim;3;1;2;0;6;3;3;5;1.667
4;9;Hanauer SC;4;1;2;1;10;9;1;5;1.25
4;10;Fernwald;4;1;2;1;5;5;0;5;1.25
4;11;Pohlheim;3;1;1;1;5;6;-1;4;1.333
4;12;Kassel 2;4;1;1;2;3;5;-2;4;1.0
4;13;Giessen;4;0;3;1;3;5;-2;3;0.75
4;14;CSC 03 Kassel;3;1;0;2;4;12;-8;3;1.0
4;15;Alzenau;3;0;2;1;4;5;-1;2;0.667
4;16;Baunatal;3;0;1;2;2;5;-3;1;0.333
4;17;RW Walldorf;3;0;0;3;2;9;-7;0;0.0
4;18;Hummetroth;4;0;0;4;4;14;-10;0;0.0
