Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Banga;1;1;0;0;2;0;2;3;3.0
1;2;Dziugas Telsiai;1;1;0;0;3;2;1;3;3.0
1;3;Kauno Zalgiris;1;1;0;0;2;1;1;3;3.0
1;4;FA Siauliai;1;0;1;0;2;2;0;1;1.0
1;5;Transinvest;1;0;1;0;2;2;0;1;1.0
1;6;FK Panevezys;1;0;1;0;0;0;0;1;1.0
1;7;Suduva;1;0;1;0;0;0;0;1;1.0
1;8;Zalgiris;1;0;0;1;2;3;-1;0;0.0
1;9;Riteriai;1;0;0;1;1;2;-1;0;0.0
1;10;Hegelmann;1;0;0;1;0;2;-2;0;0.0
2;1;Transinvest;2;1;1;0;5;2;3;4;2.0
2;2;Banga;1;1;0;0;2;0;2;3;3.0
2;3;Dziugas Telsiai;1;1;0;0;3;2;1;3;3.0
2;4;Kauno Zalgiris;1;1;0;0;2;1;1;3;3.0
2;5;FA Siauliai;1;0;1;0;2;2;0;1;1.0
2;6;FK Panevezys;1;0;1;0;0;0;0;1;1.0
2;7;Suduva;1;0;1;0;0;0;0;1;1.0
2;8;Zalgiris;1;0;0;1;2;3;-1;0;0.0
2;9;Hegelmann;1;0;0;1;0;2;-2;0;0.0
2;10;Riteriai;2;0;0;2;1;5;-4;0;0.0
3;1;Banga;2;2;0;0;7;0;7;6;3.0
3;2;Kauno Zalgiris;2;2;0;0;4;2;2;6;3.0
3;3;Suduva;2;1;1;0;2;0;2;4;2.0
3;4;Transinvest;3;1;1;1;5;4;1;4;1.333
3;5;Zalgiris;2;1;0;1;4;3;1;3;1.5
3;6;Dziugas Telsiai;2;1;0;1;4;4;0;3;1.5
3;7;FK Panevezys;2;0;2;0;1;1;0;2;1.0
3;8;FA Siauliai;2;0;1;1;2;4;-2;1;0.5
3;9;Hegelmann;2;0;1;1;1;3;-2;1;0.5
3;10;Riteriai;3;0;0;3;1;10;-9;0;0.0
4;1;Kauno Zalgiris;3;3;0;0;8;2;6;9;3.0
4;2;Transinvest;4;2;1;1;6;4;2;7;1.75
4;3;Banga;3;2;0;1;7;1;6;6;2.0
4;4;Dziugas Telsiai;3;2;0;1;6;4;2;6;2.0
4;5;Zalgiris;3;2;0;1;5;3;2;6;2.0
4;6;Suduva;3;1;1;1;2;1;1;4;1.333
4;7;FK Panevezys;3;0;2;1;1;5;-4;2;0.667
4;8;FA Siauliai;2;0;1;1;2;4;-2;1;0.5
4;9;Hegelmann;2;0;1;1;1;3;-2;1;0.5
4;10;Riteriai;4;0;0;4;1;12;-11;0;0.0
5;1;Kauno Zalgiris;4;4;0;0;13;2;11;12;3.0
5;2;Transinvest;5;3;1;1;8;5;3;10;2.0
5;3;Dziugas Telsiai;4;3;0;1;7;4;3;9;2.25
5;4;Banga;4;2;0;2;7;2;5;6;1.5
5;5;Zalgiris;4;2;0;2;6;5;1;6;1.5
5;6;Suduva;4;1;2;1;2;1;1;5;1.25
5;7;FK Panevezys;4;1;2;1;3;6;-3;5;1.25
5;8;Hegelmann;3;0;2;1;1;3;-2;2;0.667
5;9;FA Siauliai;3;0;1;2;2;9;-7;1;0.333
5;10;Riteriai;5;0;0;5;2;14;-12;0;0.0
6;1;Kauno Zalgiris;5;4;1;0;14;3;11;13;2.6
6;2;Transinvest;6;3;2;1;8;5;3;11;1.833
6;3;Dziugas Telsiai;5;3;1;1;7;4;3;10;2.0
6;4;FK Panevezys;5;2;2;1;4;6;-2;8;1.6
6;5;Zalgiris;5;2;1;2;6;5;1;7;1.4
6;6;Banga;5;2;0;3;7;3;4;6;1.2
6;7;Suduva;5;1;3;1;3;2;1;6;1.2
6;8;Hegelmann;4;0;3;1;1;3;-2;3;0.75
6;9;FA Siauliai;4;0;2;2;3;10;-7;2;0.5
6;10;Riteriai;6;0;1;5;3;15;-12;1;0.167
7;1;Kauno Zalgiris;6;5;1;0;17;3;14;16;2.667
7;2;Dziugas Telsiai;6;4;1;1;8;4;4;13;2.167
7;3;Transinvest;7;3;2;2;9;8;1;11;1.571
7;4;Suduva;6;2;3;1;8;2;6;9;1.5
7;5;FK Panevezys;6;2;2;2;4;7;-3;8;1.333
