Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
14;1;Husqvarna;14;11;2;1;35;12;23;35;2.5
14;2;Skara;14;10;3;1;29;17;12;33;2.357
14;3;IFK Skovde;15;9;1;5;31;21;10;28;1.867
14;4;Grebbestad;14;8;1;5;27;20;7;25;1.786
14;5;Ahlafors IF;14;6;5;3;31;19;12;23;1.643
14;6;Stenungsunds;14;6;3;5;26;21;5;21;1.5
14;7;Motala;14;5;3;6;18;17;1;18;1.286
14;8;Kumla;14;4;5;5;15;16;-1;17;1.214
14;9;Herrestads AIF;14;4;5;5;23;26;-3;17;1.214
14;10;Vanersborgs FK;14;4;4;6;19;24;-5;16;1.143
14;11;Lidkoping;15;4;2;9;18;34;-16;14;0.933
14;12;Karlstad II;14;2;4;8;16;26;-10;10;0.714
14;13;Tord;14;0;8;6;15;26;-11;8;0.571
14;14;Vanersborgs IF;14;2;2;10;16;40;-24;8;0.571
