Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
4;1;Floriana;4;3;1;0;10;2;8;10;2.5
4;2;Mosta;4;3;1;0;6;2;4;10;2.5
4;3;Valletta;4;3;0;1;10;4;6;9;2.25
4;4;Marsaxlokk;4;2;2;0;5;3;2;8;2.0
4;5;Balzan;4;2;1;1;7;4;3;7;1.75
4;6;Birkirkara;4;2;0;2;6;3;3;6;1.5
4;7;Sliema Wanderers;4;2;0;2;4;6;-2;6;1.5
4;8;Hibernians;4;1;1;2;3;4;-1;4;1.0
4;9;Zabbar St. Patrick;4;1;1;2;5;7;-2;4;1.0
4;10;Hamrun Spartans;4;1;1;2;3;5;-2;4;1.0
4;11;Birzebbuga St. Peter's;4;0;0;4;1;9;-8;0;0.0
4;12;Gzira United;4;0;0;4;2;13;-11;0;0.0
