Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Akron City;4;3;1;0;15;2;13;10;2.5
1;2;Pittsburgh Riverhounds 2;1;1;0;0;5;0;5;3;3.0
1;3;Buffalo;1;0;1;0;1;1;0;1;1.0
1;4;Lorain County Leviathan;1;0;0;1;0;4;-4;0;0.0
1;5;Cleveland Force;1;0;0;1;0;5;-5;0;0.0
1;6;Erie Sports Center;2;0;0;2;1;10;-9;0;0.0
2;1;Akron City;5;3;1;1;16;6;10;10;2.0
2;2;Pittsburgh Riverhounds 2;1;1;0;0;5;0;5;3;3.0
2;3;Cleveland Force;2;1;0;1;4;6;-2;3;1.5
2;4;Buffalo;1;0;1;0;1;1;0;1;1.0
2;5;Steel City;1;0;1;0;0;0;0;1;1.0
2;6;Lorain County Leviathan;2;0;1;1;0;4;-4;1;0.5
2;7;Erie Sports Center;2;0;0;2;1;10;-9;0;0.0
3;1;Akron City;5;3;1;1;16;6;10;10;2.0
3;2;Pittsburgh Riverhounds 2;2;2;0;0;7;0;7;6;3.0
3;3;Cleveland Force;2;1;0;1;4;6;-2;3;1.5
3;4;Buffalo;1;0;1;0;1;1;0;1;1.0
3;5;Steel City;1;0;1;0;0;0;0;1;1.0
3;6;Lorain County Leviathan;2;0;1;1;0;4;-4;1;0.5
3;7;Erie Sports Center;3;0;0;3;1;12;-11;0;0.0
4;1;Akron City;5;3;1;1;16;6;10;10;2.0
4;2;Pittsburgh Riverhounds 2;2;2;0;0;7;0;7;6;3.0
4;3;Buffalo;2;1;1;0;4;2;2;4;2.0
4;4;Cleveland Force;2;1;0;1;4;6;-2;3;1.5
4;5;Steel City;1;0;1;0;0;0;0;1;1.0
4;6;Lorain County Leviathan;3;0;1;2;1;7;-6;1;0.333
4;7;Erie Sports Center;3;0;0;3;1;12;-11;0;0.0
5;1;Akron City;5;3;1;1;16;6;10;10;2.0
5;2;Buffalo;3;2;1;0;8;2;6;7;2.333
5;3;Pittsburgh Riverhounds 2;2;2;0;0;7;0;7;6;3.0
5;4;Cleveland Force;2;1;0;1;4;6;-2;3;1.5
5;5;Steel City;1;0;1;0;0;0;0;1;1.0
5;6;Lorain County Leviathan;3;0;1;2;1;7;-6;1;0.333
5;7;Erie Sports Center;4;0;0;4;1;16;-15;0;0.0
6;1;Akron City;5;3;1;1;16;6;10;10;2.0
6;2;Buffalo;3;2;1;0;8;2;6;7;2.333
6;3;Pittsburgh Riverhounds 2;3;2;0;1;7;2;5;6;2.0
6;4;Steel City;2;1;1;0;2;0;2;4;2.0
6;5;Cleveland Force;2;1;0;1;4;6;-2;3;1.5
6;6;Lorain County Leviathan;3;0;1;2;1;7;-6;1;0.333
6;7;Erie Sports Center;4;0;0;4;1;16;-15;0;0.0
7;1;Akron City;6;3;1;2;16;7;9;10;1.667
7;2;Buffalo;3;2;1;0;8;2;6;7;2.333
7;3;Steel City;3;2;1;0;3;0;3;7;2.333
7;4;Pittsburgh Riverhounds 2;3;2;0;1;7;2;5;6;2.0
7;5;Cleveland Force;2;1;0;1;4;6;-2;3;1.5
7;6;Lorain County Leviathan;3;0;1;2;1;7;-6;1;0.333
7;7;Erie Sports Center;4;0;0;4;1;16;-15;0;0.0
8;1;Akron City;6;3;1;2;16;7;9;10;1.667
8;2;Pittsburgh Riverhounds 2;4;3;0;1;11;5;6;9;2.25
8;3;Buffalo;3;2;1;0;8;2;6;7;2.333
8;4;Steel City;3;2;1;0;3;0;3;7;2.333
8;5;Lorain County Leviathan;4;1;1;2;4;8;-4;4;1.0
