Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
22;1;Al Ansar;20;16;2;2;50;9;41;50;2.5
22;2;Nejmeh SC;20;13;4;3;41;10;31;43;2.15
22;3;Al Ahed;21;13;1;7;34;22;12;40;1.905
22;4;Jwayya;21;11;5;5;31;14;17;38;1.81
22;5;Safa;20;10;3;7;26;17;9;33;1.65
22;6;Al Hikma;20;9;3;8;29;26;3;30;1.5
22;7;Al Sahel;21;7;6;8;22;21;1;27;1.286
22;8;Al-Mabarrah;20;5;7;8;12;32;-20;22;1.1
22;9;Al Riyadi Abbasiyah;21;5;5;11;16;30;-14;20;0.952
22;10;Tadamon;20;3;8;9;12;23;-11;17;0.85
22;11;Bourj FC;11;3;1;7;8;20;-12;10;0.909
22;12;Racing;21;0;1;20;4;61;-57;1;0.048
