Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Gold Coast Blaze U23;1;1;0;0;5;2;3;3;3.0
1;2;Rochedale U23;1;1;0;0;4;2;2;3;3.0
1;3;Brisbane City U23;1;1;0;0;3;1;2;3;3.0
1;4;Moreton City Excelsior U23;1;1;0;0;3;2;1;3;3.0
1;5;Peninsula U23;1;1;0;0;3;2;1;3;3.0
1;6;Olympic FC U23;1;0;1;0;1;1;0;1;1.0
1;7;Queensland Lions U23;1;0;1;0;1;1;0;1;1.0
1;8;Eastern Suburbs U23;1;0;0;1;2;3;-1;0;0.0
1;9;Gold Coast Knights U23;1;0;0;1;2;3;-1;0;0.0
1;10;Wynnum Wolves U23;1;0;0;1;2;4;-2;0;0.0
1;11;QLD State Team U17;1;0;0;1;1;3;-2;0;0.0
1;12;Magic United U23;1;0;0;1;2;5;-3;0;0.0
2;1;Peninsula U23;2;2;0;0;7;2;5;6;3.0
2;2;Rochedale U23;2;2;0;0;7;2;5;6;3.0
2;3;Brisbane City U23;2;1;1;0;8;6;2;4;2.0
2;4;Olympic FC U23;2;1;1;0;4;2;2;4;2.0
2;5;Queensland Lions U23;2;1;1;0;3;1;2;4;2.0
2;6;Moreton City Excelsior U23;2;1;1;0;8;7;1;4;2.0
2;7;Eastern Suburbs U23;2;1;0;1;4;3;1;3;1.5
2;8;Gold Coast Blaze U23;2;1;0;1;5;5;0;3;1.5
2;9;Gold Coast Knights U23;2;0;0;2;2;5;-3;0;0.0
2;10;Wynnum Wolves U23;2;0;0;2;3;7;-4;0;0.0
2;11;QLD State Team U17;2;0;0;2;1;5;-4;0;0.0
2;12;Magic United U23;2;0;0;2;2;9;-7;0;0.0
3;1;Moreton City Excelsior U23;3;2;1;0;12;7;5;7;2.333
3;2;Rochedale U23;3;2;1;0;10;5;5;7;2.333
3;3;Olympic FC U23;3;2;1;0;7;3;4;7;2.333
3;4;Brisbane City U23;3;2;1;0;9;6;3;7;2.333
3;5;Gold Coast Blaze U23;3;2;0;1;11;5;6;6;2.0
3;6;Peninsula U23;3;2;0;1;8;5;3;6;2.0
3;7;Queensland Lions U23;3;1;2;0;6;4;2;5;1.667
3;8;Gold Coast Knights U23;3;1;0;2;5;5;0;3;1.0
3;9;Eastern Suburbs U23;3;1;0;2;4;4;0;3;1.0
3;10;Wynnum Wolves U23;3;0;0;3;3;11;-8;0;0.0
3;11;Magic United U23;3;0;0;3;2;12;-10;0;0.0
3;12;QLD State Team U17;3;0;0;3;1;11;-10;0;0.0
4;1;Moreton City Excelsior U23;4;3;1;0;15;8;7;10;2.5
4;2;Olympic FC U23;4;3;1;0;10;3;7;10;2.5
4;3;Rochedale U23;4;3;1;0;12;6;6;10;2.5
4;4;Queensland Lions U23;4;2;2;0;9;5;4;8;2.0
4;5;Brisbane City U23;4;2;2;0;13;10;3;8;2.0
4;6;Gold Coast Blaze U23;4;2;0;2;11;8;3;6;1.5
4;7;Peninsula U23;4;2;0;2;8;6;2;6;1.5
4;8;Gold Coast Knights U23;4;1;1;2;9;9;0;4;1.0
4;9;Eastern Suburbs U23;4;1;0;3;5;7;-2;3;0.75
4;10;Wynnum Wolves U23;4;1;0;3;4;11;-7;3;0.75
4;11;QLD State Team U17;4;0;0;4;2;13;-11;0;0.0
4;12;Magic United U23;4;0;0;4;3;15;-12;0;0.0
5;1;Olympic FC U23;5;4;1;0;15;5;10;13;2.6
5;2;Rochedale U23;5;4;1;0;14;6;8;13;2.6
5;3;Queensland Lions U23;5;3;2;0;16;5;11;11;2.2
5;4;Moreton City Excelsior U23;5;3;1;1;15;10;5;10;2.0
5;5;Peninsula U23;5;3;0;2;11;8;3;9;1.8
5;6;Brisbane City U23;5;2;2;1;15;15;0;8;1.6
5;7;Gold Coast Knights U23;5;2;1;2;12;11;1;7;1.4
5;8;Gold Coast Blaze U23;5;2;0;3;13;11;2;6;1.2
5;9;Eastern Suburbs U23;5;1;0;4;7;10;-3;3;0.6
5;10;Wynnum Wolves U23;5;1;0;4;6;14;-8;3;0.6
5;11;QLD State Team U17;5;1;0;4;5;15;-10;3;0.6
