Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
5;1;Ludogorets;5;5;0;0;10;3;7;15;3.0
5;2;CSKA 1948 Sofia;5;4;1;0;13;6;7;13;2.6
5;3;Levski;4;4;0;0;9;2;7;12;3.0
5;4;CSKA Sofia;4;3;1;0;8;3;5;10;2.5
5;5;Spartak Varna;4;2;1;1;8;5;3;7;1.75
5;6;Arda;4;2;1;1;5;3;2;7;1.75
5;7;Botev Plovdiv;5;2;1;2;7;8;-1;7;1.4
5;8;Slavia Sofia;4;1;2;1;4;2;2;5;1.25
5;9;Lok. Plovdiv;4;1;0;3;2;5;-3;3;0.75
5;10;Lok. Sofia;4;0;2;2;4;7;-3;2;0.5
5;11;Botev Vratsa;4;0;1;3;3;8;-5;1;0.25
5;12;Septemvri Sofia;4;0;1;3;2;9;-7;1;0.25
5;13;Cherno More;5;0;1;4;4;12;-8;1;0.2
5;14;Dunav Ruse;4;0;0;4;2;8;-6;0;0.0
