Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
25;1;Marconi;25;18;4;3;47;15;32;58;2.32
25;2;APIA Leichhardt;25;17;3;5;54;33;21;54;2.16
25;3;Sydney Utd;25;16;4;5;35;17;18;52;2.08
25;4;Rockdale Ilinden;26;12;5;9;44;35;9;41;1.577
25;5;Sutherland;25;12;3;10;40;33;7;39;1.56
25;6;Sydney FC U23;25;10;5;10;34;37;-3;35;1.4
25;7;UNSW;25;10;4;11;38;38;0;34;1.36
25;8;Manly Utd;25;9;7;9;26;29;-3;34;1.36
25;9;Wollongong Wolves;26;9;7;10;34;38;-4;34;1.308
25;10;WS Wanderers U21;25;9;5;11;47;40;7;32;1.28
25;11;NWS Spirit;25;9;5;11;29;31;-2;32;1.28
25;12;SD Raiders;25;8;5;12;33;42;-9;29;1.16
25;13;Blacktown City;25;6;8;11;33;39;-6;26;1.04
25;14;St. George City;25;6;8;11;25;43;-18;26;1.04
25;15;St George Saints;25;6;1;18;23;47;-24;19;0.76
25;16;Sydney Olympic;26;5;4;17;28;54;-26;19;0.731
25;17;Sydney FC Youth;3;2;0;1;4;3;1;6;2.0
25;18;Marconi Stallions;1;1;0;0;2;0;2;3;3.0
25;19;Sutherland Sharks;1;1;0;0;3;2;1;3;3.0
25;20;UNSW FC;1;1;0;0;3;2;1;3;3.0
25;21;Western Sydney Wanderers FC Youth;1;1;0;0;2;1;1;3;3.0
25;22;Manly United;1;1;0;0;1;0;1;3;3.0
25;23;St George City;1;0;1;0;3;3;0;1;1.0
25;24;Spirit FC;1;0;1;0;1;1;0;1;1.0
25;25;Blacktown City FC;1;0;1;0;0;0;0;1;1.0
25;26;Sydney United 58;2;0;1;1;0;1;-1;1;0.5
25;27;APIA Leichhardt Tigers;1;0;0;1;2;3;-1;0;0.0
25;28;SD Raiders FC;2;0;0;2;0;2;-2;0;0.0
25;29;St George FC;1;0;0;1;0;2;-2;0;0.0
