Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
9;1;Sroda;9;7;2;0;27;14;13;23;2.556
9;2;Luzino;9;7;1;1;28;10;18;22;2.444
9;3;Kluczevia Stargard;9;6;2;1;22;15;7;20;2.222
9;4;Wda Swiecie;9;5;3;1;15;10;5;18;2.0
9;5;Lech 2;9;4;3;2;17;15;2;15;1.667
9;6;KKS Kalisz;9;3;5;1;15;10;5;14;1.556
9;7;Blekitni Stargard;9;4;2;3;19;16;3;14;1.556
9;8;Swinoujscie;9;4;2;3;15;15;0;14;1.556
9;9;Notec Czarnkow;9;4;1;4;15;13;2;13;1.444
9;10;Gedania Gdansk;9;2;4;3;22;21;1;10;1.111
9;11;Grom Nowy Staw;9;3;1;5;24;24;0;10;1.111
9;12;Kotwica Kornik;9;3;1;5;17;22;-5;10;1.111
9;13;Koszalin;9;2;3;4;9;13;-4;9;1.0
9;14;Unia Swarzedz;9;2;1;6;11;19;-8;7;0.778
9;15;Chemik Bydgoszcz;9;0;6;3;13;21;-8;6;0.667
9;16;Elana Torun;9;1;3;5;11;19;-8;6;0.667
9;17;Wrzesnia;9;1;3;5;10;22;-12;6;0.667
9;18;Lipno Steszew;9;1;1;7;10;21;-11;4;0.444
