Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Broadbeach Utd.;1;1;0;0;5;1;4;3;3.0
1;2;Robina City;1;1;0;0;4;0;4;3;3.0
1;3;Caboolture;1;1;0;0;3;1;2;3;3.0
1;4;Holland Park Hawks;1;1;0;0;2;0;2;3;3.0
1;5;Brisbane Strikers;1;0;1;0;1;1;0;1;1.0
1;6;North Star;1;0;1;0;1;1;0;1;1.0
1;7;Redlands;1;0;1;0;1;1;0;1;1.0
1;8;Sunshine Coast Wanderers;1;0;1;0;1;1;0;1;1.0
1;9;Capalaba;1;0;0;1;1;3;-2;0;0.0
1;10;Logan Lightning;1;0;0;1;0;2;-2;0;0.0
1;11;St. George Willawong;1;0;0;1;1;5;-4;0;0.0
1;12;Ipswich;1;0;0;1;0;4;-4;0;0.0
2;1;Broadbeach Utd.;2;2;0;0;9;2;7;6;3.0
2;2;Caboolture;2;2;0;0;6;2;4;6;3.0
2;3;Brisbane Strikers;2;1;1;0;3;1;2;4;2.0
2;4;Holland Park Hawks;2;1;1;0;3;1;2;4;2.0
2;5;Robina City;2;1;0;1;5;3;2;3;1.5
2;6;Logan Lightning;2;1;0;1;4;2;2;3;1.5
2;7;Ipswich;2;1;0;1;1;4;-3;3;1.5
2;8;Sunshine Coast Wanderers;2;0;2;0;2;2;0;2;1.0
2;9;Redlands;2;0;1;1;2;5;-3;1;0.5
2;10;North Star;2;0;1;1;1;5;-4;1;0.5
2;11;Capalaba;2;0;0;2;1;5;-4;0;0.0
2;12;St. George Willawong;2;0;0;2;1;6;-5;0;0.0
3;1;Broadbeach Utd.;3;3;0;0;11;3;8;9;3.0
3;2;Brisbane Strikers;3;2;1;0;6;3;3;7;2.333
3;3;Logan Lightning;3;2;0;1;7;3;4;6;2.0
3;4;Caboolture;3;2;0;1;7;5;2;6;2.0
3;5;Ipswich;3;2;0;1;4;5;-1;6;2.0
3;6;Sunshine Coast Wanderers;3;1;2;0;4;3;1;5;1.667
3;7;Holland Park Hawks;3;1;1;1;4;3;1;4;1.333
3;8;Robina City;3;1;0;2;7;6;1;3;1.0
3;9;St. George Willawong;3;1;0;2;3;6;-3;3;1.0
3;10;North Star;3;0;1;2;2;7;-5;1;0.333
3;11;Redlands;3;0;1;2;2;7;-5;1;0.333
3;12;Capalaba;3;0;0;3;2;8;-6;0;0.0
4;1;Broadbeach Utd.;4;3;1;0;11;3;8;10;2.5
4;2;Brisbane Strikers;4;3;1;0;8;3;5;10;2.5
4;3;Logan Lightning;4;2;1;1;8;4;4;7;1.75
4;4;Holland Park Hawks;4;2;1;1;5;3;2;7;1.75
4;5;Sunshine Coast Wanderers;4;1;3;0;5;4;1;6;1.5
4;6;Caboolture;4;2;0;2;7;7;0;6;1.5
4;7;Ipswich;4;2;0;2;4;6;-2;6;1.5
4;8;Robina City;4;1;1;2;8;7;1;4;1.0
4;9;Redlands;4;1;1;2;3;7;-4;4;1.0
4;10;St. George Willawong;4;1;0;3;3;7;-4;3;0.75
4;11;North Star;4;0;2;2;2;7;-5;2;0.5
4;12;Capalaba;4;0;1;3;3;9;-6;1;0.25
5;1;Broadbeach Utd.;5;4;1;0;16;5;11;13;2.6
5;2;Brisbane Strikers;5;3;2;0;8;3;5;11;2.2
5;3;Sunshine Coast Wanderers;5;2;3;0;7;5;2;9;1.8
5;4;Logan Lightning;5;2;2;1;10;6;4;8;1.6
5;5;Holland Park Hawks;5;2;1;2;7;6;1;7;1.4
5;6;Caboolture;5;2;1;2;9;9;0;7;1.4
5;7;Ipswich;5;2;1;2;4;6;-2;7;1.4
5;8;Redlands;5;2;1;2;6;9;-3;7;1.4
5;9;North Star;5;1;2;2;3;7;-4;5;1.0
5;10;Robina City;5;1;1;3;9;9;0;4;0.8
5;11;St. George Willawong;5;1;0;4;3;8;-5;3;0.6
5;12;Capalaba;5;0;1;4;5;14;-9;1;0.2
6;1;Broadbeach Utd.;6;5;1;0;19;7;12;16;2.667
6;2;Brisbane Strikers;6;4;2;0;12;5;7;14;2.333
6;3;Redlands;6;3;1;2;11;9;2;10;1.667
6;4;Caboolture;6;3;1;2;11;10;1;10;1.667
6;5;Ipswich;6;3;1;2;7;7;0;10;1.667
6;6;Sunshine Coast Wanderers;6;2;3;1;8;7;1;9;1.5
6;7;Logan Lightning;6;2;2;2;12;10;2;8;1.333
6;8;Holland Park Hawks;6;2;1;3;8;9;-1;7;1.167
6;9;North Star;6;1;2;3;3;12;-9;5;0.833
6;10;Robina City;6;1;1;4;11;12;-1;4;0.667
6;11;Capalaba;6;1;1;4;6;14;-8;4;0.667
6;12;St. George Willawong;6;1;0;5;3;9;-6;3;0.5
7;1;Broadbeach Utd.;7;6;1;0;22;9;13;19;2.714
7;2;Brisbane Strikers;7;5;2;0;15;5;10;17;2.429
7;3;Ipswich;7;4;1;2;9;7;2;13;1.857
7;4;Redlands;7;3;1;3;12;11;1;10;1.429
7;5;Caboolture;7;3;1;3;13;13;0;10;1.429
7;6;Holland Park Hawks;7;3;1;3;10;10;0;10;1.429
7;7;Sunshine Coast Wanderers;7;2;3;2;8;10;-2;9;1.286
7;8;Logan Lightning;7;2;2;3;12;12;0;8;1.143
7;9;Robina City;7;2;1;4;15;12;3;7;1.0
7;10;Capalaba;7;2;1;4;8;15;-7;7;1.0
7;11;North Star;7;1;2;4;4;14;-10;5;0.714
7;12;St. George Willawong;7;1;0;6;3;13;-10;3;0.429
8;1;Broadbeach Utd.;8;7;1;0;24;10;14;22;2.75
8;2;Brisbane Strikers;8;5;2;1;16;7;9;17;2.125
8;3;Ipswich;8;5;1;2;11;8;3;16;2.0
8;4;Sunshine Coast Wanderers;8;3;3;2;13;12;1;12;1.5
8;5;Redlands;8;3;2;3;14;13;1;11;1.375
8;6;Caboolture;8;3;2;3;14;14;0;11;1.375
8;7;Holland Park Hawks;8;3;2;3;12;12;0;11;1.375
8;8;Robina City;8;2;2;4;17;14;3;8;1.0
8;9;Logan Lightning;8;2;2;4;14;17;-3;8;1.0
8;10;Capalaba;8;2;2;4;10;17;-7;8;1.0
8;11;North Star;8;1;2;5;5;16;-11;5;0.625
8;12;St. George Willawong;8;1;1;6;4;14;-10;4;0.5
9;1;Broadbeach Utd.;9;8;1;0;28;10;18;25;2.778
