Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
18;1;Northcote City;18;12;3;3;32;16;16;39;2.167
18;2;Melbourne Knights;18;11;2;5;31;15;16;35;1.944
18;3;Brunswick Juventus;18;11;0;7;28;24;4;33;1.833
18;4;Bulleen;18;8;5;5;31;23;8;29;1.611
18;5;Melbourne Victory U21;18;8;3;7;41;32;9;27;1.5
18;6;North Geelong;17;9;0;8;31;33;-2;27;1.588
18;7;Brunswick City;18;8;2;8;36;32;4;26;1.444
18;8;Melbourne Srbija;17;8;2;7;21;19;2;26;1.529
18;9;Eltham Redbacks;18;7;4;7;39;33;6;25;1.389
18;10;Manningham United Blues;18;8;1;9;31;36;-5;25;1.389
18;11;Langwarrin;18;6;4;8;32;36;-4;22;1.222
18;12;Western Utd. U21;18;7;1;10;35;43;-8;22;1.222
18;13;North Sunshine Eagles;18;4;2;12;21;34;-13;14;0.778
18;14;Port Melbourne Sharks;18;2;3;13;9;42;-33;9;0.5
