Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
20;1;Vikingur Reykjavik;15;13;1;1;49;11;38;40;2.667
20;2;Fram;15;10;3;2;41;28;13;33;2.2
20;3;KR Reykjavik;15;10;2;3;53;36;17;32;2.133
20;4;Breidablik;14;7;4;3;34;26;8;25;1.786
20;5;Valur;16;6;1;9;26;32;-6;19;1.188
20;6;Keflavik;14;4;4;6;19;26;-7;16;1.143
20;7;Stjarnan;14;4;3;7;28;31;-3;15;1.071
20;8;Vestmannaeyjar;14;4;3;7;24;31;-7;15;1.071
20;9;Akranes;14;4;3;7;19;28;-9;15;1.071
20;10;Akureyri;14;4;1;9;22;30;-8;13;0.929
20;11;Hafnarfjordur;14;2;5;7;20;31;-11;11;0.786
20;12;Thor Akureyri;15;3;2;10;17;42;-25;11;0.733
