Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
20;1;Kiffen;19;13;3;3;43;25;18;42;2.211
20;2;PEPO;19;11;6;2;36;19;17;39;2.053
20;3;Atlantis;18;9;3;6;57;43;14;30;1.667
20;4;HIFK;18;6;7;5;36;34;2;25;1.389
20;5;PPJ;19;5;9;5;34;32;2;24;1.263
20;6;Lahden Reipas;17;7;2;8;33;32;1;23;1.353
20;7;HPS;19;6;5;8;38;42;-4;23;1.211
20;8;PuiU;17;4;4;9;25;36;-11;16;0.941
20;9;MyPa;17;4;3;10;20;35;-15;15;0.882
20;10;Union Plaani;17;3;2;12;17;41;-24;11;0.647
