Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
8;1;Celtic;7;6;0;1;14;4;10;18;2.571
8;2;Rangers;7;5;1;1;8;4;4;16;2.286
8;3;Hearts;7;4;1;2;14;8;6;13;1.857
8;4;Dundee FC;7;3;1;3;9;7;2;10;1.429
8;5;St. Mirren;7;3;1;3;8;9;-1;10;1.429
8;6;St. Johnstone;7;2;2;3;9;10;-1;8;1.143
8;7;Aberdeen;7;2;2;3;7;8;-1;8;1.143
8;8;Dundee Utd;7;2;2;3;9;11;-2;8;1.143
8;9;Motherwell;7;2;2;3;9;11;-2;8;1.143
8;10;Hibernian;7;2;1;4;8;11;-3;7;1.0
8;11;Falkirk;7;1;3;3;6;9;-3;6;0.857
8;12;Kilmarnock;7;1;2;4;6;15;-9;5;0.714
