Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
17;1;Northern Rangers;15;14;0;1;90;16;74;42;2.8
17;2;Devonport U21;16;13;2;1;81;21;60;41;2.562
17;3;Ulverstone U21;15;8;2;5;37;27;10;26;1.733
17;4;Somerset;16;7;2;7;40;36;4;23;1.438
17;5;Launceston U21;16;6;0;10;24;33;-9;18;1.125
17;6;Burnie Utd.;16;5;1;10;38;63;-25;16;1.0
17;7;Riverside Olympic U21;14;4;0;10;16;54;-38;12;0.857
17;8;Launceston United U21;16;1;1;14;11;87;-76;4;0.25
