Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Columbus United;1;1;0;0;2;1;1;3;3.0
1;2;Apotheos;1;0;0;1;1;2;-1;0;0.0
2;1;Columbus United;2;1;1;0;3;2;1;4;2.0
2;2;Dothan United;1;1;0;0;2;1;1;3;3.0
2;3;Birmingham 2;1;0;1;0;1;1;0;1;1.0
2;4;East Atlanta;1;0;1;0;1;1;0;1;1.0
2;5;Apotheos;2;0;1;1;2;3;-1;1;0.5
2;6;Montgomery United;1;0;0;1;1;2;-1;0;0.0
3;1;Columbus United;3;1;2;0;3;2;1;5;1.667
3;2;Dothan United;1;1;0;0;2;1;1;3;3.0
3;3;East Atlanta;2;0;2;0;1;1;0;2;1.0
3;4;Birmingham 2;1;0;1;0;1;1;0;1;1.0
3;5;Apotheos;2;0;1;1;2;3;-1;1;0.5
3;6;Montgomery United;1;0;0;1;1;2;-1;0;0.0
4;1;Columbus United;3;1;2;0;3;2;1;5;1.667
4;2;Dothan United;1;1;0;0;2;1;1;3;3.0
4;3;East Atlanta;2;0;2;0;1;1;0;2;1.0
4;4;Apotheos;3;0;2;1;3;4;-1;2;0.667
4;5;Birmingham 2;1;0;1;0;1;1;0;1;1.0
4;6;Swarm FC;1;0;1;0;1;1;0;1;1.0
4;7;Montgomery United;1;0;0;1;1;2;-1;0;0.0
5;1;Dothan United;2;2;0;0;6;2;4;6;3.0
5;2;Columbus United;4;1;3;0;5;4;1;6;1.5
5;3;Apotheos;4;0;3;1;4;5;-1;3;0.75
5;4;Swarm FC;2;0;2;0;3;3;0;2;1.0
5;5;East Atlanta;3;0;2;1;2;5;-3;2;0.667
5;6;Birmingham 2;1;0;1;0;1;1;0;1;1.0
5;7;Montgomery United;2;0;1;1;2;3;-1;1;0.5
6;1;Dothan United;3;3;0;0;10;2;8;9;3.0
6;2;Columbus United;4;1;3;0;5;4;1;6;1.5
6;3;Apotheos;4;0;3;1;4;5;-1;3;0.75
6;4;Swarm FC;2;0;2;0;3;3;0;2;1.0
6;5;East Atlanta;3;0;2;1;2;5;-3;2;0.667
6;6;Montgomery United;2;0;1;1;2;3;-1;1;0.5
6;7;Birmingham 2;2;0;1;1;1;5;-4;1;0.5
7;1;Dothan United;4;4;0;0;12;2;10;12;3.0
7;2;Columbus United;5;1;3;1;5;6;-1;6;1.2
7;3;Apotheos;4;0;3;1;4;5;-1;3;0.75
7;4;East Atlanta;4;0;3;1;3;6;-3;3;0.75
7;5;Swarm FC;2;0;2;0;3;3;0;2;1.0
