Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
38;1;Charlotte Independ. 2;14;10;3;1;30;9;21;33;2.357
38;2;Asheville City;15;9;5;1;25;8;17;32;2.133
38;3;Hickory;14;9;2;3;28;13;15;29;2.071
38;4;Appalachian;14;8;4;2;30;13;17;28;2.0
38;5;Charlotte Eagles;14;5;3;6;22;24;-2;18;1.286
38;6;SC United Bantams;14;5;3;6;23;27;-4;18;1.286
38;7;Salem City;14;5;2;7;24;29;-5;17;1.214
38;8;North Carolina FC U23;14;5;2;7;23;30;-7;17;1.214
38;9;Tobacco Road;14;3;3;8;26;34;-8;12;0.857
38;10;Wake FC;14;3;0;11;16;39;-23;9;0.643
38;11;Port City;14;2;1;11;14;34;-20;7;0.5
38;12;Hill City;1;1;0;0;3;0;3;3;3.0
38;13;Charlottesville Blues;1;1;0;0;2;1;1;3;3.0
38;14;Asheville City SC;1;1;0;0;1;0;1;3;3.0
38;15;Lionsbridge;1;0;0;1;1;2;-1;0;0.0
38;16;Charlotte Independence 2;1;0;0;1;0;1;-1;0;0.0
38;17;Virginia Beach;1;0;0;1;0;1;-1;0;0.0
38;18;Virginia Marauders;1;0;0;1;0;3;-3;0;0.0
