Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
20;1;Columbus Crew 2;12;8;3;1;23;15;8;27;2.25
20;2;New England Revolution II;14;8;3;3;18;14;4;27;1.929
20;3;New York City II;15;7;3;5;24;23;1;24;1.6
20;4;New York Red Bulls II;13;6;3;4;27;19;8;21;1.615
20;5;Philadelphia II;14;6;3;5;19;13;6;21;1.5
20;6;Connecticut FC;14;6;1;7;24;23;1;19;1.357
20;7;Toronto FC II;14;5;3;6;22;28;-6;18;1.286
20;8;Cincinnati 2;14;3;1;10;13;24;-11;10;0.714
20;9;Chicago Fire II;3;2;0;1;6;3;3;6;2.0
20;10;Chattanooga;2;1;1;0;4;2;2;4;2.0
20;11;Crown Legacy;1;0;1;0;3;3;0;1;1.0
20;12;Huntsville;2;0;1;1;1;2;-1;1;0.5
20;13;Atlanta United 2;3;0;1;2;4;6;-2;1;0.333
20;14;Orlando City B;1;0;0;1;0;1;-1;0;0.0
20;15;Carolina Core;3;0;0;3;4;10;-6;0;0.0
20;16;Inter Miami II;3;0;0;3;1;7;-6;0;0.0
