Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
9;1;Zaglebie 2;9;6;3;0;19;9;10;21;2.333
9;2;BKS Sparta Katowice;9;6;2;1;16;6;10;20;2.222
9;3;Bytom Odrzanski;9;6;2;1;11;4;7;20;2.222
9;4;Sulow;9;6;1;2;24;9;15;19;2.111
9;5;Sosnowiec;9;5;1;3;14;9;5;16;1.778
9;6;Polkowice;9;4;2;3;18;16;2;14;1.556
9;7;Jelenia Gora;9;3;3;3;10;7;3;12;1.333
9;8;Kluczbork;9;4;0;5;9;14;-5;12;1.333
9;9;Warta Gorzow;9;3;3;3;9;15;-6;12;1.333
9;10;Legnica 2;9;3;2;4;23;18;5;11;1.222
9;11;Brzeg;9;3;2;4;15;12;3;11;1.222
9;12;Goczalkowice Zdroj;9;3;2;4;11;13;-2;11;1.222
9;13;ROW Rybnik;9;3;2;4;19;25;-6;11;1.222
9;14;Stilon Gorzow;9;2;4;3;14;13;1;10;1.111
9;15;Rakow 2;9;2;3;4;12;17;-5;9;1.0
9;16;Sleza Wroclaw;9;2;0;7;14;25;-11;6;0.667
9;17;Nysa;9;1;2;6;8;21;-13;5;0.556
9;18;Carina Gubin;9;1;2;6;6;19;-13;5;0.556
