Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
11;7;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
11;8;Jackson Boom;8;0;0;8;2;20;-18;0;0.0
12;1;Little Rock Rangers;7;6;1;0;15;4;11;19;2.714
12;2;Mississippi Brilla;7;4;2;1;16;11;5;14;2.0
12;3;Louisiana;7;4;1;2;16;9;7;13;1.857
12;4;Hattiesburg;6;2;3;1;14;11;3;9;1.5
12;5;Red River;9;2;3;4;15;16;-1;9;1.0
12;6;Memphis FC;7;1;2;4;8;16;-8;5;0.714
12;7;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
12;8;Jackson Boom;8;0;0;8;2;20;-18;0;0.0
13;1;Little Rock Rangers;8;7;1;0;16;4;12;22;2.75
13;2;Mississippi Brilla;7;4;2;1;16;11;5;14;2.0
13;3;Louisiana;7;4;1;2;16;9;7;13;1.857
13;4;Red River;10;3;3;4;18;16;2;12;1.2
13;5;Hattiesburg;6;2;3;1;14;11;3;9;1.5
13;6;Memphis FC;8;1;2;5;8;17;-9;5;0.625
13;7;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
13;8;Jackson Boom;9;0;0;9;2;23;-21;0;0.0
14;1;Little Rock Rangers;9;8;1;0;17;4;13;25;2.778
14;2;Red River;11;4;3;4;22;17;5;15;1.364
14;3;Mississippi Brilla;8;4;2;2;16;12;4;14;1.75
14;4;Louisiana;8;4;1;3;17;13;4;13;1.625
14;5;Hattiesburg;7;2;3;2;15;14;1;9;1.286
14;6;Memphis FC;9;2;2;5;11;18;-7;8;0.889
14;7;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
14;8;Jackson Boom;9;0;0;9;2;23;-21;0;0.0
15;1;Little Rock Rangers;9;8;1;0;17;4;13;25;2.778
15;2;Louisiana;9;5;1;3;20;14;6;16;1.778
15;3;Red River;11;4;3;4;22;17;5;15;1.364
15;4;Mississippi Brilla;8;4;2;2;16;12;4;14;1.75
15;5;Hattiesburg;8;2;3;3;16;17;-1;9;1.125
15;6;Memphis FC;9;2;2;5;11;18;-7;8;0.889
15;7;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
15;8;Jackson Boom;9;0;0;9;2;23;-21;0;0.0
16;1;Little Rock Rangers;9;8;1;0;17;4;13;25;2.778
16;2;Louisiana;10;6;1;3;23;15;8;19;1.9
16;3;Red River;11;4;3;4;22;17;5;15;1.364
16;4;Mississippi Brilla;9;4;3;2;19;15;4;15;1.667
16;5;Hattiesburg;9;2;3;4;17;20;-3;9;1.0
16;6;Memphis FC;10;2;3;5;14;21;-7;9;0.9
16;7;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
16;8;Jackson Boom;9;0;0;9;2;23;-21;0;0.0
