Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Mississippi Brilla;2;2;0;0;7;2;5;6;3.0
1;2;Little Rock Rangers;2;2;0;0;5;2;3;6;3.0
1;3;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
1;4;Louisiana;1;1;0;0;1;0;1;3;3.0
1;5;Hattiesburg;1;0;1;0;2;2;0;1;1.0
1;6;Red River;3;0;1;2;4;7;-3;1;0.333
1;7;Memphis FC;2;0;0;2;1;4;-3;0;0.0
1;8;Jackson Boom;2;0;0;2;1;5;-4;0;0.0
2;1;Mississippi Brilla;3;3;0;0;10;4;6;9;3.0
2;2;Little Rock Rangers;2;2;0;0;5;2;3;6;3.0
2;3;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
2;4;Louisiana;2;1;0;1;3;3;0;3;1.5
2;5;Hattiesburg;1;0;1;0;2;2;0;1;1.0
2;6;Red River;3;0;1;2;4;7;-3;1;0.333
2;7;Memphis FC;2;0;0;2;1;4;-3;0;0.0
2;8;Jackson Boom;2;0;0;2;1;5;-4;0;0.0
3;1;Mississippi Brilla;3;3;0;0;10;4;6;9;3.0
3;2;Little Rock Rangers;2;2;0;0;5;2;3;6;3.0
3;3;Red River;4;1;1;2;7;8;-1;4;1.0
3;4;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
3;5;Louisiana;2;1;0;1;3;3;0;3;1.5
3;6;Hattiesburg;1;0;1;0;2;2;0;1;1.0
3;7;Memphis FC;2;0;0;2;1;4;-3;0;0.0
3;8;Jackson Boom;3;0;0;3;2;8;-6;0;0.0
4;1;Mississippi Brilla;4;3;1;0;10;4;6;10;2.5
4;2;Little Rock Rangers;3;2;1;0;5;2;3;7;2.333
4;3;Red River;4;1;1;2;7;8;-1;4;1.0
4;4;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
4;5;Louisiana;2;1;0;1;3;3;0;3;1.5
4;6;Hattiesburg;1;0;1;0;2;2;0;1;1.0
4;7;Memphis FC;2;0;0;2;1;4;-3;0;0.0
4;8;Jackson Boom;3;0;0;3;2;8;-6;0;0.0
5;1;Mississippi Brilla;4;3;1;0;10;4;6;10;2.5
5;2;Little Rock Rangers;3;2;1;0;5;2;3;7;2.333
5;3;Louisiana;3;2;0;1;4;3;1;6;2.0
5;4;Red River;4;1;1;2;7;8;-1;4;1.0
5;5;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
5;6;Hattiesburg;1;0;1;0;2;2;0;1;1.0
5;7;Memphis FC;2;0;0;2;1;4;-3;0;0.0
5;8;Jackson Boom;4;0;0;4;2;9;-7;0;0.0
6;1;Mississippi Brilla;5;3;2;0;12;6;6;11;2.2
6;2;Little Rock Rangers;3;2;1;0;5;2;3;7;2.333
6;3;Louisiana;3;2;0;1;4;3;1;6;2.0
6;4;Red River;4;1;1;2;7;8;-1;4;1.0
6;5;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
6;6;Hattiesburg;2;0;2;0;4;4;0;2;1.0
6;7;Memphis FC;2;0;0;2;1;4;-3;0;0.0
6;8;Jackson Boom;4;0;0;4;2;9;-7;0;0.0
7;1;Mississippi Brilla;5;3;2;0;12;6;6;11;2.2
7;2;Louisiana;4;3;0;1;9;5;4;9;2.25
7;3;Little Rock Rangers;3;2;1;0;5;2;3;7;2.333
7;4;Red River;4;1;1;2;7;8;-1;4;1.0
7;5;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
7;6;Hattiesburg;2;0;2;0;4;4;0;2;1.0
7;7;Memphis FC;3;0;0;3;3;9;-6;0;0.0
7;8;Jackson Boom;4;0;0;4;2;9;-7;0;0.0
8;1;Louisiana;5;4;0;1;14;5;9;12;2.4
8;2;Mississippi Brilla;5;3;2;0;12;6;6;11;2.2
8;3;Little Rock Rangers;4;3;1;0;7;3;4;10;2.5
8;4;Red River;5;1;2;2;7;8;-1;5;1.0
8;5;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
8;6;Hattiesburg;3;0;2;1;5;6;-1;2;0.667
8;7;Memphis FC;4;0;1;3;3;9;-6;1;0.25
8;8;Jackson Boom;5;0;0;5;2;14;-12;0;0.0
9;1;Mississippi Brilla;6;4;2;0;15;8;7;14;2.333
9;2;Louisiana;5;4;0;1;14;5;9;12;2.4
9;3;Little Rock Rangers;4;3;1;0;7;3;4;10;2.5
9;4;Red River;6;1;2;3;9;11;-2;5;0.833
9;5;Memphis FC;5;1;1;3;4;9;-5;4;0.8
9;6;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
9;7;Hattiesburg;3;0;2;1;5;6;-1;2;0.667
9;8;Jackson Boom;6;0;0;6;2;15;-13;0;0.0
10;1;Mississippi Brilla;6;4;2;0;15;8;7;14;2.333
10;2;Louisiana;6;4;1;1;15;6;9;13;2.167
10;3;Little Rock Rangers;5;4;1;0;9;3;6;13;2.6
10;4;Red River;7;1;3;3;10;12;-2;6;0.857
10;5;Memphis FC;6;1;2;3;7;12;-5;5;0.833
10;6;Hattiesburg FC;1;1;0;0;1;0;1;3;3.0
10;7;Hattiesburg;4;0;3;1;8;9;-1;3;0.75
10;8;Jackson Boom;7;0;0;7;2;17;-15;0;0.0
11;1;Little Rock Rangers;6;5;1;0;12;3;9;16;2.667
11;2;Mississippi Brilla;6;4;2;0;15;8;7;14;2.333
11;3;Louisiana;6;4;1;1;15;6;9;13;2.167
11;4;Hattiesburg;5;1;3;1;11;10;1;6;1.2
11;5;Red River;8;1;3;4;11;15;-4;6;0.75
11;6;Memphis FC;6;1;2;3;7;12;-5;5;0.833
