Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Nomme Utd U21;1;1;0;0;4;1;3;3;3.0
1;2;Tartu Welco;1;1;0;0;3;0;3;3;3.0
1;3;Levadia U21;1;1;0;0;2;0;2;3;3.0
1;4;Viimsi JK;1;1;0;0;2;1;1;3;3.0
1;5;Elva;1;0;1;0;1;1;0;1;1.0
1;6;FC Tallinn;1;0;1;0;1;1;0;1;1.0
1;7;Flora U21;1;0;0;1;1;2;-1;0;0.0
1;8;Nomme Kalju U21;1;0;0;1;0;2;-2;0;0.0
1;9;Maardu;1;0;0;1;1;4;-3;0;0.0
1;10;Tallinna Kalev;1;0;0;1;0;3;-3;0;0.0
2;1;Tartu Welco;2;2;0;0;9;1;8;6;3.0
2;2;Elva;2;1;1;0;4;1;3;4;2.0
2;3;Nomme Utd U21;1;1;0;0;4;1;3;3;3.0
2;4;Levadia U21;1;1;0;0;2;0;2;3;3.0
2;5;Tallinna Kalev;2;1;0;1;5;4;1;3;1.5
2;6;Viimsi JK;1;1;0;0;2;1;1;3;3.0
2;7;FC Tallinn;2;0;1;1;2;6;-4;1;0.5
2;8;Nomme Kalju U21;1;0;0;1;0;2;-2;0;0.0
2;9;Flora U21;2;0;0;2;2;8;-6;0;0.0
2;10;Maardu;2;0;0;2;1;7;-6;0;0.0
3;1;Tartu Welco;3;3;0;0;14;2;12;9;3.0
3;2;Elva;3;2;1;0;7;3;4;7;2.333
3;3;Viimsi JK;2;2;0;0;4;1;3;6;3.0
3;4;Nomme Utd U21;2;1;1;0;6;3;3;4;2.0
3;5;Levadia U21;2;1;0;1;4;3;1;3;1.5
3;6;Tallinna Kalev;3;1;0;2;5;6;-1;3;1.0
3;7;Flora U21;3;1;0;2;5;9;-4;3;1.0
3;8;FC Tallinn;3;0;2;1;4;8;-4;2;0.667
3;9;Nomme Kalju U21;2;0;0;2;1;5;-4;0;0.0
3;10;Maardu;3;0;0;3;2;12;-10;0;0.0
4;1;Tartu Welco;4;4;0;0;17;3;14;12;3.0
4;2;Elva;3;2;1;0;7;3;4;7;2.333
4;3;Viimsi JK;2;2;0;0;4;1;3;6;3.0
4;4;Flora U21;4;2;0;2;8;10;-2;6;1.5
4;5;FC Tallinn;4;1;2;1;10;11;-1;5;1.25
4;6;Nomme Utd U21;3;1;1;1;7;6;1;4;1.333
4;7;Tallinna Kalev;4;1;1;2;6;7;-1;4;1.0
4;8;Levadia U21;3;1;0;2;5;6;-1;3;1.0
4;9;Maardu;4;0;1;3;3;13;-10;1;0.25
4;10;Nomme Kalju U21;3;0;0;3;4;11;-7;0;0.0
5;1;Tartu Welco;5;5;0;0;22;4;18;15;3.0
5;2;Flora U21;5;3;0;2;13;10;3;9;1.8
5;3;Nomme Utd U21;4;2;1;1;10;7;3;7;1.75
5;4;Elva;4;2;1;1;8;5;3;7;1.75
5;5;Tallinna Kalev;5;2;1;2;8;8;0;7;1.4
5;6;Viimsi JK;3;2;0;1;5;4;1;6;2.0
5;7;FC Tallinn;5;1;2;2;10;16;-6;5;1.0
5;8;Maardu;5;1;1;3;6;15;-9;4;0.8
5;9;Levadia U21;4;1;0;3;7;9;-2;3;0.75
5;10;Nomme Kalju U21;4;0;0;4;5;16;-11;0;0.0
6;1;Tartu Welco;6;6;0;0;25;6;19;18;3.0
6;2;Flora U21;6;4;0;2;17;11;6;12;2.0
6;3;Nomme Utd U21;5;3;1;1;13;8;5;10;2.0
6;4;Viimsi JK;4;3;0;1;10;5;5;9;2.25
6;5;Elva;5;2;1;2;9;8;1;7;1.4
6;6;Tallinna Kalev;6;2;1;3;9;12;-3;7;1.167
6;7;FC Tallinn;6;1;2;3;11;21;-10;5;0.833
6;8;Maardu;6;1;1;4;8;18;-10;4;0.667
6;9;Levadia U21;5;1;0;4;9;12;-3;3;0.6
6;10;Nomme Kalju U21;5;1;0;4;8;18;-10;3;0.6
7;1;Tartu Welco;7;6;0;1;25;8;17;18;2.571
7;2;Flora U21;7;5;0;2;20;13;7;15;2.143
7;3;Viimsi JK;5;4;0;1;12;5;7;12;2.4
7;4;Nomme Utd U21;6;3;1;2;13;11;2;10;1.667
7;5;Elva;6;2;1;3;11;11;0;7;1.167
7;6;Tallinna Kalev;7;2;1;4;11;15;-4;7;1.0
7;7;Levadia U21;6;2;0;4;12;14;-2;6;1.0
7;8;Nomme Kalju U21;6;2;0;4;11;18;-7;6;1.0
7;9;FC Tallinn;7;1;3;3;12;22;-10;6;0.857
7;10;Maardu;7;1;2;4;9;19;-10;5;0.714
8;1;Tartu Welco;8;6;1;1;28;11;17;19;2.375
8;2;Flora U21;7;5;0;2;20;13;7;15;2.143
8;3;Viimsi JK;6;4;1;1;13;6;7;13;2.167
8;4;Nomme Utd U21;6;3;1;2;13;11;2;10;1.667
8;5;Tallinna Kalev;8;3;1;4;15;15;0;10;1.25
8;6;FC Tallinn;8;2;3;3;16;24;-8;9;1.125
8;7;Elva;7;2;2;3;14;14;0;8;1.143
8;8;Levadia U21;7;2;0;5;14;18;-4;6;0.857
8;9;Maardu;8;1;3;4;10;20;-10;6;0.75
8;10;Nomme Kalju U21;7;2;0;5;11;22;-11;6;0.857
9;1;Tartu Welco;9;7;1;1;30;11;19;22;2.444
9;2;Flora U21;8;6;0;2;25;13;12;18;2.25
9;3;Viimsi JK;6;4;1;1;13;6;7;13;2.167
9;4;Nomme Utd U21;7;3;2;2;17;15;2;11;1.571
9;5;Tallinna Kalev;9;3;2;4;19;19;0;11;1.222
9;6;Nomme Kalju U21;8;3;0;5;15;24;-9;9;1.125
9;7;FC Tallinn;9;2;3;4;16;26;-10;9;1.0
9;8;Elva;8;2;2;4;16;18;-2;8;1.0
9;9;Levadia U21;7;2;0;5;14;18;-4;6;0.857
9;10;Maardu;9;1;3;5;10;25;-15;6;0.667
10;1;Tartu Welco;10;7;1;2;30;13;17;22;2.2
10;2;Flora U21;9;6;0;3;25;17;8;18;2.0
10;3;Viimsi JK;7;5;1;1;17;6;11;16;2.286
10;4;Tallinna Kalev;10;4;2;4;21;19;2;14;1.4
10;5;Nomme Kalju U21;9;4;0;5;16;24;-8;12;1.333
10;6;Nomme Utd U21;8;3;2;3;18;17;1;11;1.375
10;7;Elva;9;3;2;4;18;18;0;11;1.222
10;8;FC Tallinn;10;2;3;5;16;28;-12;9;0.9
10;9;Maardu;10;2;3;5;12;26;-14;9;0.9
10;10;Levadia U21;8;2;0;6;14;19;-5;6;0.75
11;1;Tartu Welco;11;7;2;2;33;16;17;23;2.091
11;2;Flora U21;10;6;1;3;28;20;8;19;1.9
11;3;Viimsi JK;8;5;2;1;18;7;11;17;2.125
11;4;Tallinna Kalev;11;4;3;4;22;20;2;15;1.364
11;5;Nomme Utd U21;9;4;2;3;19;17;2;14;1.556
11;6;Nomme Kalju U21;10;4;1;5;17;25;-8;13;1.3
11;7;Maardu;11;3;3;5;14;27;-13;12;1.091
11;8;Elva;10;3;2;5;18;19;-1;11;1.1
11;9;FC Tallinn;11;2;4;5;17;29;-12;10;0.909
11;10;Levadia U21;9;2;0;7;15;21;-6;6;0.667
12;1;Tartu Welco;12;8;2;2;34;16;18;26;2.167
12;2;Viimsi JK;9;6;2;1;20;7;13;20;2.222
12;3;Flora U21;10;6;1;3;28;20;8;19;1.9
12;4;Tallinna Kalev;12;4;3;5;23;23;0;15;1.25
12;5;Elva;11;4;2;5;21;20;1;14;1.273
12;6;Nomme Utd U21;10;4;2;4;21;21;0;14;1.4
12;7;Nomme Kalju U21;10;4;1;5;17;25;-8;13;1.3
12;8;Maardu;12;3;3;6;14;28;-14;12;1.0
12;9;FC Tallinn;12;2;4;6;17;31;-14;10;0.833
12;10;Levadia U21;10;3;0;7;19;23;-4;9;0.9
13;1;Tartu Welco;13;9;2;2;38;18;20;29;2.231
13;2;Viimsi JK;10;7;2;1;23;7;16;23;2.3
13;3;Flora U21;11;6;2;3;30;22;8;20;1.818
13;4;Elva;12;5;2;5;24;21;3;17;1.417
13;5;Nomme Utd U21;11;4;3;4;23;23;0;15;1.364
13;6;Tallinna Kalev;13;4;3;6;23;26;-3;15;1.154
13;7;Nomme Kalju U21;11;4;1;6;19;29;-10;13;1.182
13;8;Maardu;13;3;4;6;14;28;-14;13;1.0
13;9;FC Tallinn;13;2;5;6;17;31;-14;11;0.846
13;10;Levadia U21;11;3;0;8;20;26;-6;9;0.818
14;1;Tartu Welco;14;10;2;2;40;18;22;32;2.286
14;2;Viimsi JK;10;7;2;1;23;7;16;23;2.3
14;3;Flora U21;11;6;2;3;30;22;8;20;1.818
14;4;Elva;13;5;2;6;24;23;1;17;1.308
14;5;Nomme Utd U21;11;4;3;4;23;23;0;15;1.364
14;6;Tallinna Kalev;14;4;3;7;24;28;-4;15;1.071
14;7;FC Tallinn;14;3;5;6;20;32;-12;14;1.0
14;8;Nomme Kalju U21;12;4;1;7;20;32;-12;13;1.083
14;9;Maardu;13;3;4;6;14;28;-14;13;1.0
14;10;Levadia U21;12;4;0;8;22;27;-5;12;1.0
15;1;Tartu Welco;15;11;2;2;44;18;26;35;2.333
15;2;Viimsi JK;11;7;2;2;23;9;14;23;2.091
15;3;Flora U21;12;7;2;3;33;23;10;23;1.917
15;4;Elva;14;6;2;6;28;26;2;20;1.429
15;5;Nomme Kalju U21;13;5;1;7;24;33;-9;16;1.231
15;6;Levadia U21;13;5;0;8;24;27;-3;15;1.154
15;7;Nomme Utd U21;12;4;3;5;24;27;-3;15;1.25
15;8;Tallinna Kalev;15;4;3;8;25;31;-6;15;1.0
15;9;FC Tallinn;15;3;5;7;20;36;-16;14;0.933
15;10;Maardu;14;3;4;7;17;32;-15;13;0.929
16;1;Tartu Welco;16;12;2;2;47;19;28;38;2.375
16;2;Viimsi JK;12;8;2;2;24;9;15;26;2.167
16;3;Flora U21;13;8;2;3;36;24;12;26;2.0
16;4;Elva;15;6;2;7;28;27;1;20;1.333
16;5;Tallinna Kalev;16;5;3;8;27;32;-5;18;1.125
16;6;Nomme Kalju U21;14;5;1;8;25;35;-10;16;1.143
16;7;Maardu;15;4;4;7;19;33;-14;16;1.067
16;8;Nomme Utd U21;13;4;3;6;25;29;-4;15;1.154
16;9;Levadia U21;14;5;0;9;25;30;-5;15;1.071
16;10;FC Tallinn;16;3;5;8;21;39;-18;14;0.875
17;1;Tartu Welco;17;13;2;2;52;21;31;41;2.412
17;2;Flora U21;14;9;2;3;39;24;15;29;2.071
17;3;Viimsi JK;13;8;2;3;24;10;14;26;2.0
17;4;Tallinna Kalev;17;6;3;8;32;33;-1;21;1.235
17;5;Elva;16;6;2;8;28;30;-2;20;1.25
