Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
4;1;Dewa United;4;3;1;0;8;4;4;10;2.5
4;2;Madura United;3;3;0;0;7;2;5;9;3.0
4;3;Persija Jakarta;3;3;0;0;4;1;3;9;3.0
4;4;Bali United;3;2;0;1;7;4;3;6;2.0
4;5;Persib;3;2;0;1;6;4;2;6;2.0
4;6;Borneo;4;2;0;2;4;5;-1;6;1.5
4;7;Arema;3;1;2;0;8;4;4;5;1.667
4;8;FC Bhayangkara;3;1;2;0;5;3;2;5;1.667
4;9;Persita;3;1;2;0;6;5;1;5;1.667
4;10;Persebaya;3;1;2;0;3;2;1;5;1.667
4;11;Persik Kediri;3;1;1;1;3;2;1;4;1.333
4;12;PSM Makassar;3;0;2;1;6;8;-2;2;0.667
4;13;Garudayaksa;3;0;2;1;2;4;-2;2;0.667
4;14;Java United;3;0;1;2;3;5;-2;1;0.333
4;15;PSIM Yogyakarta;3;0;1;2;2;4;-2;1;0.333
4;16;PSS Sleman;3;0;0;3;3;7;-4;0;0.0
4;17;Persijap Jepara;3;0;0;3;1;5;-4;0;0.0
4;18;Isenmulang Kalteng;3;0;0;3;1;10;-9;0;0.0
