Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
23;1;Flint City;12;10;1;1;38;13;25;31;2.583
23;2;Oakland County;12;6;2;4;27;18;9;20;1.667
23;3;Midwest United;12;6;1;5;27;16;11;19;1.583
23;4;Kalamazoo FC;12;6;1;5;30;22;8;19;1.583
23;5;Ann Arbor;12;6;1;5;23;27;-4;19;1.583
23;6;Union FC Macomb;12;2;2;8;19;37;-18;8;0.667
23;7;Lansing City;12;2;0;10;13;44;-31;6;0.5
23;8;RKC SC;1;1;0;0;5;1;4;3;3.0
23;9;Chicago Dutch Lions;1;1;0;0;4;0;4;3;3.0
23;10;Minneapolis City;1;1;0;0;4;0;4;3;3.0
23;11;St. Croix;1;1;0;0;3;1;2;3;3.0
23;12;Northern Indiana;1;1;0;0;2;1;1;3;3.0
23;13;Steel City;1;1;0;0;1;0;1;3;3.0
23;14;Toledo Villa;1;0;0;1;1;2;-1;0;0.0
23;15;Lorain County Leviathan;1;0;0;1;0;1;-1;0;0.0
23;16;River Light;1;0;0;1;1;5;-4;0;0.0
23;17;Rochester FC;3;0;0;3;1;11;-10;0;0.0
