Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Oulu;1;1;0;0;5;1;4;3;3.0
1;2;HJK;1;1;0;0;3;0;3;3;3.0
1;3;KuPS;1;1;0;0;3;1;2;3;3.0
1;4;Lahti;1;1;0;0;1;0;1;3;3.0
1;5;Mariehamn;1;0;1;0;1;1;0;1;1.0
1;6;TPS Turku;1;0;1;0;1;1;0;1;1.0
1;7;Inter Turku;1;0;1;0;0;0;0;1;1.0
1;8;VPS;1;0;1;0;0;0;0;1;1.0
1;9;Jaro;1;0;0;1;0;1;-1;0;0.0
1;10;Ilves;1;0;0;1;1;3;-2;0;0.0
1;11;SJK;1;0;0;1;0;3;-3;0;0.0
1;12;Gnistan;1;0;0;1;1;5;-4;0;0.0
2;1;Oulu;2;2;0;0;6;1;5;6;3.0
2;2;KuPS;2;2;0;0;4;1;3;6;3.0
2;3;TPS Turku;2;1;1;0;3;2;1;4;2.0
2;4;Inter Turku;2;1;1;0;2;1;1;4;2.0
2;5;HJK;2;1;0;1;3;1;2;3;1.5
2;6;SJK;2;1;0;1;3;3;0;3;1.5
2;7;Lahti;2;1;0;1;2;2;0;3;1.5
2;8;VPS;2;0;2;0;0;0;0;2;1.0
2;9;Jaro;2;0;1;1;0;1;-1;1;0.5
2;10;Mariehamn;2;0;1;1;1;4;-3;1;0.5
2;11;Ilves;2;0;0;2;2;5;-3;0;0.0
2;12;Gnistan;2;0;0;2;1;6;-5;0;0.0
3;1;Oulu;3;3;0;0;8;2;6;9;3.0
3;2;KuPS;3;2;1;0;5;2;3;7;2.333
3;3;TPS Turku;3;2;1;0;5;2;3;7;2.333
3;4;Inter Turku;3;2;1;0;4;1;3;7;2.333
3;5;HJK;3;2;0;1;6;1;5;6;2.0
3;6;SJK;3;1;0;2;3;5;-2;3;1.0
3;7;Lahti;3;1;0;2;2;4;-2;3;1.0
3;8;Jaro;3;0;2;1;1;2;-1;2;0.667
3;9;VPS;3;0;2;1;1;2;-1;2;0.667
3;10;Mariehamn;3;0;2;1;3;6;-3;2;0.667
3;11;Ilves;3;0;1;2;4;7;-3;1;0.333
3;12;Gnistan;3;0;0;3;1;9;-8;0;0.0
