Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
24;1;Minneapolis City;10;10;0;0;38;6;32;30;3.0
24;2;Sueno;11;8;0;3;38;10;28;24;2.182
24;3;Chicago Dutch Lions;12;6;1;5;24;26;-2;19;1.583
24;4;Rockford Raptors;11;6;0;5;19;22;-3;18;1.636
24;5;RKC SC;11;4;1;6;14;18;-4;13;1.182
24;6;St. Croix;10;4;0;6;20;24;-4;12;1.2
24;7;River Light;9;3;2;4;20;17;3;11;1.222
24;8;Rochester FC;9;2;0;7;8;32;-24;6;0.667
24;9;Edgewater Castle;11;2;0;9;15;41;-26;6;0.545
24;10;St. Louis Ambush;1;1;0;0;4;1;3;3;3.0
24;11;Santafe Wanderers;1;1;0;0;3;2;1;3;3.0
24;12;Peoria;2;1;0;1;4;5;-1;3;1.5
24;13;Sunflower State;2;0;0;2;3;6;-3;0;0.0
