Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
32;1;Vermont Green;14;13;1;0;64;12;52;40;2.857
32;2;NEFC;15;12;0;3;32;24;8;36;2.4
32;3;Western Mass Pioneers;14;8;3;3;27;20;7;27;1.929
32;4;Black Rock;14;5;6;3;22;17;5;21;1.5
32;5;Albany Rush;14;6;1;7;22;35;-13;19;1.357
32;6;Boston Bolts;15;4;3;8;19;29;-10;15;1.0
32;7;Connecticut Rush;14;4;2;8;19;26;-7;14;1.0
32;8;Seacoast Utd Phantoms;13;3;2;8;23;29;-6;11;0.846
32;9;AC Connecticut;14;3;0;11;18;29;-11;9;0.643
32;10;Seacoast United Phantoms;2;2;0;0;4;0;4;6;3.0
32;11;Boston City;14;0;4;10;18;50;-32;4;0.286
32;12;Ironbound SC;1;1;0;0;3;0;3;3;3.0
