Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
20;1;Malvern;18;14;1;3;43;21;22;43;2.389
20;2;Goulburn Valley Suns;18;12;3;3;42;25;17;39;2.167
20;3;Essendon Royals SC;20;12;1;7;49;30;19;37;1.85
20;4;Bayside Argonauts;18;9;4;5;37;28;9;31;1.722
20;5;Keilor Park;18;9;1;8;25;26;-1;28;1.556
20;6;Whittlesea United;20;7;6;7;31;23;8;27;1.35
20;7;Box Hill;19;7;5;7;28;25;3;26;1.368
20;8;Eastern Lions;19;6;5;8;30;26;4;23;1.211
20;9;Springvale;19;6;5;8;24;35;-11;23;1.211
20;10;Nunawading City;18;6;4;8;18;29;-11;22;1.222
20;11;Werribee City;20;5;5;10;26;34;-8;20;1.0
20;12;Kingston City;19;6;2;11;19;40;-21;20;1.053
20;13;Altona City;19;3;7;9;17;27;-10;16;0.842
20;14;Moreland City;17;2;5;10;20;40;-20;11;0.647
